vocabs, center, score
cefprtu, 0, 0,
abegijr, 0, 0,
acdekor, 0, 0,
efiprsu, 0, 0,
cdejprt, 0, 0,
abcdert, 0, 0,
ceilpru, 0, 0,
cdeopry, 0, 0,
eiloprs, 0, 0,
efinprs, 0, 0,
acdenru, 0, 0,
adeimns, 0, 0,
acegrst, 0, 0,
bcdehpr, 0, 0,
deilrst, 0, 0,
defnost, 0, 0,
deprtwy, 0, 0,
adenptw, 0, 0,
acdmnpr, 0, 0,
aegrtxy, 0, 0,
eiorsuw, 0, 0,
abdeijl, 0, 0,
dhlmopr, 0, 0,
abeijnt, 0, 0,
abrstuy, 0, 0,
acdoprw, 0, 0,
acdelpr, 0, 0,
abejrtu, 0, 0,
abirsty, 0, 0,
dejnsuy, 0, 0,
adegipr, 0, 0,
abeprtw, 0, 0,
acdegpr, 0, 0,
abdegrt, 0, 0,
dehiort, 0, 0,
adeilms, 0, 0,
cdeoprx, 0, 0,
egilpst, 0, 0,
efikpsu, 0, 0,
deimnsu, 0, 0,
deklorv, 0, 0,
cdegqrs, 0, 0,
eiprstu, 0, 0,
abelpry, 0, 0,
degipsu, 0, 0,
acdersy, 0, 0,
dnrsuvx, 0, 0,
bdeiqrt, 0, 0,
dejklor, 0, 0,
bhmnost, 0, 0,
aegilty, 0, 0,
defmnos, 0, 0,
dejksux, 0, 0,
dehkrsu, 0, 0,
demosty, 0, 0,
aeinqrt, 0, 0,
abdeipr, 0, 0,
cefirsu, 0, 0,
abeinty, 0, 0,
aefjprs, 0, 0,
bemnrty, 0, 0,
adeirtv, 0, 0,
cdekopr, 0, 0,
defirty, 0, 0,
defprsu, 0, 0,
abegirx, 0, 0,
acdeprs, 0, 0,
aeprsuw, 0, 0,
bcdeirt, 0, 0,
bdeiort, 0, 0,
eilrsux, 0, 0,
acdeprt, 0, 0,
eimoprs, 0, 0,
einprsy, 0, 0,
acdeprw, 0, 0,
admnpsy, 0, 0,
begrstu, 0, 0,
abdeipr, 0, 0,
denprst, 0, 0,
bdenost, 0, 0,
depqrtw, 0, 0,
adeprtv, 0, 0,
acdeinp, 0, 0,
abghrty, 0, 0,
eikopsu, 0, 0,
abehiln, 0, 0,
dlmopru, 0, 0,
abefnrt, 0, 0,
aerstuy, 0, 0,
abcdprw, 0, 0,
aceprsw, 0, 0,
bderstu, 0, 0,
abirstw, 0, 0,
denrsuw, 0, 0,
acdiprx, 0, 0,
aeprstw, 0, 0,
aceprsw, 0, 0,
aegilrt, 0, 0,
adehrst, 0, 0,
abdilst, 0, 0,
cdeortx, 0, 0,
deilops, 0, 0,
gikprsu, 0, 0,
deimpsx, 0, 0,
deklnor, 0, 0,
adeqrsu, 0, 0,
ekoprsu, 0, 0,
abejlpr, 0, 0,
egnprsu, 0, 0,
aceirst, 0, 0,
enrsuvw, 0, 0,
abeirtu, 0, 0,
deklmos, 0, 0,
ehmnosw, 0, 0,
aehlsty, 0, 0,
ehmnosu, 0, 0,
dejkrsu, 0, 0,
adekpsu, 0, 0,
denostx, 0, 0,
aenrtvy, 0, 0,
acdeirt, 0, 0,
afinrsu, 0, 0,
aehinry, 0, 0,
acefips, 0, 0,
abeinrt, 0, 0,
abeinrt, 0, 0,
degoprt, 0, 0,
adikrty, 0, 0,
bfprstu, 0, 0,
abeirtu, 0, 0,
acdkpqr, 0, 0,
aeilpsu, 0, 0,
cdeprty, 0, 0,
adeirtu, 0, 0,
beilrsu, 0, 0,
cdeprty, 0, 0,
eoprsuv, 0, 0,
einrsuw, 0, 0,
adegnpr, 0, 0,
ademnpx, 0, 0,
abegmrs, 0, 0,
abcdpry, 0, 0,
dflnrst, 0, 0,
deglnos, 0, 0,
cdeprtw, 0, 0,
aemprtw, 0, 0,
acdnprt, 0, 0,
beghrty, 0, 0,
beiprsu, 0, 0,
abdehil, 0, 0,
dekmopr, 0, 0,
abeinru, 0, 0,
abefstu, 0, 0,
acdehpr, 0, 0,
cdeiprw, 0, 0,
abfrstu, 0, 0,
aeirstx, 0, 0,
cdejrsu, 0, 0,
acdeijp, 0, 0,
adprtvw, 0, 0,
ademprs, 0, 0,
begirst, 0, 0,
deorstv, 0, 0,
adefils, 0, 0,
deioprt, 0, 0,
deipstu, 0, 0,
efiprsu, 0, 0,
dehimps, 0, 0,
adelors, 0, 0,
acdegqs, 0, 0,
ekprtuw, 0, 0,
ablnprs, 0, 0,
degoprs, 0, 0,
acdersx, 0, 0,
adenrsu, 0, 0,
abeirtw, 0, 0,
dgklors, 0, 0,
ehmnstw, 0, 0,
aegisty, 0, 0,
efmnosu, 0, 0,
dekrsuv, 0, 0,
dekpruw, 0, 0,
emnorst, 0, 0,
adeinrt, 0, 0,
adeijrt, 0, 0,
acefirs, 0, 0,
aeimnrt, 0, 0,
aefipst, 0, 0,
befnrty, 0, 0,
abdgirt, 0, 0,
cdemprt, 0, 0,
adeisty, 0, 0,
efpstuy, 0, 0,
begiort, 0, 0,
acdkpru, 0, 0,
adeipru, 0, 0,
deipqrt, 0, 0,
bdeirty, 0, 0,
eiklpsu, 0, 0,
cejoprt, 0, 0,
eijopru, 0, 0,
einprst, 0, 0,
cdefnpr, 0, 0,
aegmnps, 0, 0,
abgrstw, 0, 0,
bcdeprw, 0, 0,
aelnrst, 0, 0,
deglost, 0, 0,
adhprtw, 0, 0,
aejprtw, 0, 0,
acdeinr, 0, 0,
abcegrt, 0, 0,
eikprsu, 0, 0,
adeilnq, 0, 0,
deklmop, 0, 0,
abeinru, 0, 0,
abeqrtu, 0, 0,
cdepruw, 0, 0,
acdnprw, 0, 0,
abenrst, 0, 0,
abeistx, 0, 0,
bdjnrsu, 0, 0,
abcdeir, 0, 0,
adertwx, 0, 0,
acdehpr, 0, 0,
abegrty, 0, 0,
adehost, 0, 0,
abdeilq, 0, 0,
deoprtx, 0, 0,
bdeilst, 0, 0,
eiprsux, 0, 0,
deijmns, 0, 0,
delnors, 0, 0,
aegqrsv, 0, 0,
ehkprtu, 0, 0,
abelprv, 0, 0,
deghpsu, 0, 0,
adeirsw, 0, 0,
dejnrsv, 0, 0,
abdiqrt, 0, 0,
deklrsx, 0, 0,
aehmnst, 0, 0,
aeinsty, 0, 0,
demosuy, 0, 0,
dehkrsu, 0, 0,
degkpru, 0, 0,
degmnst, 0, 0,
aeintxy, 0, 0,
abdeior, 0, 0,
aefinsu, 0, 0,
aeginty, 0, 0,
aefhips, 0, 0,
benqrty, 0, 0,
abehirt, 0, 0,
dehoprt, 0, 0,
aeirtvy, 0, 0,
cefrstu, 0, 0,
abeghir, 0, 0,
acekprs, 0, 0,
aeirsux, 0, 0,
cdeiprv, 0, 0,
abdinrt, 0, 0,
celprsu, 0, 0,
cdeortv, 0, 0,
iloprsu, 0, 0,
eimnprs, 0, 0,
abcdnpr, 0, 0,
ademnpy, 0, 0,
aegprst, 0, 0,
acdeipr, 0, 0,
delnrty, 0, 0,
elnorst, 0, 0,
delprtw, 0, 0,
aehprtw, 0, 0,
adelnpr, 0, 0,
abegrsy, 0, 0,
efiorsu, 0, 0,
adeilnq, 0, 0,
delmpru, 0, 0,
abeinqt, 0, 0,
abertuy, 0, 0,
acdprtw, 0, 0,
abceprw, 0, 0,
abmrstu, 0, 0,
abelrst, 0, 0,
bejnrsu, 0, 0,
acdehir, 0, 0,
adenprt, 0, 0,
acdeips, 0, 0,
abgirty, 0, 0,
dfhorst, 0, 0,
abdhils, 0, 0,
cdjoprt, 0, 0,
dilpstx, 0, 0,
egkprsu, 0, 0,
demnpsu, 0, 0,
ceklors, 0, 0,
degqrsw, 0, 0,
ekoprst, 0, 0,
belnprx, 0, 0,
cdgprsu, 0, 0,
cdeirsx, 0, 0,
densuvy, 0, 0,
abdiprt, 0, 0,
dklorst, 0, 0,
behnost, 0, 0,
aeilpst, 0, 0,
dmnoqsu, 0, 0,
eknrsux, 0, 0,
dejprsu, 0, 0,
dekmnos, 0, 0,
abeinrt, 0, 0,
abcdeir, 0, 0,
aefiqru, 0, 0,
aenrtvy, 0, 0,
aefipsv, 0, 0,
abenprt, 0, 0,
abdeirx, 0, 0,
dekoprt, 0, 0,
aeikrty, 0, 0,
efoprst, 0, 0,
abegnrt, 0, 0,
acdkprt, 0, 0,
eiprsux, 0, 0,
cdegipr, 0, 0,
adeirst, 0, 0,
aelprsu, 0, 0,
deoprtv, 0, 0,
eikprsu, 0, 0,
aeinrsu, 0, 0,
cdenopr, 0, 0,
adeinps, 0, 0,
aegnrst, 0, 0,
bcdekpr, 0, 0,
bdelnst, 0, 0,
bdelnst, 0, 0,
adeprwx, 0, 0,
abdertw, 0, 0,
acenopr, 0, 0,
abeglrt, 0, 0,
ceiprsu, 0, 0,
abdeilp, 0, 0,
deflmor, 0, 0,
abcenrt, 0, 0,
bcerstu, 0, 0,
acdprvw, 0, 0,
acdegpr, 0, 0,
abestuy, 0, 0,
abehrst, 0, 0,
dijnrsu, 0, 0,
acdeipv, 0, 0,
adeiprt, 0, 0,
acdeprw, 0, 0,
abgiort, 0, 0,
dhoqrst, 0, 0,
abdfils, 0, 0,
cdejort, 0, 0,
dilnpst, 0, 0,
eijkpru, 0, 0,
bdemnps, 0, 0,
cdeklor, 0, 0,
adegqry, 0, 0,
efkrstu, 0, 0,
aeflnpr, 0, 0,
degrsuy, 0, 0,
adeilrs, 0, 0,
demrsuv, 0, 0,
abdeikt, 0, 0,
dklorsv, 0, 0,
hmnosty, 0, 0,
aeistxy, 0, 0,
deimnsu, 0, 0,
dehkrsx, 0, 0,
dekpstu, 0, 0,
eimnost, 0, 0,
aeintwy, 0, 0,
adeirtx, 0, 0,
aefilru, 0, 0,
aeinruy, 0, 0,
efimprs, 0, 0,
aenrsty, 0, 0,
adeiqrt, 0, 0,
deoprtw, 0, 0,
adeituy, 0, 0,
efpstuw, 0, 0,
abeijrt, 0, 0,
acdjkpr, 0, 0,
aegirsu, 0, 0,
cdeimpr, 0, 0,
abeirtw, 0, 0,
beiprsu, 0, 0,
acdeprt, 0, 0,
egioprs, 0, 0,
aenprsu, 0, 0,
abcdnpr, 0, 0,
adegmps, 0, 0,
aegirst, 0, 0,
abcenpr, 0, 0,
deglrst, 0, 0,
adelnst, 0, 0,
aderstw, 0, 0,
adekrtw, 0, 0,
acdegnr, 0, 0,
aeghrty, 0, 0,
eioprsx, 0, 0,
bdeilnu, 0, 0,
dlmoprv, 0, 0,
abemnrt, 0, 0,
abderst, 0, 0,
acdprwx, 0, 0,
acdejpr, 0, 0,
abderst, 0, 0,
abcirst, 0, 0,
deinrsu, 0, 0,
acdiprs, 0, 0,
adprtuw, 0, 0,
acdehps, 0, 0,
abginrt, 0, 0,
bdeorst, 0, 0,
abeikls, 0, 0,
cdenopt, 0, 0,
dehlpst, 0, 0,
ceiprsu, 0, 0,
eimnpsv, 0, 0,
eklorst, 0, 0,
acegqrs, 0, 0,
elprstu, 0, 0,
abelnor, 0, 0,
deglprs, 0, 0,
adeiprs, 0, 0,
dhnrsuv, 0, 0,
abdimrt, 0, 0,
deklmor, 0, 0,
ejmnost, 0, 0,
aelstxy, 0, 0,
defmosu, 0, 0,
egkrsux, 0, 0,
demprsu, 0, 0,
emnostw, 0, 0,
deinrty, 0, 0,
abeimrt, 0, 0,
aefinru, 0, 0,
ainorty, 0, 0,
aeijprs, 0, 0,
abenpry, 0, 0,
bdeirst, 0, 0,
cdepqrt, 0, 0,
adeisty, 0, 0,
efpstuw, 0, 0,
abegilt, 0, 0,
abcdekp, 0, 0,
aiprsux, 0, 0,
cdeikrt, 0, 0,
abdekrt, 0, 0,
deilprs, 0, 0,
aceoprt, 0, 0,
ehioprs, 0, 0,
eijnrsu, 0, 0,
adenprx, 0, 0,
demnpsv, 0, 0,
abegmrs, 0, 0,
abcegpr, 0, 0,
deknrst, 0, 0,
celnost, 0, 0,
adehrtw, 0, 0,
adejptw, 0, 0,
acdenpt, 0, 0,
abdgrty, 0, 0,
deiopru, 0, 0,
abdeins, 0, 0,
eklmopr, 0, 0,
abeiqrt, 0, 0,
abejrsu, 0, 0,
acdepuw, 0, 0,
acdefpw, 0, 0,
aerstux, 0, 0,
abeinrt, 0, 0,
dehjrsu, 0, 0,
aceiprv, 0, 0,
adenrtw, 0, 0,
acdelrs, 0, 0,
abeiqrt, 0, 0,
ehorstu, 0, 0,
bdeilsy, 0, 0,
cdoprtv, 0, 0,
deilopt, 0, 0,
eijkpru, 0, 0,
deinprs, 0, 0,
adeklor, 0, 0,
degqrsx, 0, 0,
ekprstx, 0, 0,
abefnpr, 0, 0,
degjrsu, 0, 0,
aceirsx, 0, 0,
aenrsuv, 0, 0,
abdenrt, 0, 0,
deklrsw, 0, 0,
egmnost, 0, 0,
adelsty, 0, 0,
defmosu, 0, 0,
bdeksux, 0, 0,
cdeprsu, 0, 0,
demnosy, 0, 0,
ahinrty, 0, 0,
abeirtu, 0, 0,
aefrsuw, 0, 0,
aenqrty, 0, 0,
aefkprs, 0, 0,
abfnrty, 0, 0,
abeimrt, 0, 0,
cdoprst, 0, 0,
adersty, 0, 0,
efprstx, 0, 0,
begiprt, 0, 0,
adeikpr, 0, 0,
abeiprs, 0, 0,
cdeiort, 0, 0,
bdeimrt, 0, 0,
ehilpru, 0, 0,
ceioprt, 0, 0,
eiopsuv, 0, 0,
einpsux, 0, 0,
acdnpru, 0, 0,
adfmnps, 0, 0,
begrstx, 0, 0,
abcdemr, 0, 0,
denqrst, 0, 0,
adelnos, 0, 0,
aenprtw, 0, 0,
aeoprtw, 0, 0,
acenprs, 0, 0,
abeghry, 0, 0,
eiopqrs, 0, 0,
abdelnq, 0, 0,
dflmopr, 0, 0,
aeinrty, 0, 0,
abcestu, 0, 0,
acdejpr, 0, 0,
cdepruw, 0, 0,
bemrstu, 0, 0,
abeilrt, 0, 0,
dejorsu, 0, 0,
acdhipr, 0, 0,
adehptw, 0, 0,
acdprsv, 0, 0,
aegirtw, 0, 0,
cehorst, 0, 0,
abdefil, 0, 0,
cdoprst, 0, 0,
eilpqst, 0, 0,
efikprs, 0, 0,
bdeimnp, 0, 0,
dehklos, 0, 0,
degjqrs, 0, 0,
ekrstuy, 0, 0,
abcelnr, 0, 0,
degiprs, 0, 0,
adeiprs, 0, 0,
enprsuv, 0, 0,
abeirty, 0, 0,
defkors, 0, 0,
ehjnost, 0, 0,
aeilswy, 0, 0,
ejmnosu, 0, 0,
eklrsux, 0, 0,
dekpsux, 0, 0,
demnopt, 0, 0,
aenrtxy, 0, 0,
abdgirt, 0, 0,
efhirsu, 0, 0,
aeilnty, 0, 0,
efiprsu, 0, 0,
abenrvy, 0, 0,
abdefir, 0, 0,
cdoprtx, 0, 0,
aeilrty, 0, 0,
deprstu, 0, 0,
abegitu, 0, 0,
acdekmp, 0, 0,
aioprsu, 0, 0,
deiprtv, 0, 0,
abeiort, 0, 0,
elnprsu, 0, 0,
cdemopt, 0, 0,
eiorstu, 0, 0,
ijnprsu, 0, 0,
adenprw, 0, 0,
aejmnps, 0, 0,
abeirst, 0, 0,
abdeprv, 0, 0,
denrstw, 0, 0,
cdelnst, 0, 0,
adeptwy, 0, 0,
acdeprw, 0, 0,
acdknpr, 0, 0,
abgorty, 0, 0,
deiopru, 0, 0,
abdeinu, 0, 0,
delmorx, 0, 0,
abfinrt, 0, 0,
abejrtu, 0, 0,
cdeiprw, 0, 0,
abdeprw, 0, 0,
berstuy, 0, 0,
abeikrt, 0, 0,
demnrsu, 0, 0,
acdeipv, 0, 0,
adeiptw, 0, 0,
acdeopr, 0, 0,
begirtx, 0, 0,
dehostu, 0, 0,
abdeilu, 0, 0,
cdeprty, 0, 0,
deipstv, 0, 0,
ikmprsu, 0, 0,
demnpsu, 0, 0,
deklrsv, 0, 0,
adefgrs, 0, 0,
bekprtu, 0, 0,
abeinpr, 0, 0,
egprsuy, 0, 0,
abcdeis, 0, 0,
ehnrsuv, 0, 0,
abdeiqr, 0, 0,
deklort, 0, 0,
emnoqst, 0, 0,
aelrsty, 0, 0,
admnosu, 0, 0,
defrsux, 0, 0,
bdkprsu, 0, 0,
denoqst, 0, 0,
aeintuy, 0, 0,
adeirst, 0, 0,
efinrsu, 0, 0,
aeikrty, 0, 0,
aefoprs, 0, 0,
abemnry, 0, 0,
abdegrt, 0, 0,
cdeiopt, 0, 0,
deikrty, 0, 0,
efpstux, 0, 0,
begirst, 0, 0,
abcdkpr, 0, 0,
aeipruw, 0, 0,
cdiprtu, 0, 0,
abdertx, 0, 0,
eilprst, 0, 0,
cdehopr, 0, 0,
eilorsu, 0, 0,
enprsuv, 0, 0,
acdeprv, 0, 0,
aemnops, 0, 0,
abeghrs, 0, 0,
acdeprs, 0, 0,
denrstw, 0, 0,
eflnost, 0, 0,
adnprtw, 0, 0,
ademptw, 0, 0,
acdelnp, 0, 0,
abekrty, 0, 0,
egiorsu, 0, 0,
bdeilnq, 0, 0,
delmors, 0, 0,
beinrtu, 0, 0,
abemstu, 0, 0,
acdenpr, 0, 0,
acdegpw, 0, 0,
abekrst, 0, 0,
abefirs, 0, 0,
dejlnru, 0, 0,
acdeinr, 0, 0,
adekprw, 0, 0,
acdeprv, 0, 0,
aegirtu, 0, 0,
deorsty, 0, 0,
abefils, 0, 0,
cdehprt, 0, 0,
deimpst, 0, 0,
gikprsu, 0, 0,
efimnps, 0, 0,
deklort, 0, 0,
degiqrs, 0, 0,
ekoprtu, 0, 0,
adelnpr, 0, 0,
cdegrsu, 0, 0,
cdeiors, 0, 0,
dnrstuv, 0, 0,
abeirtx, 0, 0,
dklnors, 0, 0,
hmnostv, 0, 0,
adelsty, 0, 0,
dmnosuy, 0, 0,
dkrsuvx, 0, 0,
bdekpsu, 0, 0,
defmnos, 0, 0,
aginrty, 0, 0,
abdertu, 0, 0,
aefimru, 0, 0,
abeinty, 0, 0,
aefirsw, 0, 0,
benrtuy, 0, 0,
abeirtu, 0, 0,
cdeprtv, 0, 0,
bdeirty, 0, 0,
fhprstu, 0, 0,
abgijrt, 0, 0,
acdkopr, 0, 0,
aeprsuv, 0, 0,
cdfiprt, 0, 0,
abdertx, 0, 0,
eilprsw, 0, 0,
bcdeopr, 0, 0,
egoprsu, 0, 0,
einrsuv, 0, 0,
acenpry, 0, 0,
ademnpr, 0, 0,
begnrst, 0, 0,
bcdehpr, 0, 0,
delrstv, 0, 0,
deloqst, 0, 0,
adpqrtw, 0, 0,
aeprtuw, 0, 0,
adehnpr, 0, 0,
begorty, 0, 0,
eiorstu, 0, 0,
abeikln, 0, 0,
dflmopr, 0, 0,
abehirt, 0, 0,
beqrstu, 0, 0,
acdprwx, 0, 0,
aceoprw, 0, 0,
aerstuv, 0, 0,
abeilst, 0, 0,
dejnqsu, 0, 0,
acdeijp, 0, 0,
aefprtw, 0, 0,
cdeprsw, 0, 0,
adegirt, 0, 0,
dehiort, 0, 0,
bdefils, 0, 0,
dejoprt, 0, 0,
delpstx, 0, 0,
iklprsu, 0, 0,
eimnpsy, 0, 0,
cdeklor, 0, 0,
adegkqs, 0, 0,
efkpstu, 0, 0,
abejnpr, 0, 0,
dglprsu, 0, 0,
acdeims, 0, 0,
bdensuv, 0, 0,
abdeint, 0, 0,
dekorsw, 0, 0,
emnoqst, 0, 0,
aeiksty, 0, 0,
dekmnou, 0, 0,
dehksux, 0, 0,
egkprsu, 0, 0,
bdenost, 0, 0,
abinrty, 0, 0,
abdeimr, 0, 0,
aefisuy, 0, 0,
aenqrty, 0, 0,
aefiprt, 0, 0,
abelrty, 0, 0,
adeimrt, 0, 0,
cdejprt, 0, 0,
adegrty, 0, 0,
eflrstu, 0, 0,
abgikrt, 0, 0,
acdklpr, 0, 0,
aelprsu, 0, 0,
cdeipqr, 0, 0,
adeirtw, 0, 0,
eilrsuv, 0, 0,
cdemopt, 0, 0,
efiopsu, 0, 0,
egnprsu, 0, 0,
acdenpv, 0, 0,
aemnpsw, 0, 0,
abegrsv, 0, 0,
abcdepu, 0, 0,
deklnrs, 0, 0,
eflnost, 0, 0,
aejprtw, 0, 0,
adeprst, 0, 0,
acdegnr, 0, 0,
abekrty, 0, 0,
egiopru, 0, 0,
abeilmn, 0, 0,
delmops, 0, 0,
aeiknrt, 0, 0,
abefrst, 0, 0,
acdehrw, 0, 0,
adepruw, 0, 0,
abejrtu, 0, 0,
abeirsx, 0, 0,
ejnorsu, 0, 0,
acefipr, 0, 0,
abdeprt, 0, 0,
aceprsv, 0, 0,
abgirtu, 0, 0,
deforst, 0, 0,
abdelsx, 0, 0,
cdeopry, 0, 0,
deilmpt, 0, 0,
eikprsy, 0, 0,
deimpsu, 0, 0,
deiklor, 0, 0,
deglqrs, 0, 0,
fkprstu, 0, 0,
behlnpr, 0, 0,
degpqru, 0, 0,
abcdeis, 0, 0,
defnrsu, 0, 0,
abdirtw, 0, 0,
deklory, 0, 0,
bemnost, 0, 0,
adilsty, 0, 0,
delmnou, 0, 0,
bdekrsx, 0, 0,
deprsuv, 0, 0,
dehmnot, 0, 0,
aeinoty, 0, 0,
abdertx, 0, 0,
aefirsv, 0, 0,
aenrtwy, 0, 0,
aegiprs, 0, 0,
abegnry, 0, 0,
abdeilr, 0, 0,
cdeopry, 0, 0,
aehirty, 0, 0,
efpstuv, 0, 0,
begiprt, 0, 0,
acdekpy, 0, 0,
aeipsuy, 0, 0,
cdeirty, 0, 0,
abefirt, 0, 0,
eilnrsu, 0, 0,
cdegopt, 0, 0,
emoprsu, 0, 0,
ceinpru, 0, 0,
acdenpv, 0, 0,
adehnps, 0, 0,
abegrsw, 0, 0,
abceprt, 0, 0,
denrsty, 0, 0,
dehlnos, 0, 0,
adeprwy, 0, 0,
defprtw, 0, 0,
adenpru, 0, 0,
abegqty, 0, 0,
iloprsu, 0, 0,
abceiln, 0, 0,
dlmoprx, 0, 0,
abeinot, 0, 0,
bcerstu, 0, 0,
acejprw, 0, 0,
adekprw, 0, 0,
abdersu, 0, 0,
abehrst, 0, 0,
dejknru, 0, 0,
aceiprx, 0, 0,
adpqrtw, 0, 0,
cdeprsy, 0, 0,
begiqrt, 0, 0,
cdehort, 0, 0,
abdelrs, 0, 0,
deoprst, 0, 0,
deilmpt, 0, 0,
eikprtu, 0, 0,
adeimns, 0, 0,
dkloprs, 0, 0,
adeiqrs, 0, 0,
cekprsu, 0, 0,
abenprw, 0, 0,
egmprsu, 0, 0,
adeirst, 0, 0,
adersuv, 0, 0,
abdiqrt, 0, 0,
aeklors, 0, 0,
ehnostx, 0, 0,
aeilrst, 0, 0,
defmnsu, 0, 0,
adekrsx, 0, 0,
cdeprsu, 0, 0,
dmnostw, 0, 0,
aeinoty, 0, 0,
abdeimr, 0, 0,
afirsuv, 0, 0,
ceinrty, 0, 0,
afikprs, 0, 0,
abenpry, 0, 0,
abeirtx, 0, 0,
cdemopr, 0, 0,
adeirvy, 0, 0,
efhprsu, 0, 0,
bcegirt, 0, 0,
adekpru, 0, 0,
aeijpsu, 0, 0,
cdeirtv, 0, 0,
bdeirtx, 0, 0,
