vocabs, center, score
adeinpr, 0, 0,
ademnpr, 0, 0,
beglrst, 0, 0,
acefglp, 0, 0,
ahmnpsw, 0, 0,
abcdkpr, 0, 0,
bdeikrt, 0, 0,
dekopqr, 0, 0,
efprsty, 0, 0,
delnrtv, 0, 0,
abelmnr, 0, 0,
deipsuw, 0, 0,
delnstx, 0, 0,
adegrtw, 0, 0,
dehorsv, 0, 0,
ehknpst, 0, 0,
delprst, 0, 0,
ekoprsu, 0, 0,
dfhprst, 0, 0,
emnostw, 0, 0,
dekoprs, 0, 0,
efgorsu, 0, 0,
abeirty, 0, 0,
aceinty, 0, 0,
abdeint, 0, 0,
eikprtu, 0, 0,
aefiqrs, 0, 0,
ainorty, 0, 0,
aeiprtw, 0, 0,
aefiprx, 0, 0,
abejnry, 0, 0,
abdiqrt, 0, 0,
cdoprst, 0, 0,
abdeior, 0, 0,
abejrtv, 0, 0,
abderty, 0, 0,
bceimrt, 0, 0,
abehrtw, 0, 0,
adeikrt, 0, 0,
efoprst, 0, 0,
adhkprt, 0, 0,
abehort, 0, 0,
abelstu, 0, 0,
beghirt, 0, 0,
aceknpr, 0, 0,
aehipru, 0, 0,
cdeikrt, 0, 0,
defjrst, 0, 0,
bdeirtw, 0, 0,
eiklpsu, 0, 0,
aegijrt, 0, 0,
cdeortx, 0, 0,
eiprsuw, 0, 0,
dekrstu, 0, 0,
cenprsu, 0, 0,
abdegmo, 0, 0,
acdenpu, 0, 0,
abdemps, 0, 0,
abegprs, 0, 0,
aceflrs, 0, 0,
demnpsw, 0, 0,
abcdepq, 0, 0,
abeikor, 0, 0,
deikprx, 0, 0,
defgrty, 0, 0,
delnrtw, 0, 0,
abemory, 0, 0,
eikprsw, 0, 0,
ejlnost, 0, 0,
adeprtv, 0, 0,
deghost, 0, 0,
ceknpst, 0, 0,
bdenpst, 0, 0,
dehkrsu, 0, 0,
deflrst, 0, 0,
elmnost, 0, 0,
cekoqrs, 0, 0,
efmoprs, 0, 0,
abekrty, 0, 0,
aeijnty, 0, 0,
bdeirtw, 0, 0,
deikrst, 0, 0,
aefqrsu, 0, 0,
aenorty, 0, 0,
abeiprw, 0, 0,
aeiprst, 0, 0,
abcenry, 0, 0,
bdeiort, 0, 0,
cdeoprs, 0, 0,
abeorty, 0, 0,
abcetvy, 0, 0,
bdeiory, 0, 0,
abcikrt, 0, 0,
abehprt, 0, 0,
acdeirt, 0, 0,
fkprstu, 0, 0,
aeklprt, 0, 0,
befiort, 0, 0,
aelmstx, 0, 0,
abegkrt, 0, 0,
acekopr, 0, 0,
aeikpru, 0, 0,
cdeiort, 0, 0,
djnrsty, 0, 0,
adegirt, 0, 0,
efilpsu, 0, 0,
egirtxy, 0, 0,
cdehort, 0, 0,
ioprstu, 0, 0,
cdejkrs, 0, 0,
einpqsu, 0, 0,
bdemory, 0, 0,
cdenprs, 0, 0,
demnpst, 0, 0,
abegjrt, 0, 0,
aeflprx, 0, 0,
aeimpsw, 0, 0,
abcdeqr, 0, 0,
abeiktx, 0, 0,
eijkopr, 0, 0,
dfjrsty, 0, 0,
bdelnst, 0, 0,
abekmno, 0, 0,
eikrsuw, 0, 0,
delnosu, 0, 0,
aejprtw, 0, 0,
adehors, 0, 0,
eklprst, 0, 0,
denpqst, 0, 0,
deknrsu, 0, 0,
dehqrst, 0, 0,
dmnopst, 0, 0,
cdekoqs, 0, 0,
eioprsu, 0, 0,
abehprt, 0, 0,
aeinoty, 0, 0,
abdiprt, 0, 0,
deikptv, 0, 0,
efimrsu, 0, 0,
aenrtwy, 0, 0,
aeiortw, 0, 0,
afimprs, 0, 0,
abersty, 0, 0,
abdeprt, 0, 0,
cdepqrt, 0, 0,
abeikrt, 0, 0,
abdertv, 0, 0,
abdeiqr, 0, 0,
abcefrt, 0, 0,
abehlrt, 0, 0,
adijrty, 0, 0,
flprstu, 0, 0,
adeikrt, 0, 0,
aeikort, 0, 0,
alstuwx, 0, 0,
abgikrt, 0, 0,
acdekrs, 0, 0,
ceiprsu, 0, 0,
defiprt, 0, 0,
dejknrt, 0, 0,
bdeimrt, 0, 0,
efilprs, 0, 0,
agiprty, 0, 0,
cdeiopr, 0, 0,
eiopsuv, 0, 0,
cekrstv, 0, 0,
deinpru, 0, 0,
abcdmor, 0, 0,
cdeinpr, 0, 0,
adehmps, 0, 0,
abegkrs, 0, 0,
aceflnp, 0, 0,
aemnqsw, 0, 0,
abcdipr, 0, 0,
beikmrt, 0, 0,
degiopr, 0, 0,
defrsuy, 0, 0,
adelnrt, 0, 0,
bekmnor, 0, 0,
eirsuwx, 0, 0,
deglnot, 0, 0,
aekprtw, 0, 0,
deiorst, 0, 0,
belnpst, 0, 0,
demnpst, 0, 0,
djkprsu, 0, 0,
cdefhrt, 0, 0,
dhmnost, 0, 0,
ceknors, 0, 0,
efhprsu, 0, 0,
abhnrty, 0, 0,
abenrty, 0, 0,
abcdeit, 0, 0,
deikprx, 0, 0,
defirsu, 0, 0,
aenrtuy, 0, 0,
abeitwx, 0, 0,
aefilps, 0, 0,
aelnrty, 0, 0,
abdeitu, 0, 0,
cdelopt, 0, 0,
aeikort, 0, 0,
aekrtvy, 0, 0,
bdeipry, 0, 0,
abcirst, 0, 0,
abehmrt, 0, 0,
adefirt, 0, 0,
efopstu, 0, 0,
aeknprt, 0, 0,
beioqrt, 0, 0,
aejstux, 0, 0,
abeilrt, 0, 0,
acdekpv, 0, 0,
aeiqrsu, 0, 0,
cdeikrt, 0, 0,
dejnrtx, 0, 0,
abeirst, 0, 0,
cilprsu, 0, 0,
acegity, 0, 0,
cdehopt, 0, 0,
eimoprs, 0, 0,
bcdekrs, 0, 0,
einrsuv, 0, 0,
abdekor, 0, 0,
acdgnpr, 0, 0,
aemnpqs, 0, 0,
abeglrs, 0, 0,
bceflpr, 0, 0,
ademnps, 0, 0,
bcdenpr, 0, 0,
abeijrt, 0, 0,
dikoprt, 0, 0,
bdefsty, 0, 0,
eilnrst, 0, 0,
abmnorx, 0, 0,
deipruw, 0, 0,
cdelnos, 0, 0,
dekprtw, 0, 0,
dhorstv, 0, 0,
klnpsty, 0, 0,
delpstv, 0, 0,
dekmpsu, 0, 0,
defhlst, 0, 0,
efmnost, 0, 0,
cdejors, 0, 0,
fopqrsu, 0, 0,
behnrty, 0, 0,
adeinrt, 0, 0,
abdeirv, 0, 0,
cdekprt, 0, 0,
afilrsu, 0, 0,
aeknrty, 0, 0,
abeilrt, 0, 0,
abefips, 0, 0,
befnrty, 0, 0,
abdeirs, 0, 0,
cdoprtw, 0, 0,
abeortx, 0, 0,
abeftvy, 0, 0,
abdeimr, 0, 0,
abeijrt, 0, 0,
abehiqt, 0, 0,
deirtxy, 0, 0,
fiprstu, 0, 0,
adejkpt, 0, 0,
abciort, 0, 0,
aelrstx, 0, 0,
aegirtw, 0, 0,
adekprw, 0, 0,
abeprsu, 0, 0,
ceiprtu, 0, 0,
dejnprs, 0, 0,
abdeiry, 0, 0,
eloprsu, 0, 0,
aeilrty, 0, 0,
bdeoprt, 0, 0,
eiorsuw, 0, 0,
deikrst, 0, 0,
ehinpru, 0, 0,
abdempr, 0, 0,
acdelnr, 0, 0,
adeinps, 0, 0,
abeghst, 0, 0,
acelprs, 0, 0,
ademnps, 0, 0,
abcdhpr, 0, 0,
abegikt, 0, 0,
dikopry, 0, 0,
defrsxy, 0, 0,
bdelrst, 0, 0,
abemnqr, 0, 0,
eirsuvw, 0, 0,
deknost, 0, 0,
aefprtw, 0, 0,
defhost, 0, 0,
eklnptu, 0, 0,
bdelnpt, 0, 0,
dekopsu, 0, 0,
defhlrs, 0, 0,
demnort, 0, 0,
dehkors, 0, 0,
efmprsu, 0, 0,
aehrtxy, 0, 0,
ainrtvy, 0, 0,
abcdeir, 0, 0,
dhikprt, 0, 0,
afirsux, 0, 0,
afinrty, 0, 0,
abirtuw, 0, 0,
abefips, 0, 0,
abertuy, 0, 0,
abdikrt, 0, 0,
cdnoprt, 0, 0,
abijort, 0, 0,
acertvy, 0, 0,
abdgiry, 0, 0,
abceilr, 0, 0,
abcehrt, 0, 0,
adefity, 0, 0,
eflrstu, 0, 0,
adekopt, 0, 0,
abeiors, 0, 0,
aeiltux, 0, 0,
begirtu, 0, 0,
acekpqr, 0, 0,
aenprsu, 0, 0,
cdhiprt, 0, 0,
deijnrt, 0, 0,
bdeiprt, 0, 0,
eilprsy, 0, 0,
aegnrty, 0, 0,
cdefopt, 0, 0,
beoprsu, 0, 0,
cdkrstw, 0, 0,
einpsuv, 0, 0,
abdeimo, 0, 0,
acdelnp, 0, 0,
dekmnps, 0, 0,
abegstv, 0, 0,
aceglpr, 0, 0,
adenpsw, 0, 0,
abceprv, 0, 0,
aeiknrt, 0, 0,
defkopr, 0, 0,
derstwy, 0, 0,
dlnrsty, 0, 0,
abcemno, 0, 0,
eprstuw, 0, 0,
deflnst, 0, 0,
adprtuw, 0, 0,
dehoprt, 0, 0,
fklnpst, 0, 0,
deklnst, 0, 0,
dekpsux, 0, 0,
dehrstv, 0, 0,
bdenost, 0, 0,
cdekrsv, 0, 0,
egoprsu, 0, 0,
abehtxy, 0, 0,
aceinty, 0, 0,
abderst, 0, 0,
defikpr, 0, 0,
aefimsu, 0, 0,
ehinrty, 0, 0,
aeirtvw, 0, 0,
aefhprs, 0, 0,
abefrty, 0, 0,
abeirtw, 0, 0,
acdeprt, 0, 0,
beikort, 0, 0,
abeorvy, 0, 0,
abdegry, 0, 0,
abcelrt, 0, 0,
abdeirt, 0, 0,
adeijty, 0, 0,
efjpstu, 0, 0,
aejkprt, 0, 0,
abeiory, 0, 0,
aepstux, 0, 0,
abegrtw, 0, 0,
acejkpr, 0, 0,
abeiprs, 0, 0,
ceiprtu, 0, 0,
ejknrst, 0, 0,
abdirst, 0, 0,
ehilprs, 0, 0,
aeginty, 0, 0,
cdgoprt, 0, 0,
eoprsuw, 0, 0,
cdekstw, 0, 0,
eimnrsu, 0, 0,
abdmopr, 0, 0,
adenprs, 0, 0,
adefnps, 0, 0,
befgrst, 0, 0,
acflpru, 0, 0,
aehmnsw, 0, 0,
abcdeop, 0, 0,
abiknrt, 0, 0,
ehikopr, 0, 0,
defirsy, 0, 0,
aelnrst, 0, 0,
abimnor, 0, 0,
eiprsvw, 0, 0,
delopst, 0, 0,
adeprsw, 0, 0,
ehorstx, 0, 0,
klnpstu, 0, 0,
delmnst, 0, 0,
defkprs, 0, 0,
cdefrst, 0, 0,
cdemnot, 0, 0,
cdkorsv, 0, 0,
fopqrsu, 0, 0,
abeghrt, 0, 0,
ainrtwy, 0, 0,
abdirty, 0, 0,
ceikprt, 0, 0,
aefirtu, 0, 0,
beinrty, 0, 0,
aceirtw, 0, 0,
aefinps, 0, 0,
abnrtwy, 0, 0,
bdeiort, 0, 0,
cdeiort, 0, 0,
abdeort, 0, 0,
berstvy, 0, 0,
abdemry, 0, 0,
aceirtx, 0, 0,
abcehit, 0, 0,
aeiorty, 0, 0,
efoprsu, 0, 0,
adefkrt, 0, 0,
abeiorv, 0, 0,
aehlsux, 0, 0,
abgimrt, 0, 0,
adegkpr, 0, 0,
aijprsu, 0, 0,
cdehipr, 0, 0,
eijnrst, 0, 0,
abdeior, 0, 0,
efilprs, 0, 0,
abegrty, 0, 0,
cdeortx, 0, 0,
fioprsu, 0, 0,
cdekmrs, 0, 0,
benprsu, 0, 0,
abefmor, 0, 0,
acdenop, 0, 0,
aemnpsx, 0, 0,
abegirt, 0, 0,
aceflry, 0, 0,
abenpsw, 0, 0,
abcdpry, 0, 0,
abegikr, 0, 0,
deioprs, 0, 0,
defstxy, 0, 0,
delnqrt, 0, 0,
aekmnor, 0, 0,
eprsuwx, 0, 0,
demnost, 0, 0,
aenprtw, 0, 0,
dehosty, 0, 0,
eklnpqs, 0, 0,
bdlnpst, 0, 0,
deknpru, 0, 0,
defhort, 0, 0,
delmost, 0, 0,
cdefkor, 0, 0,
efprstu, 0, 0,
abertvy, 0, 0,
einrtxy, 0, 0,
bdeirtw, 0, 0,
bdikprt, 0, 0,
aefikru, 0, 0,
ainrtwy, 0, 0,
beirtuw, 0, 0,
aefikpr, 0, 0,
abefnty, 0, 0,
abeirtv, 0, 0,
acdeoprt, 0, 0,
abiortvt, 0, 0,
abegtvyt, 0, 0,
abcdiryt, 0, 0,
abcegitt, 0, 0,
abhimrtt, 0, 0,
adegityt, 0, 0,
efpstuwt, 0, 0,
dekmprtt, 0, 0,
beikortt, 0, 0,
aeflstut, 0, 0,
aegikrtt, 0, 0,
cdekmprt, 0, 0,
aelprsut, 0, 0,
cdeimrtt, 0, 0,
defjnrst, 0, 0,
bdeirtxt, 0, 0,
eilrstut, 0, 0,
aegiprtt, 0, 0,
dejoprtt, 0, 0,
aeoprsut, 0, 0,
deklrstt, 0, 0,
einrsuwt, 0, 0,
abdemrwt, 0, 0,
cdenpqrt, 0, 0,
adegmpst, 0, 0,
aberstvt, 0, 0,
aceloprt, 0, 0,
acenpswt, 0, 0,
abcdfprt, 0, 0,
abeinrtt, 0, 0,
deiklopt, 0, 0,
defortyt, 0, 0,
eklnrstt, 0, 0,
abeimnrt, 0, 0,
elprsuwt, 0, 0,
bdelostt, 0, 0,
adenprwt, 0, 0,
deghostt, 0, 0,
klnpqstt, 0, 0,
bdelnstt, 0, 0,
deprstut, 0, 0,
adefhrst, 0, 0,
bdemnost, 0, 0,
cdekprst, 0, 0,
efmprsut, 0, 0,
abehmryt, 0, 0,
aceirtyt, 0, 0,
abdhirtt, 0, 0,
efikprtt, 0, 0,
efilrsut, 0, 0,
aeimnrtt, 0, 0,
abeiruwt, 0, 0,
afijprst, 0, 0,
benprtyt, 0, 0,
abdeirut, 0, 0,
dehoprtt, 0, 0,
abeiqrtt, 0, 0,
abejrvyt, 0, 0,
abeioryt, 0, 0,
abcehrtt, 0, 0,
aehimrtt, 0, 0,
adeiqrtt, 0, 0,
efprsuvt, 0, 0,
abdeprtt, 0, 0,
abciortt, 0, 0,
aerstuxt, 0, 0,
abgimrtt, 0, 0,
acdfkprt, 0, 0,
einprsut, 0, 0,
adeiprtt, 0, 0,
djnrstxt, 0, 0,
abdiprtt, 0, 0,
ceiprsut, 0, 0,
aehirtyt, 0, 0,
cdeiortt, 0, 0,
ehioprst, 0, 0,
cegkrstt, 0, 0,
inprsuyt, 0, 0,
adeimort, 0, 0,
cdenprvt, 0, 0,
adimnpst, 0, 0,
abgkrstt, 0, 0,
acefilrt, 0, 0,
aempswyt, 0, 0,
acdeprwt, 0, 0,
abehirtt, 0, 0,
eikoprwt, 0, 0,
dfrstxyt, 0, 0,
elnrstxt, 0, 0,
abemnott, 0, 0,
ceiprsut, 0, 0,
delnosut, 0, 0,
aegprtwt, 0, 0,
dehorsyt, 0, 0,
efklnptt, 0, 0,
dejnpstt, 0, 0,
bdekrsut, 0, 0,
dfhlrstt, 0, 0,
cdemnott, 0, 0,
cdekosxt, 0, 0,
defoprst, 0, 0,
behrtwyt, 0, 0,
aeginrtt, 0, 0,
adeilrtt, 0, 0,
degikprt, 0, 0,
aefiqrut, 0, 0,
aeimntyt, 0, 0,
aeinrtwt, 0, 0,
adeiprst, 0, 0,
behnrtyt, 0, 0,
abdinrtt, 0, 0,
cefoprtt, 0, 0,
abiortxt, 0, 0,
abekrtvt, 0, 0,
abdehryt, 0, 0,
bceiortt, 0, 0,
abdhirtt, 0, 0,
adeijryt, 0, 0,
efprstxt, 0, 0,
adgkprtt, 0, 0,
bceiortt, 0, 0,
elstuvxt, 0, 0,
beghirtt, 0, 0,
cdekprxt, 0, 0,
eikprsut, 0, 0,
aceiprtt, 0, 0,
dejnprst, 0, 0,
abdinrtt, 0, 0,
eilpsuvt, 0, 0,
agikrtyt, 0, 0,
cdenortt, 0, 0,
eiprsuvt, 0, 0,
cdekortt, 0, 0,
einoprut, 0, 0,
abdemqrt, 0, 0,
acdegprt, 0, 0,
adelmnst, 0, 0,
abegqstt, 0, 0,
aceflput, 0, 0,
aemnoswt, 0, 0,
abcdprut, 0, 0,
abeijkrt, 0, 0,
deikoptt, 0, 0,
degrstyt, 0, 0,
djlnrstt, 0, 0,
abdemort, 0, 0,
eikrsuwt, 0, 0,
dlnostxt, 0, 0,
adeiprtt, 0, 0,
dehortut, 0, 0,
belnpstt, 0, 0,
bdelnptt, 0, 0,
deklpsut, 0, 0,
deflrstt, 0, 0,
demnosyt, 0, 0,
deikorst, 0, 0,
efmoprst, 0, 0,
aehrtwyt, 0, 0,
aeikntyt, 0, 0,
adeilrtt, 0, 0,
eikprtwt, 0, 0,
efhirsut, 0, 0,
deinrtyt, 0, 0,
beimrtwt, 0, 0,
aeflprst, 0, 0,
ablnrtyt, 0, 0,
bdeilrtt, 0, 0,
cdehprtt, 0, 0,
beilortt, 0, 0,
abefrvyt, 0, 0,
bdeipryt, 0, 0,
abeikrtt, 0, 0,
abeirtwt, 0, 0,
adeimryt, 0, 0,
enprstut, 0, 0,
adejkptt, 0, 0,
abeortvt, 0, 0,
aehlstut, 0, 0,
abegitut, 0, 0,
acdehprt, 0, 0,
einprsut, 0, 0,
cdefiprt, 0, 0,
defjrstt, 0, 0,
abehirtt, 0, 0,
efilprst, 0, 0,
aegnrtyt, 0, 0,
ceioprtt, 0, 0,
eiorsuyt, 0, 0,
cderstxt, 0, 0,
ehinpsut, 0, 0,
bdeimort, 0, 0,
acdenrvt, 0, 0,
adejmnst, 0, 0,
abeglstt, 0, 0,
aeflprut, 0, 0,
aegnpswt, 0, 0,
bcdepryt, 0, 0,
befikrtt, 0, 0,
deiopqrt, 0, 0,
defnrsyt, 0, 0,
djlnrstt, 0, 0,
abehmnot, 0, 0,
aeiprsut, 0, 0,
bdenostt, 0, 0,
adeprswt, 0, 0,
dhoqrstt, 0, 0,
egklnstt, 0, 0,
denopstt, 0, 0,
dehkrsut, 0, 0,
deforstt, 0, 0,
dehmnstt, 0, 0,
cekorswt, 0, 0,
efhprsut, 0, 0,
abehnrtt, 0, 0,
aeilrtyt, 0, 0,
abeinrtt, 0, 0,
eikprtxt, 0, 0,
aeiqrsut, 0, 0,
ailnrtyt, 0, 0,
abeortwt, 0, 0,
aefipsvt, 0, 0,
abeknrtt, 0, 0,
abderstt, 0, 0,
deoprtxt, 0, 0,
aeiortxt, 0, 0,
abemrtvt, 0, 0,
bdeiruyt, 0, 0,
abcertut, 0, 0,
abhirtwt, 0, 0,
abdeirtt, 0, 0,
epqrstut, 0, 0,
aeikprtt, 0, 0,
abehortt, 0, 0,
alstuxyt, 0, 0,
begiprtt, 0, 0,
acdekpvt, 0, 0,
aegiprst, 0, 0,
ceijprtt, 0, 0,
eijnrstt, 0, 0,
bdeikrtt, 0, 0,
eilprsxt, 0, 0,
aegirtut, 0, 0,
deopqrtt, 0, 0,
eiopruwt, 0, 0,
cdemrstt, 0, 0,
ehinprst, 0, 0,
abdemoqt, 0, 0,
acdnpqrt, 0, 0,
delmnpst, 0, 0,
abdegrst, 0, 0,
acefilrt, 0, 0,
aehmnpst, 0, 0,
abcdnprt, 0, 0,
abeirtwt, 0, 0,
deiklprt, 0, 0,
defkstyt, 0, 0,
delprstt, 0, 0,
abemorvt, 0, 0,
efiprsut, 0, 0,
deilostt, 0, 0,
adejptwt, 0, 0,
dhorstwt, 0, 0,
eklnptwt, 0, 0,
dehlnstt, 0, 0,
cdkprsut, 0, 0,
defhprtt, 0, 0,
deimostt, 0, 0,
cdekorwt, 0, 0,
efopqsut, 0, 0,
aehjrtyt, 0, 0,
aeintwyt, 0, 0,
abdimrtt, 0, 0,
eikprtyt, 0, 0,
aefinrut, 0, 0,
aceintyt, 0, 0,
abeiqrwt, 0, 0,
aeilprst, 0, 0,
abeqrtyt, 0, 0,
abdertut, 0, 0,
cdnoprtt, 0, 0,
abeikort, 0, 0,
abegrtyt, 0, 0,
bdeirvyt, 0, 0,
abceqrtt, 0, 0,
behimrtt, 0, 0,
aeirstyt, 0, 0,
efrstuxt, 0, 0,
aeknprtt, 0, 0,
abehiott, 0, 0,
aelsuwxt, 0, 0,
abegiott, 0, 0,
acekprut, 0, 0,
aceiprut, 0, 0,
cdeiprwt, 0, 0,
dehjnstt, 0, 0,
abdertwt, 0, 0,
eilpruwt, 0, 0,
abeirtyt, 0, 0,
cdeortwt, 0, 0,
beioprst, 0, 0,
cdekstxt, 0, 0,
aeinpsut, 0, 0,
abemoqrt, 0, 0,
adelnprt, 0, 0,
adejnpst, 0, 0,
abegpstt, 0, 0,
acehlprt, 0, 0,
ajmnpswt, 0, 0,
abcdejrt, 0, 0,
abdeikrt, 0, 0,
deikoput, 0, 0,
defstwyt, 0, 0,
delnqrst, 0, 0,
begmnort, 0, 0,
efipruwt, 0, 0,
dlnostvt, 0, 0,
adepstwt, 0, 0,
dehrstut, 0, 0,
klnpstyt, 0, 0,
denpstwt, 0, 0,
deprsuvt, 0, 0,
cdefhrtt, 0, 0,
delmnott, 0, 0,
cdefkost, 0, 0,
efhoprst, 0, 0,
abertwyt, 0, 0,
deinrtyt, 0, 0,
abdirtvt, 0, 0,
deipqrtt, 0, 0,
efinrsut, 0, 0,
aceintyt, 0, 0,
abeituwt, 0, 0,
aefgprst, 0, 0,
abjnrtyt, 0, 0,
abeimrtt, 0, 0,
cdefprtt, 0, 0,
abinortt, 0, 0,
abortvyt, 0, 0,
adegiryt, 0, 0,
abcenrtt, 0, 0,
abhijrtt, 0, 0,
adeioryt, 0, 0,
efprtuvt, 0, 0,
adkprtut, 0, 0,
abeiorxt, 0, 0,
aelostut, 0, 0,
abegiort, 0, 0,
cdeklprt, 0, 0,
abeiprut, 0, 0,
bcdeprtt, 0, 0,
ejnrstyt, 0, 0,
adeiqrtt, 0, 0,
eilrsuyt, 0, 0,
efgirtyt, 0, 0,
cdeopqrt, 0, 0,
egoprsut, 0, 0,
cdekprtt, 0, 0,
deinpsut, 0, 0,
abdeorwt, 0, 0,
acdelprt, 0, 0,
adehnpst, 0, 0,
abegstyt, 0, 0,
aceflrtt, 0, 0,
aempswyt, 0, 0,
abcdempt, 0, 0,
beikrtut, 0, 0,
adeikprt, 0, 0,
bdefrstt, 0, 0,
deglnstt, 0, 0,
belmnort, 0, 0,
einprsut, 0, 0,
elnostvt, 0, 0,
delprtwt, 0, 0,
dhoprstt, 0, 0,
eklopstt, 0, 0,
delnpqtt, 0, 0,
adkprsut, 0, 0,
defprstt, 0, 0,
demnqstt, 0, 0,
cdekmrst, 0, 0,
efhoprut, 0, 0,
aehirtyt, 0, 0,
aeinstyt, 0, 0,
abdeiort, 0, 0,
eikprtxt, 0, 0,
aefgirst, 0, 0,
aeirtuyt, 0, 0,
aeimrtwt, 0, 0,
aefikprt, 0, 0,
bemnrtyt, 0, 0,
abdelrtt, 0, 0,
demoprtt, 0, 0,
abceortt, 0, 0,
abortvyt, 0, 0,
bdeiqryt, 0, 0,
abeirtxt, 0, 0,
abeirtxt, 0, 0,
acdeirtt, 0, 0,
elprstut, 0, 0,
adegkptt, 0, 0,
aeiortyt, 0, 0,
aelostxt, 0, 0,
begirtvt, 0, 0,
abcdekpt, 0, 0,
aejprsut, 0, 0,
cdeijprt, 0, 0,
djknrstt, 0, 0,
abdeiprt, 0, 0,
eilnpsut, 0, 0,
aeirstyt, 0, 0,
deoprtvt, 0, 0,
iopqrsut, 0, 0,
defkrstt, 0, 0,
eimnprut, 0, 0,
abemortt, 0, 0,
acdeprtt, 0, 0,
