vocabs, center, score
cdeknos, 0, 0,
acdekqr, 0, 0,
adekprs, 0, 0,
ablnops, 0, 0,
bcdeqrs, 0, 0,
afhnrtw, 0, 0,
denrsvx, 0, 0,
aeirsty, 0, 0,
efgorsu, 0, 0,
fhimrsu, 0, 0,
aeforsw, 0, 0,
abdimrt, 0, 0,
abiotvy, 0, 0,
bcderty, 0, 0,
defortw, 0, 0,
abehqty, 0, 0,
eostuwx, 0, 0,
cdekotw, 0, 0,
abefrty, 0, 0,
bcdeprs, 0, 0,
aenrtuy, 0, 0,
adegirt, 0, 0,
adefpru, 0, 0,
deikrtu, 0, 0,
defnrux, 0, 0,
cdehkop, 0, 0,
efpqrsw, 0, 0,
aefrsux, 0, 0,
aeijnty, 0, 0,
abefhit, 0, 0,
abhrtxy, 0, 0,
abeipry, 0, 0,
dkmopry, 0, 0,
delmnst, 0, 0,
adhqsvw, 0, 0,
deklrsu, 0, 0,
dehkrtu, 0, 0,
dehprst, 0, 0,
dflsuvw, 0, 0,
abhmort, 0, 0,
demnosw, 0, 0,
cdmoqrs, 0, 0,
cdekqrs, 0, 0,
agklrtv, 0, 0,
chinrtw, 0, 0,
cdekmor, 0, 0,
cdemqrs, 0, 0,
bdkpqrs, 0, 0,
belnopt, 0, 0,
cdehpqr, 0, 0,
ehnrtwy, 0, 0,
dejlrsv, 0, 0,
abceity, 0, 0,
efoprtu, 0, 0,
efirsuw, 0, 0,
aefortw, 0, 0,
abemnrt, 0, 0,
abinoty, 0, 0,
cefprty, 0, 0,
dfoqrty, 0, 0,
behjrty, 0, 0,
belostu, 0, 0,
cejkort, 0, 0,
abprtuy, 0, 0,
bdeprtu, 0, 0,
aeintxy, 0, 0,
abeiort, 0, 0,
aefipuv, 0, 0,
degikrt, 0, 0,
delnrsu, 0, 0,
bcdeopr, 0, 0,
efprswx, 0, 0,
efhirsu, 0, 0,
aeintvy, 0, 0,
behijrt, 0, 0,
aehrsty, 0, 0,
abijrty, 0, 0,
adekopr, 0, 0,
delnstu, 0, 0,
dehmsvw, 0, 0,
dekorsu, 0, 0,
deklptu, 0, 0,
defrstv, 0, 0,
ceflsuw, 0, 0,
abdmors, 0, 0,
cdemnos, 0, 0,
ceoqrsy, 0, 0,
defkrst, 0, 0,
aegklty, 0, 0,
ahintvw, 0, 0,
degkors, 0, 0,
cdeiqrs, 0, 0,
ekpqrsv, 0, 0,
belmnop, 0, 0,
cdfpqrs, 0, 0,
dhnrtwy, 0, 0,
denorsv, 0, 0,
abgisty, 0, 0,
efioprs, 0, 0,
efimnsu, 0, 0,
adfjorw, 0, 0,
abeiqrt, 0, 0,
abcirty, 0, 0,
cdelprt, 0, 0,
dekorty, 0, 0,
abchrty, 0, 0,
aeostux, 0, 0,
cegkort, 0, 0,
abejrty, 0, 0,
bcdenpt, 0, 0,
aginrty, 0, 0,
abdirtv, 0, 0,
aefprtu, 0, 0,
deikptv, 0, 0,
adenrux, 0, 0,
cdeopru, 0, 0,
fimprsw, 0, 0,
efgirsu, 0, 0,
adenrty, 0, 0,
abghirt, 0, 0,
abertwy, 0, 0,
abeirtw, 0, 0,
bekmopr, 0, 0,
delpstx, 0, 0,
aehpsvw, 0, 0,
eikprsu, 0, 0,
cdeklrt, 0, 0,
defirst, 0, 0,
deflsuv, 0, 0,
abimort, 0, 0,
demnoqs, 0, 0,
cdeoqry, 0, 0,
dehkqrt, 0, 0,
abegltv, 0, 0,
chinotw, 0, 0,
cdikors, 0, 0,
acdersu, 0, 0,
cdekpqs, 0, 0,
acelnop, 0, 0,
cdelpqs, 0, 0,
ahnrswy, 0, 0,
cdejrsv, 0, 0,
adeisty, 0, 0,
efpqrsu, 0, 0,
efmprsu, 0, 0,
abdefrw, 0, 0,
abeinrt, 0, 0,
abiotwy, 0, 0,
cdoprty, 0, 0,
defioty, 0, 0,
abehpty, 0, 0,
ehostux, 0, 0,
cdeorty, 0, 0,
abegrty, 0, 0,
bcdepqr, 0, 0,
aehnrty, 0, 0,
bcdeirt, 0, 0,
aefgipr, 0, 0,
deiprst, 0, 0,
denrtux, 0, 0,
cdeklpr, 0, 0,
efprsvw, 0, 0,
acefiru, 0, 0,
ainrtvy, 0, 0,
aehiqrt, 0, 0,
abehjty, 0, 0,
abfirty, 0, 0,
dejkmpr, 0, 0,
dilnpst, 0, 0,
aehsuvw, 0, 0,
cdekpru, 0, 0,
deklnrt, 0, 0,
defgrst, 0, 0,
dflpsuw, 0, 0,
aborstu, 0, 0,
aemnost, 0, 0,
cekoqrs, 0, 0,
cdekqrt, 0, 0,
egikltv, 0, 0,
acinqtw, 0, 0,
acdkors, 0, 0,
acdjqrs, 0, 0,
adekprs, 0, 0,
belnopx, 0, 0,
cdekqrs, 0, 0,
anortwy, 0, 0,
adejnrs, 0, 0,
abeiqty, 0, 0,
eforsuw, 0, 0,
efirsux, 0, 0,
aefnorw, 0, 0,
adeimrt, 0, 0,
abinoty, 0, 0,
ceprtvy, 0, 0,
dehorty, 0, 0,
aehprty, 0, 0,
glostux, 0, 0,
dekoprt, 0, 0,
abeprtu, 0, 0,
abcdept, 0, 0,
eimnrty, 0, 0,
bdeilrt, 0, 0,
aefiruy, 0, 0,
dikprtw, 0, 0,
delnrsx, 0, 0,
cdehkor, 0, 0,
eikprsw, 0, 0,
aeilrsu, 0, 0,
aenqrty, 0, 0,
abehlrt, 0, 0,
beghrty, 0, 0,
abeiory, 0, 0,
dekmprw, 0, 0,
deklpst, 0, 0,
adhpsvw, 0, 0,
dejprsu, 0, 0,
dekrtux, 0, 0,
defhprt, 0, 0,
adeflsu, 0, 0,
amoqrst, 0, 0,
eimnost, 0, 0,
acdeoqs, 0, 0,
adekrst, 0, 0,
aekltuv, 0, 0,
acfhinw, 0, 0,
cdekrsw, 0, 0,
acdeqrw, 0, 0,
adepqrs, 0, 0,
abenopt, 0, 0,
cdekpqs, 0, 0,
hnprtwy, 0, 0,
defjrsv, 0, 0,
abiksty, 0, 0,
efhopru, 0, 0,
efilmsu, 0, 0,
adefkow, 0, 0,
abeikmt, 0, 0,
abiopty, 0, 0,
celprty, 0, 0,
defrtuy, 0, 0,
abehmrt, 0, 0,
elmosux, 0, 0,
cdfkort, 0, 0,
abrstuy, 0, 0,
bcdeprs, 0, 0,
aeirsty, 0, 0,
bcdeirt, 0, 0,
befipru, 0, 0,
eikpqrt, 0, 0,
cenrsux, 0, 0,
cdekopx, 0, 0,
efmprsw, 0, 0,
afijrsu, 0, 0,
aeimrty, 0, 0,
abeirty, 0, 0,
abeirty, 0, 0,
aeiorty, 0, 0,
dekmorw, 0, 0,
dehlnst, 0, 0,
adeksvw, 0, 0,
deknpru, 0, 0,
deklrty, 0, 0,
adehrst, 0, 0,
dfglsuw, 0, 0,
bgmorst, 0, 0,
demnstw, 0, 0,
cdfoqrs, 0, 0,
deklqrt, 0, 0,
aegklrt, 0, 0,
acdhinw, 0, 0,
defkors, 0, 0,
acdqrst, 0, 0,
dejkqrs, 0, 0,
abclnop, 0, 0,
cdepqrw, 0, 0,
ahrstwy, 0, 0,
denrsuv, 0, 0,
beimsty, 0, 0,
efjopru, 0, 0,
efikmru, 0, 0,
adflorw, 0, 0,
abeimnr, 0, 0,
abijort, 0, 0,
cdeprtw, 0, 0,
efortwy, 0, 0,
abehrvy, 0, 0,
elopstx, 0, 0,
cdegkrt, 0, 0,
abeoruy, 0, 0,
bcdelpr, 0, 0,
aeimnty, 0, 0,
bdeiort, 0, 0,
aeinpru, 0, 0,
deiprtv, 0, 0,
cdnrsux, 0, 0,
cekopry, 0, 0,
defprsw, 0, 0,
aefirst, 0, 0,
aeinrtw, 0, 0,
abeghrt, 0, 0,
abdehty, 0, 0,
abekrty, 0, 0,
dkmoprw, 0, 0,
deflnst, 0, 0,
adehpvw, 0, 0,
demprsu, 0, 0,
dejkltu, 0, 0,
defqrst, 0, 0,
deflrsu, 0, 0,
ablorst, 0, 0,
ekmnost, 0, 0,
ceopqrs, 0, 0,
deikqrs, 0, 0,
aegkqtv, 0, 0,
achinqt, 0, 0,
adekors, 0, 0,
abcdeqs, 0, 0,
bdekqrs, 0, 0,
ablnopy, 0, 0,
cdeprsw, 0, 0,
ahortwy, 0, 0,
denprsv, 0, 0,
abeisuy, 0, 0,
foprsuv, 0, 0,
efhmrsu, 0, 0,
acdefrw, 0, 0,
beimrty, 0, 0,
aiortuy, 0, 0,
cdoprty, 0, 0,
bdeorty, 0, 0,
abekrty, 0, 0,
elosuwx, 0, 0,
cdenort, 0, 0,
abenrtu, 0, 0,
bceprtu, 0, 0,
aeinqty, 0, 0,
adeiqrt, 0, 0,
aefijpr, 0, 0,
diklprt, 0, 0,
bdenrsu, 0, 0,
cdekpru, 0, 0,
cefiprw, 0, 0,
aefimsu, 0, 0,
aeijnrt, 0, 0,
behijrt, 0, 0,
bcehrty, 0, 0,
abeimrt, 0, 0,
dekmprs, 0, 0,
delpstx, 0, 0,
adehnvw, 0, 0,
bdekpru, 0, 0,
delrtuy, 0, 0,
defhlrs, 0, 0,
dflsuwy, 0, 0,
abdmost, 0, 0,
ademnst, 0, 0,
dejoqrs, 0, 0,
dikqrst, 0, 0,
agkltvy, 0, 0,
achnrtw, 0, 0,
ceknors, 0, 0,
acdenqs, 0, 0,
deklqrs, 0, 0,
abelnpr, 0, 0,
cdemprs, 0, 0,
amnrtwy, 0, 0,
ehjnrsv, 0, 0,
beijsty, 0, 0,
efloprs, 0, 0,
defimru, 0, 0,
abdefrw, 0, 0,
beimrty, 0, 0,
abijrty, 0, 0,
cdeirty, 0, 0,
efortxy, 0, 0,
abehrst, 0, 0,
glostux, 0, 0,
cdekprt, 0, 0,
begrtuy, 0, 0,
bcdeptv, 0, 0,
aejnrty, 0, 0,
abdeikr, 0, 0,
afiprux, 0, 0,
dekprtx, 0, 0,
dehnrsx, 0, 0,
cdeknor, 0, 0,
efipqrs, 0, 0,
aefinrs, 0, 0,
aeinpry, 0, 0,
abhirtu, 0, 0,
abchrty, 0, 0,
abcirty, 0, 0,
deikmor, 0, 0,
deglnps, 0, 0,
dehqsvw, 0, 0,
dekprtu, 0, 0,
cdekltu, 0, 0,
defnrst, 0, 0,
deflpuw, 0, 0,
abkorst, 0, 0,
demostx, 0, 0,
cemoqrs, 0, 0,
dekqrsw, 0, 0,
agkltvy, 0, 0,
achitvw, 0, 0,
cdeikor, 0, 0,
adehqrs, 0, 0,
dejkqrs, 0, 0,
abflnop, 0, 0,
ceopqrs, 0, 0,
ajnrtwy, 0, 0,
deijrsv, 0, 0,
abeosty, 0, 0,
eforsuw, 0, 0,
eimqrsu, 0, 0,
adefjor, 0, 0,
abegmrt, 0, 0,
abirtuy, 0, 0,
cemprty, 0, 0,
bdforty, 0, 0,
behmrty, 0, 0,
lorstux, 0, 0,
cdekprt, 0, 0,
abenrty, 0, 0,
abceprt, 0, 0,
aeinrtw, 0, 0,
abceirt, 0, 0,
aegipru, 0, 0,
deikptx, 0, 0,
cenrsux, 0, 0,
cdeikop, 0, 0,
egiprsw, 0, 0,
aefisux, 0, 0,
abeinry, 0, 0,
abcehit, 0, 0,
beghrty, 0, 0,
beirtuy, 0, 0,
ademopr, 0, 0,
delnstv, 0, 0,
adehnsw, 0, 0,
bdkprsu, 0, 0,
efklrtu, 0, 0,
defnrst, 0, 0,
defklsw, 0, 0,
aimorst, 0, 0,
efmnost, 0, 0,
cdehors, 0, 0,
dekmrst, 0, 0,
aeklmtv, 0, 0,
chintvw, 0, 0,
dekorsy, 0, 0,
acefqrs, 0, 0,
dekprsv, 0, 0,
abelopu, 0, 0,
cdeopqr, 0, 0,
ahnrswy, 0, 0,
bejnrsv, 0, 0,
abiqsty, 0, 0,
aefoprs, 0, 0,
efmnrsu, 0, 0,
adefrvw, 0, 0,
abeimru, 0, 0,
abjorty, 0, 0,
bceprty, 0, 0,
beforty, 0, 0,
abcehrt, 0, 0,
ceostux, 0, 0,
cdefkrt, 0, 0,
abejrtu, 0, 0,
cdeprtv, 0, 0,
acinrty, 0, 0,
adeiqrt, 0, 0,
aefiptu, 0, 0,
dikpqrt, 0, 0,
cdensux, 0, 0,
cdekprt, 0, 0,
befirsw, 0, 0,
aefiqru, 0, 0,
aenrtwy, 0, 0,
aehijrt, 0, 0,
abehrtu, 0, 0,
abhirty, 0, 0,
ekmoprv, 0, 0,
deglnpt, 0, 0,
abdhsvw, 0, 0,
adekpru, 0, 0,
dklnrtu, 0, 0,
defhprt, 0, 0,
deflmsu, 0, 0,
abgmrst, 0, 0,
demnoqt, 0, 0,
cdenqrs, 0, 0,
delqrst, 0, 0,
aegltvx, 0, 0,
achkntw, 0, 0,
acdekor, 0, 0,
acdmqrs, 0, 0,
dehpqrs, 0, 0,
abejlnp, 0, 0,
cdepqsx, 0, 0,
aehnrtw, 0, 0,
djlnrsv, 0, 0,
abiosty, 0, 0,
efopsuy, 0, 0,
efikmrs, 0, 0,
adefovw, 0, 0,
abeimpr, 0, 0,
bikorty, 0, 0,
cdejpry, 0, 0,
dekorty, 0, 0,
aehmrty, 0, 0,
elortux, 0, 0,
cdekqrt, 0, 0,
aertuxy, 0, 0,
cdemprt, 0, 0,
abeirty, 0, 0,
abcdeir, 0, 0,
aefiprx, 0, 0,
dfikprt, 0, 0,
deirsux, 0, 0,
cdekops, 0, 0,
efipsuw, 0, 0,
afijrsu, 0, 0,
aeirtvy, 0, 0,
abehitv, 0, 0,
abcehty, 0, 0,
abeijrt, 0, 0,
dekmopq, 0, 0,
delnstu, 0, 0,
defhsvw, 0, 0,
defkpru, 0, 0,
bdelrtu, 0, 0,
dehmrst, 0, 0,
deklsuw, 0, 0,
blmorst, 0, 0,
bdemnst, 0, 0,
cdeqrsv, 0, 0,
deikqrs, 0, 0,
egklotv, 0, 0,
cghintw, 0, 0,
cdekoqs, 0, 0,
cdeqrsv, 0, 0,
degkpqr, 0, 0,
abelopx, 0, 0,
depqrsw, 0, 0,
ahnortw, 0, 0,
dejrsuv, 0, 0,
abefisy, 0, 0,
egoprsu, 0, 0,
efimsux, 0, 0,
defgorw, 0, 0,
aeimrtx, 0, 0,
abmorty, 0, 0,
ceprtwy, 0, 0,
cdefrty, 0, 0,
abhjrty, 0, 0,
eilostx, 0, 0,
cdekoru, 0, 0,
abrtuvy, 0, 0,
bcdeptu, 0, 0,
aenrtwy, 0, 0,
adeilrt, 0, 0,
aefipuw, 0, 0,
dikprtu, 0, 0,
dnrstux, 0, 0,
cdemopr, 0, 0,
efiopsw, 0, 0,
efgirsu, 0, 0,
ceinrty, 0, 0,
abehitx, 0, 0,
abejrty, 0, 0,
abeilry, 0, 0,
ekmnopr, 0, 0,
denpstw, 0, 0,
abdesvw, 0, 0,
ekprsuv, 0, 0,
deklqtu, 0, 0,
defghrt, 0, 0,
efhlsuw, 0, 0,
aborsty, 0, 0,
elmnost, 0, 0,
bcdoqrs, 0, 0,
defkqst, 0, 0,
aeklrtv, 0, 0,
ahinqtw, 0, 0,
cdeorsw, 0, 0,
acdeoqr, 0, 0,
deikqrs, 0, 0,
aehlnop, 0, 0,
dehpqrs, 0, 0,
anrtwxy, 0, 0,
bdjnrsv, 0, 0,
beipsty, 0, 0,
defopsu, 0, 0,
efimrsy, 0, 0,
adflorw, 0, 0,
abelmrt, 0, 0,
aiortxy, 0, 0,
bceprty, 0, 0,
deortvy, 0, 0,
abehrtx, 0, 0,
beostux, 0, 0,
cdekoqt, 0, 0,
aenrtuy, 0, 0,
bcdlprt, 0, 0,
aceirty, 0, 0,
abegirt, 0, 0,
aefhipr, 0, 0,
adeikpt, 0, 0,
ehnrsux, 0, 0,
cdkopqr, 0, 0,
efhiprs, 0, 0,
afijrsu, 0, 0,
adeinrt, 0, 0,
behirtx, 0, 0,
abehoty, 0, 0,
abeitvy, 0, 0,
defkmop, 0, 0,
delnost, 0, 0,
adehsvx, 0, 0,
dkprsuw, 0, 0,
deikltu, 0, 0,
efhirst, 0, 0,
defnsuw, 0, 0,
abmorty, 0, 0,
deknost, 0, 0,
cdeopqs, 0, 0,
degkrst, 0, 0,
agkltuv, 0, 0,
achituw, 0, 0,
deknors, 0, 0,
acdeirs, 0, 0,
dekqrsu, 0, 0,
abelopt, 0, 0,
cepqrst, 0, 0,
anrtvwy, 0, 0,
bdejrsv, 0, 0,
aeiksty, 0, 0,
efiopru, 0, 0,
efimoru, 0, 0,
adefior, 0, 0,
abeimrw, 0, 0,
bfiorty, 0, 0,
celprty, 0, 0,
dekorty, 0, 0,
abefrty, 0, 0,
celostu, 0, 0,
cekortx, 0, 0,
abeqruy, 0, 0,
cdehprt, 0, 0,
einprty, 0, 0,
abeiort, 0, 0,
aeijpru, 0, 0,
degiprt, 0, 0,
deqrsux, 0, 0,
cdeoprs, 0, 0,
efilprs, 0, 0,
aeinrsu, 0, 0,
aeilrty, 0, 0,
abehitu, 0, 0,
abejrty, 0, 0,
aeikrty, 0, 0,
cdkmopr, 0, 0,
adlnpst, 0, 0,
abdehsv, 0, 0,
efkprsu, 0, 0,
dehkltu, 0, 0,
defhirs, 0, 0,
deflqsu, 0, 0,
abgmrst, 0, 0,
dmnosty, 0, 0,
cdemoqs, 0, 0,
bdekqrt, 0, 0,
aegkotv, 0, 0,
achinwy, 0, 0,
cdeikos, 0, 0,
adekqrs, 0, 0,
ekpqrst, 0, 0,
abeinop, 0, 0,
cdenpqs, 0, 0,
afhntwy, 0, 0,
dejknrv, 0, 0,
aeistvy, 0, 0,
befopsu, 0, 0,
befimrs, 0, 0,
deforsw, 0, 0,
abeimry, 0, 0,
abikrty, 0, 0,
cdeipty, 0, 0,
bdefoty, 0, 0,
abehoty, 0, 0,
elostuy, 0, 0,
ceklort, 0, 0,
bekrtuy, 0, 0,
cdepqrt, 0, 0,
eginrty, 0, 0,
abcdeir, 0, 0,
aefimru, 0, 0,
dikprst, 0, 0,
deorsux, 0, 0,
cefkopr, 0, 0,
efprstw, 0, 0,
aefirux, 0, 0,
aegirty, 0, 0,
abeirty, 0, 0,
abejrty, 0, 0,
beijrty, 0, 0,
cdkmopr, 0, 0,
adelnps, 0, 0,
adehsuw, 0, 0,
deikrsu, 0, 0,
bdekrtu, 0, 0,
efhrstv, 0, 0,
cdeflsu, 0, 0,
abmnost, 0, 0,
dmnosty, 0, 0,
cdehqrs, 0, 0,
deqrstw, 0, 0,
cegkltv, 0, 0,
achkntw, 0, 0,
cdkorsy, 0, 0,
adelqrs, 0, 0,
deknqrs, 0, 0,
abelnor, 0, 0,
cdekprs, 0, 0,
ahinrwy, 0, 0,
cdejnsv, 0, 0,
abeipty, 0, 0,
efmorsu, 0, 0,
aefmrsu, 0, 0,
adefprw, 0, 0,
abemrtv, 0, 0,
aboprty, 0, 0,
cdeipty, 0, 0,
defiort, 0, 0,
abehpry, 0, 0,
eloqstx, 0, 0,
cdekrst, 0, 0,
abceruy, 0, 0,
bdeprtu, 0, 0,
aeinqry, 0, 0,
abdikrt, 0, 0,
aefiprv, 0, 0,
cdikprt, 0, 0,
deinrux, 0, 0,
cdeoprx, 0, 0,
eiprswx, 0, 0,
aehirsu, 0, 0,
ahinrty, 0, 0,
abehnrt, 0, 0,
abeorty, 0, 0,
abeimty, 0, 0,
dekmoqr, 0, 0,
deilnps, 0, 0,
adehovw, 0, 0,
deknrsu, 0, 0,
dekltuw, 0, 0,
aefhrst, 0, 0,
deklsuw, 0, 0,
abgmors, 0, 0,
emnostu, 0, 0,
cdopqrs, 0, 0,
defqrst, 0, 0,
abekltv, 0, 0,
achitwy, 0, 0,
cdkorsw, 0, 0,
acdegqr, 0, 0,
dekqrsx, 0, 0,
abelnot, 0, 0,
cepqrsv, 0, 0,
hlnrtwy, 0, 0,
demnrsv, 0, 0,
beilsty, 0, 0,
beforsu, 0, 0,
efikmru, 0, 0,
adefior, 0, 0,
aeikmrt, 0, 0,
bciorty, 0, 0,
cdeipty, 0, 0,
deiorty, 0, 0,
abehiry, 0, 0,
lostuvx, 0, 0,
cdeknot, 0, 0,
abeirtu, 0, 0,
bcdeptv, 0, 0,
eginrty, 0, 0,
adeijrt, 0, 0,
aefiopu, 0, 0,
dekprtx, 0, 0,
denrstx, 0, 0,
dekopqr, 0, 0,
efprsuw, 0, 0,
efikrsu, 0, 0,
aeinrvy, 0, 0,
abehilr, 0, 0,
abehrtw, 0, 0,
abeimrt, 0, 0,
dkmoprx, 0, 0,
elnopst, 0, 0,
adehtvw, 0, 0,
dekorsu, 0, 0,
cdeklru, 0, 0,
efhprst, 0, 0,
dehlsuw, 0, 0,
blmorst, 0, 0,
demnstv, 0, 0,
cdeoqrv, 0, 0,
degkrst, 0, 0,
aegkltw, 0, 0,
abchint, 0, 0,
cdekosu, 0, 0,
acegqrs, 0, 0,
depqrst, 0, 0,
abelnps, 0, 0,
cdekqrs, 0, 0,
ahnruwy, 0, 0,
dejnprs, 0, 0,
aeistuy, 0, 0,
efopqsu, 0, 0,
efmorsu, 0, 0,
adeiorw, 0, 0,
beimprt, 0, 0,
aijorty, 0, 0,
cdejprt, 0, 0,
defnory, 0, 0,
abehmrt, 0, 0,
eflosux, 0, 0,
cdeorst, 0, 0,
aberstu, 0, 0,
bcemprt, 0, 0,
aeilnty, 0, 0,
abdeipt, 0, 0,
aefipry, 0, 0,
dikprst, 0, 0,
dnqrsux, 0, 0,
cdegkop, 0, 0,
fiprswx, 0, 0,
efiprsu, 0, 0,
aenrsty, 0, 0,
behiort, 0, 0,
abehiry, 0, 0,
abefrty, 0, 0,
ekmopru, 0, 0,
bdelnpt, 0, 0,
adehnvw, 0, 0,
bdekprs, 0, 0,
ejklrtu, 0, 0,
deforst, 0, 0,
eflqsuw, 0, 0,
abhmort, 0, 0,
deknost, 0, 0,
cdehqrs, 0, 0,
adekrst, 0, 0,
agklptv, 0, 0,
achinvw, 0, 0,
cdekopr, 0, 0,
acdgqrs, 0, 0,
adekqrs, 0, 0,
ablnopr, 0, 0,
bcdeprs, 0, 0,
ainrtwy, 0, 0,
adejnsv, 0, 0,
aegisty, 0, 0,
efoprsy, 0, 0,
efimnrs, 0, 0,
adefgor, 0, 0,
abeimrv, 0, 0,
abhirty, 0, 0,
cdprtxy, 0, 0,
bdefory, 0, 0,
behrsty, 0, 0,
elotuxy, 0, 0,
dekmort, 0, 0,
abdertu, 0, 0,
bcdejpt, 0, 0,
aefinty, 0, 0,
abdemrt, 0, 0,
aefiprx, 0, 0,
adikprt, 0, 0,
delnrsx, 0, 0,
acdekor, 0, 0,
efoprsw, 0, 0,
aefiruv, 0, 0,
aeinory, 0, 0,
aehirtw, 0, 0,
abersty, 0, 0,
abirtvy, 0, 0,
dekmprs, 0, 0,
deflnpt, 0, 0,
dehksvw, 0, 0,
depqrsu, 0, 0,
dehkltu, 0, 0,
dehrstv, 0, 0,
deflmsu, 0, 0,
abkmost, 0, 0,
deimnot, 0, 0,
cdenqrs, 0, 0,
dikqrst, 0, 0,
abgkltv, 0, 0,
achintu, 0, 0,
cekoqrs, 0, 0,
acdejqr, 0, 0,
dekpqsv, 0, 0,
abcelnp, 0, 0,
bcdeqrs, 0, 0,
ahnrtvw, 0, 0,
ejnrsvx, 0, 0,
