vocabs, center, score
abfjnop, 8, 0,
abijnpv, 16, 0,
dlrstvy, 32, 0,
cegijry, 16, 0,
fglmpsu, 16, 0,
cfgjltw, 32, 0,
ahituwy, 8, 0,
cdeklqr, 4, 0,
abekotv, 4, 12,
bdgtuvw, 16, 4,
bejnopx, 8, 0,
abjmnop, 16, 0,
dgjlrvy, 4, 0,
cegijoy, 4, 0,
klmpsux, 16, 0,
cfgktuw, 128, 3,
hinstwy, 16, 0,
bcdekqs, 4, 3,
egkoptv, 8, 0,
bdgmuvw, 8, 0,
abjnopu, 8, 0,
bjnopqv, 32, 0,
bdgrtvy, 4, 1,
ceghijy, 128, 4,
efmpsux, 4, 0,
cfgltuw, 16, 0,
aintvwy, 128, 0,
ceknqrs, 8, 9,
egkostv, 4, 0,
bdegjuv, 16, 4,
abdenop, 4, 17,
abjlnop, 8, 0,
dglptvy, 8, 0,
egijsxy, 8, 0,
flmpuvx, 4, 0,
cfgltuw, 8, 4,
ainstwy, 4, 0,
cdeoqrs, 4, 0,
egkostv, 8, 0,
bcdgjuw, 32, 0,
abejopy, 16, 0,
abjnopy, 4, 8,
dgkltvy, 8, 0,
cegijpy, 128, 1,
fjlmpux, 64, 5,
fgjltuw, 8, 0,
ahituwy, 8, 0,
cdekqry, 64, 0,
aegkmtv, 16, 0,
bdgjruv, 32, 0,
abcenop, 16, 0,
abjkopv, 8, 0,
dgkrtvy, 4, 0,
cegjlsy, 8, 6,
flpsuwx, 8, 0,
cfgtuwy, 8, 4,
ahinpwy, 8, 0,
cdekqsw, 16, 8,
aefgkot, 128, 10,
bdgijuw, 8, 0,
abenopx, 16, 0,
ajknopv, 64, 0,
dgjrtvy, 8, 0,
cefijsy, 8, 9,
flopsux, 4, 0,
cgjktuw, 128, 1,
achitwy, 16, 0,
cekqrsw, 8, 4,
aegkmtv, 64, 0,
abdgjuw, 128, 3,
abejnow, 32, 10,
bjnoptv, 4, 2,
glqrtvy, 8, 0,
cegijqy, 32, 3,
eflpsux, 64, 10,
fgjtuwy, 16, 0,
aikntwy, 4, 0,
cdeikqr, 2, 0,
aegktvw, 4, 0,
bdgijvw, 4, 2,
abejmop, 4, 10,
abjnovx, 8, 0,
delrtvy, 4, 0,
egijswy, 32, 9,
flmpqux, 32, 0,
cgjtuvw, 4, 0,
ahjntwy, 32, 0,
cdkqrsw, 4, 0,
egkoqtv, 8, 0,
bgjuvwy, 64, 0,
befjnop, 4, 5,
abjopqv, 64, 0,
cdglrty, 4, 0,
cegijly, 8, 2,
flmpqsu, 16, 0,
acfjtuw, 32, 0,
ahiktwy, 16, 0,
dekpqrs, 32, 38,
aefgotv, 2, 16,
dgjluvw, 32, 0,
abenops, 64, 0,
abgnopv, 32, 0,
dglorvy, 16, 8,
cgijksy, 8, 2,
flnpsux, 128, 0,
cfgqtuw, 16, 0,
ahinqty, 32, 0,
cdekrsu, 8, 18,
aefgkot, 8, 0,
bcdgjvw, 64, 0,
abejopu, 128, 0,
abnopuv, 8, 0,
dglortv, 16, 9,
cegisxy, 16, 0,
bfmpsux, 64, 5,
fgjrtuw, 16, 0,
ahintwx, 4, 0,
cdeqrst, 64, 0,
aeghotv, 8, 0,
bdgjtuv, 32, 0,
bejnopu, 4, 8,
abnopsv, 8, 0,
dfglrtv, 16, 4,
cegijst, 512, 8,
flmopsu, 32, 0,
cdfgjuw, 4, 0,
ahjntwy, 8, 0,
cdekqst, 8, 4,
aefgkot, 16, 0,
bdgluvw, 256, 0,
abejlno, 128, 0,
bdjnopv, 16, 3,
deglrtv, 16, 14,
cegjsxy, 128, 1,
dflmpsx, 4, 0,
fgjtuwx, 32, 0,
aehntwy, 64, 0,
cdegkqr, 2, 0,
egknotv, 16, 0,
bgjnuvw, 128, 1,
bejknop, 4, 7,
abijopv, 4, 5,
cdglrtv, 8, 1,
cegijmy, 32, 3,
dflmpux, 8, 0,
cfgjqtw, 64, 2,
adhintw, 4, 0,
cdgkqrs, 8, 1,
aegoptv, 32, 17,
bdgjvwy, 4, 0,
aejnopv, 8, 0,
abnopqv, 64, 0,
dlrtvwy, 8, 0,
cegjnsy, 8, 7,
flmpqsu, 8, 0,
cfgqtuw, 8, 1,
dhintwy, 256, 4,
cdekoqs, 256, 0,
aeghktv, 256, 14,
bdgjkvw, 32, 0,
aejmnop, 8, 0,
bjnoptv, 4, 2,
dglmrvy, 16, 2,
cgijmsy, 8, 1,
filmsux, 16, 0,
cfjrtuw, 4, 0,
ahintwx, 16, 0,
cdekmqr, 256, 0,
aegkosv, 4, 0,
bdgjvwx, 16, 1,
begjnop, 4, 6,
ablnopv, 4, 10,
dgrstvy, 4, 0,
bcegisy, 4, 6,
dflpsux, 16, 5,
cfgjntw, 8, 1,
ahinwxy, 8, 0,
cdekmqs, 512, 0,
aejkotv, 64, 0,
bdgjuwx, 8, 0,
bejnopy, 256, 0,
bjknopv, 512, 0,
dglrtuy, 4, 0,
aceijsy, 8, 16,
fklpsux, 4, 0,
cegjtuw, 16, 0,
abintwy, 8, 0,
cdeqrsv, 128, 0,
aegotvy, 16, 0,
bgjuvwy, 128, 1,
abejopw, 16, 0,
abjnopr, 256, 0,
djlrtvy, 16, 4,
cfgijsy, 4, 0,
flmpqsx, 32, 0,
cfgjktu, 8, 2,
agintwy, 16, 0,
cdejkqr, 256, 0,
acegktv, 32, 12,
bdghjuv, 256, 4,
abejnox, 256, 0,
abdjopv, 512, 0,
dklrtvy, 16, 5,
cefgijs, 128, 2,
dflmpsu, 64, 9,
cfjstuw, 32, 0,
ahnotwy, 512, 0,
bcekqrs, 4, 3,
egjkotv, 8, 0,
bdegjvw, 4, 4,
aefjnop, 16, 0,
bfjnopv, 4, 2,
dgjlrtv, 128, 1,
bcgijsy, 8, 1,
flmopux, 16, 0,
cfgjstw, 64, 2,
ahimnty, 4, 0,
cdeklqs, 32, 20,
aegjotv, 16, 0,
bdgjtvw, 32, 0,
abjnopw, 16, 0,
abcjnop, 4, 13,
aglrtvy, 32, 0,
cegijuy, 4, 0,
fjlpsux, 32, 0,
cfgstuw, 4, 0,
ainptwy, 64, 0,
cdeklqr, 16, 13,
aeghktv, 8, 0,
bdgiuvw, 256, 0,
abcejop, 8, 12,
acjnopv, 8, 6,
glrtuvy, 64, 0,
cegijks, 32, 10,
fmprsux, 16, 0,
cfgjquw, 16, 0,
ahkntwy, 32, 0,
cdeknqr, 16, 10,
aegklot, 256, 0,
bdgmuvw, 8, 0,
abefnop, 4, 9,
abjnovy, 64, 0,
dlmrtvy, 256, 0,
ceijrsy, 64, 0,
klmpsux, 8, 0,
cfjqtuw, 8, 1,
ahintxy, 256, 9,
cdekqsy, 8, 5,
aejkotv, 2, 16,
abdgjuv, 4, 3,
abehjno, 16, 0,
ahjnopv, 32, 0,
adgltvy, 32, 0,
bcegijs, 16, 0,
eflpsux, 8, 0,
fgjmtuw, 4, 0,
ahinrty, 16, 0,
cdehkrs, 8, 16,
egkoptv, 64, 0,
bdgnuvw, 4, 3,
abejopy, 8, 0,
bijnopv, 16, 0,
dgrstvy, 16, 5,
cdegijs, 16, 13,
fhlmpux, 4, 0,
cfgjtux, 256, 0,
ahinuwy, 8, 0,
dekqrsu, 4, 0,
aegkovy, 16, 0,
bdgjrvw, 128, 1,
abelnop, 32, 34,
abjnops, 8, 0,
dglntvy, 16, 4,
ceijsuy, 32, 13,
lmpsuxy, 8, 0,
fgjrtuw, 16, 0,
aghinwy, 64, 0,
cdejkqr, 8, 4,
degkotv, 4, 0,
dgjuvwy, 256, 0,
abcjnop, 8, 11,
abjmnpv, 4, 6,
glrtuvy, 16, 0,
cegijsw, 64, 0,
eflmpux, 8, 0,
fgjstuw, 16, 0,
hijntwy, 4, 0,
dekqrsv, 256, 0,
aegkotu, 16, 0,
bdgjouv, 4, 1,
beijnop, 64, 0,
abfjopv, 4, 4,
aglrtvy, 2, 29,
cegijxy, 64, 0,
aflpsux, 4, 0,
cgjltuw, 8, 3,
himntwy, 8, 0,
cdeknqs, 4, 0,
adekotv, 256, 0,
dgijuvw, 8, 0,
abejnox, 128, 0,
abjopqv, 4, 3,
glqrtvy, 4, 0,
bcegijy, 16, 0,
fklmsux, 16, 0,
fgjtuwy, 4, 0,
ahilnwy, 4, 0,
bcdkqrs, 64, 0,
aeknotv, 16, 0,
bgjquvw, 4, 0,
aejnopx, 16, 0,
abjopvy, 8, 0,
dglrtwy, 4, 0,
cegisuy, 4, 0,
lmprsux, 256, 0,
cdfgjtu, 8, 2,
ahistwy, 8, 0,
cdekors, 8, 27,
aekostv, 32, 34,
bdgmuvw, 128, 3,
abejopu, 4, 7,
aijnopv, 64, 0,
dglrvwy, 8, 0,
ceijmsy, 4, 0,
dflmpsx, 16, 4,
acfgjtw, 8, 5,
hinptwy, 16, 0,
acekqrs, 256, 0,
adekotv, 16, 19,
bdgjlvw, 4, 1,
abejlop, 8, 0,
aejnopv, 64, 0,
glqrtvy, 8, 0,
cgijnsy, 4, 0,
lmpsuxy, 32, 0,
cgjotuw, 4, 0,
ahijnty, 32, 0,
cdejkqs, 512, 0,
aegkltv, 4, 0,
bdgjtuw, 16, 4,
abehjop, 8, 0,
abjnouv, 4, 7,
glmrtvy, 512, 0,
egijnsy, 8, 0,
lmpsuxy, 16, 0,
cfjltuw, 16, 0,
abhinty, 64, 0,
dekqrsu, 64, 0,
aeglotv, 256, 0,
bcgjuvw, 4, 0,
bejlnop, 4, 10,
abjnosv, 8, 0,
bdgltvy, 128, 1,
cegijqy, 4, 0,
dflmsux, 16, 6,
cfgjqtu, 32, 0,
ahntuwy, 128, 0,
dekqrsy, 32, 30,
aeghotv, 8, 0,
bgjuvwx, 16, 0,
abhjnop, 4, 8,
abfjnov, 32, 0,
bdgltvy, 16, 4,
cefijsy, 4, 0,
filmpsx, 2, 0,
cfgltuw, 4, 0,
ahijtwy, 16, 0,
cdekrst, 8, 12,
agkostv, 128, 10,
dfgjuvw, 128, 3,
abejnow, 256, 0,
abjopvw, 32, 0,
bdgrtvy, 16, 2,
cegijny, 16, 0,
flmsuvx, 32, 0,
cfgjnuw, 64, 4,
ahinpty, 8, 0,
cehkqrs, 4, 0,
aegikot, 32, 13,
bfgjuvw, 8, 0,
abeijop, 4, 9,
abnopqv, 4, 6,
dlprtvy, 4, 0,
cdegjsy, 16, 7,
flmsuwx, 128, 0,
bcfjtuw, 4, 0,
ahikntw, 4, 0,
cdeqrsy, 16, 17,
aegkovx, 8, 0,
dgjouvw, 16, 4,
abejnpw, 256, 0,
ahjnopv, 32, 0,
dglprtv, 4, 0,
degijsy, 32, 9,
flpsuwx, 64, 3,
cegjtuw, 16, 0,
ailntwy, 16, 0,
cdekqrx, 4, 0,
aegkntv, 8, 0,
bghjuvw, 64, 0,
abefjnp, 2, 17,
ajknopv, 16, 0,
fglrtvy, 16, 0,
egijksy, 16, 0,
dflmsux, 2, 0,
cfgjruw, 4, 0,
adhntwy, 4, 0,
cdkqrst, 16, 5,
aekotvw, 2, 14,
bdjruvw, 4, 2,
abenopr, 16, 0,
abhjopv, 8, 0,
dflrtvy, 2, 0,
cegjswy, 128, 2,
fjlmpux, 32, 0,
fgjtuwx, 4, 0,
ahinstw, 4, 0,
cdkqrst, 32, 0,
aefgotv, 64, 12,
bdgjsuv, 8, 0,
abejnpt, 8, 0,
abijopv, 8, 0,
dglrtxy, 4, 0,
ceijsxy, 512, 5,
fklmpsx, 4, 0,
fgjtuwx, 16, 0,
ahijntw, 64, 0,
cdhkqrs, 8, 1,
aegkotw, 32, 16,
bcdguvw, 4, 1,
abenopr, 16, 0,
abnopsv, 32, 0,
dghltvy, 8, 0,
ceijksy, 8, 9,
fklmpsu, 16, 0,
cfgjuwy, 128, 3,
ehintwy, 4, 0,
cdehkqs, 16, 6,
adekotv, 32, 23,
bdgjvwy, 128, 1,
abcejnp, 4, 9,
abjnpvw, 8, 0,
dglntvy, 16, 4,
cegijms, 4, 0,
fjlpsux, 4, 0,
cfgijtu, 256, 0,
afhitwy, 2, 18,
cekqrsv, 2, 0,
egkotuv, 16, 0,
abdgjvw, 8, 0,
abejopw, 4, 6,
abejopv, 256, 0,
eglrtvy, 8, 0,
cefgijy, 16, 0,
flmpqsx, 64, 2,
cfgijtw, 4, 0,
hinotwy, 64, 0,
cdekqsv, 16, 5,
aefgktv, 4, 0,
bdgjvwx, 16, 1,
abfjnop, 8, 0,
abjknov, 4, 11,
dfglrvy, 256, 0,
acgijsy, 32, 0,
fklmsux, 512, 0,
cfgjqtu, 128, 2,
aehntwy, 4, 0,
bcdekrs, 8, 9,
aefkotv, 512, 0,
bdeguvw, 128, 4,
abfjnop, 8, 0,
abjnovy, 4, 7,
degrtvy, 512, 0,
cdgijsy, 8, 2,
fhlmsux, 8, 0,
fgjltuw, 4, 0,
ainstwy, 4, 0,
cdeknrs, 128, 0,
aekotvw, 16, 0,
dgjtuvw, 4, 0,
abjmnop, 64, 0,
abgnopv, 128, 9,
adlrtvy, 4, 0,
cegijms, 128, 3,
flmosux, 4, 0,
cfgjktu, 32, 0,
ahilnwy, 8, 0,
cdekqry, 16, 11,
aekotvx, 8, 0,
bdgluvw, 128, 1,
abenopu, 8, 0,
abhjnov, 4, 7,
dghlrtv, 256, 3,
cegijvy, 16, 0,
flmpqsu, 128, 0,
cgjntuw, 4, 0,
ahnptwy, 32, 0,
cdkqrsx, 512, 0,
efgkotv, 4, 0,
bgjkuvw, 4, 0,
aejnopw, 128, 0,
aejnopv, 8, 0,
dlrtvxy, 4, 0,
cegjsty, 8, 5,
flmopsu, 4, 0,
cfgjltw, 8, 1,
ahilnwy, 4, 0,
cdepqrs, 16, 22,
aegkmov, 32, 10,
bdgsuvw, 4, 3,
abejopu, 4, 7,
abjnpvw, 4, 5,
dgltuvy, 4, 0,
cegjswy, 8, 4,
fmpsuxy, 16, 0,
cfgjqtu, 512, 0,
abhintw, 4, 13,
dekqrsx, 128, 0,
aegklov, 8, 0,
bdgluvw, 64, 0,
abehjnp, 32, 10,
bjnopvy, 32, 0,
dglrtwy, 8, 0,
bcgijsy, 4, 4,
flmpsuv, 128, 0,
cfgjtuy, 16, 0,
ahimnty, 16, 0,
cdhkqrs, 8, 1,
aegotvy, 512, 0,
bdgjsvw, 256, 0,
abcenop, 4, 18,
bjnopvy, 8, 0,
dfglrvy, 8, 0,
ceijksy, 8, 9,
flmpuvx, 4, 0,
cfgjstw, 8, 1,
ahilnty, 4, 0,
cdegqrs, 64, 0,
abegkov, 16, 0,
abdgjvw, 64, 0,
abegjop, 8, 0,
abjnpvy, 4, 5,
dglrsty, 32, 0,
egijswy, 4, 0,
fmnpsux, 4, 0,
bcgjtuw, 64, 0,
ahiktwy, 4, 0,
cdeklqr, 16, 13,
egkoqtv, 4, 0,
bcgjuvw, 8, 0,
abejnpy, 64, 0,
abijnop, 8, 0,
dglrtuv, 4, 0,
cghijsy, 4, 0,
aflpsux, 4, 0,
fgjktuw, 16, 0,
ahinstw, 4, 0,
cekqrsu, 4, 0,
agkotvx, 64, 0,
bdjouvw, 4, 3,
abeijop, 32, 8,
abjoprv, 512, 0,
glprtvy, 8, 0,
cgijsuy, 4, 0,
bflmpsx, 64, 2,
fghjtuw, 128, 4,
ahinqty, 32, 0,
cdegqrs, 8, 6,
aegkoty, 16, 0,
bdgjmuv, 128, 3,
abejnps, 32, 32,
abjnouv, 4, 7,
degltvy, 32, 14,
cegijks, 4, 0,
fimpsux, 8, 0,
cgjrtuw, 8, 0,
ahiqtwy, 128, 0,
cdjkqrs, 4, 0,
aegoptv, 32, 17,
bdgouvw, 2, 0,
abejlop, 32, 18,
abjnpvx, 8, 0,
dhlrtvy, 8, 0,
bceijsy, 64, 0,
fglmpsx, 8, 0,
cfgktuw, 8, 2,
ahinvwy, 8, 0,
cdekqst, 64, 0,
agkoqtv, 512, 0,
dgjruvw, 8, 0,
abejopq, 16, 0,
abjknop, 8, 0,
adglrty, 128, 13,
cegijky, 16, 0,
flmnpsx, 32, 0,
cgjtuwy, 128, 1,
ahiknwy, 4, 0,
dehkqrs, 512, 0,
aegkoqt, 32, 13,
bdgmuvw, 16, 3,
abegnop, 2, 21,
abnoprv, 32, 0,
dgirtvy, 4, 0,
cegiswy, 8, 7,
fglmpsx, 256, 0,
cfjmtuw, 8, 1,
ahinowy, 8, 0,
cdkmqrs, 512, 0,
aegkrtv, 8, 0,
bgjsuvw, 4, 2,
abegjop, 8, 0,
abjopsv, 256, 0,
dglprvy, 64, 0,
ceijrsy, 512, 12,
flmpstu, 32, 0,
cfgjltw, 4, 0,
hintuwy, 8, 0,
bcdekqs, 64, 0,
aegotvx, 8, 0,
bfgjuvw, 16, 0,
abeinop, 32, 20,
abjnpvy, 128, 0,
dgklrtv, 8, 0,
cefgijs, 32, 10,
flmpsuv, 4, 0,
cdgjtuw, 128, 2,
hinqtwy, 64, 0,
cehkqrs, 4, 0,
agkotvx, 8, 0,
bdjsuvw, 8, 0,
abemnop, 8, 0,
abjnosv, 64, 0,
dglmrvy, 16, 2,
cegjrsy, 256, 0,
flmpuvx, 4, 0,
cfgrtuw, 2, 0,
ahinqwy, 4, 0,
cekqrsw, 4, 0,
egkoptv, 64, 0,
dgjruvw, 4, 0,
abejopt, 8, 0,
abjnpvy, 64, 0,
dgkltvy, 16, 4,
cgijsty, 8, 4,
filmpux, 4, 0,
cfgjkuw, 2, 0,
ahinotw, 4, 0,
cdepqrs, 4, 0,
aeghkot, 4, 0,
bdgjovw, 256, 0,
abenopx, 128, 0,
abjmnov, 4, 9,
dgjlrty, 32, 0,
ceijsxy, 16, 0,
fklmpux, 4, 0,
fgjtuvw, 4, 0,
ehintwy, 128, 0,
cdekrsy, 16, 21,
agknotv, 4, 0,
bdgjuwx, 8, 0,
abejnpt, 8, 0,
abejnpv, 16, 0,
dglnrty, 32, 0,
cgijmsy, 4, 0,
flpsuwx, 4, 0,
bcfjtuw, 16, 0,
aehntwy, 16, 0,
cdefkqr, 16, 6,
afgkotv, 64, 9,
dfgjuvw, 32, 0,
aejlnop, 32, 27,
abjnopw, 32, 0,
dflrtvy, 8, 0,
cegijsx, 256, 0,
bflmpsx, 64, 2,
cefjtuw, 4, 0,
ahitvwy, 4, 0,
cdehqrs, 16, 16,
afgkotv, 32, 0,
bdgjpvw, 4, 1,
abejnoq, 4, 10,
abjopqv, 8, 0,
dflrtvy, 4, 0,
cegisuy, 8, 10,
flmpuvx, 8, 0,
cgjqtuw, 4, 0,
ahinrty, 16, 0,
cekqrsv, 4, 0,
agkotuv, 8, 0,
bcdgjuv, 2, 0,
abcjnop, 256, 0,
abjnopr, 32, 0,
gilrtvy, 8, 0,
cegijsv, 4, 0,
lmpqsux, 32, 0,
cfgptuw, 4, 0,
ahintuy, 16, 0,
cdekqru, 16, 7,
aegktvy, 4, 0,
bdjluvw, 32, 0,
abcejop, 8, 12,
ajnopsv, 32, 0,
dgkltvy, 8, 0,
cegjmsy, 32, 12,
jlmpsux, 64, 0,
cfgjltw, 256, 0,
ahijnwy, 8, 0,
cdeqrsy, 128, 0,
abgkotv, 4, 8,
dgjkuvw, 8, 0,
aejnops, 2, 25,
ajnopqv, 64, 0,
glmrtvy, 32, 0,
cegiksy, 64, 0,
flprsux, 128, 0,
cgjntuw, 2, 0,
aehitwy, 256, 13,
cdekprs, 128, 0,
aegotvw, 128, 13,
dgjuvwy, 16, 1,
abjnopy, 4, 8,
abhjnop, 256, 8,
dglorty, 128, 10,
ceijqsy, 2, 0,
afmpsux, 8, 0,
cdfgjtu, 64, 5,
achinwy, 32, 0,
acdekqr, 8, 19,
efgkotv, 4, 0,
degjuvw, 8, 0,
abeijno, 32, 14,
ajlnopv, 4, 0,
dlrtvwy, 4, 0,
cefijsy, 256, 0,
flopsux, 8, 0,
fgjotuw, 32, 0,
ahintuw, 4, 0,
cdeikrs, 4, 0,
aegkovw, 4, 0,
bgjquvw, 4, 0,
aegjnop, 16, 0,
ajnopvy, 8, 0,
dgjlrvy, 4, 0,
cegiksy, 64, 0,
hlmpsux, 64, 0,
cgjltuw, 4, 0,
ahirtwy, 128, 0,
cdkqrsy, 2, 0,
aegkmot, 32, 21,
bdgjvwy, 32, 0,
bejnopx, 32, 13,
abnopuv, 4, 7,
dlnrtvy, 8, 0,
aegijsy, 2, 14,
filmpsx, 8, 0,
fgjrtuw, 16, 0,
ahkntwy, 16, 0,
cdekpqs, 128, 0,
aegknot, 32, 29,
dgjmuvw, 8, 0,
aejlnop, 8, 0,
abgjnov, 32, 0,
dglprvy, 4, 0,
cegijqs, 64, 0,
cflmpsx, 16, 0,
cfgjtux, 16, 0,
agintwy, 512, 22,
acdeqrs, 64, 0,
aegkntv, 4, 0,
bdijuvw, 4, 2,
abejopy, 8, 0,
bgjnopv, 4, 2,
dghlrvy, 16, 2,
bcegisy, 64, 0,
flmnpsx, 16, 0,
cdfgjtw, 8, 2,
ahinqtw, 64, 0,
bdekqrs, 4, 6,
adgkotv, 32, 0,
bdgpuvw, 4, 2,
adejnop, 4, 0,
abcjnov, 32, 0,
dglprtv, 128, 2,
cdegijs, 16, 13,
fmpsuwx, 4, 0,
bcfgjtw, 4, 0,
ahinrwy, 4, 0,
cdefkqs, 8, 2,
aeknotv, 64, 0,
dgjluvw, 8, 0,
aeijnop, 8, 0,
bjnoprv, 16, 0,
dgklrvy, 8, 0,
cegijns, 16, 0,
hlmpsux, 8, 0,
cgjstuw, 16, 0,
ahilntw, 8, 0,
cdepqrs, 32, 41,
aegkmtv, 512, 0,
bdgjuvx, 32, 0,
abcenop, 256, 0,
bjlnopv, 4, 4,
dghlrtv, 4, 0,
cdegijy, 64, 0,
flmopsu, 8, 0,
cfgjtuy, 32, 0,
ahinqwy, 4, 0,
dekqrsx, 128, 0,
aegotuv, 8, 0,
bdegjuv, 8, 0,
abgjnop, 4, 7,
abjnorv, 64, 0,
cdglrvy, 64, 0,
egijsxy, 256, 0,
fglmpsx, 8, 0,
cfgntuw, 64, 5,
ahinstw, 4, 0,
cekqrsu, 128, 0,
aegkqtv, 4, 0,
bdjouvw, 128, 0,
abdenop, 4, 17,
abfjnop, 128, 0,
dfglrty, 256, 0,
cegjpsy, 16, 0,
flmprsu, 4, 0,
cfjstuw, 4, 0,
ahinswy, 8, 0,
deikqrs, 16, 25,
acekotv, 8, 9,
bgjouvw, 16, 0,
abejlnp, 4, 14,
abnopvy, 8, 0,
dgilrty, 4, 0,
cegiksy, 8, 10,
cflmpsx, 8, 2,
cfgjluw, 256, 0,
aeintwy, 8, 0,
cdepqrs, 16, 22,
aekotuv, 8, 0,
bdjtuvw, 32, 0,
abeinop, 32, 20,
abjoprv, 8, 0,
dgrstvy, 4, 0,
cegiqsy, 2, 0,
bflmpsx, 256, 0,
cfghjtu, 32, 0,
aikntwy, 4, 0,
dekqrsv, 4, 0,
aegkntv, 16, 0,
bdgjtuw, 256, 0,
abejnor, 64, 0,
abgjopv, 8, 0,
deglrvy, 2, 0,
bcegijs, 64, 0,
lmopsux, 16, 0,
cfgjruw, 128, 4,
aghinwy, 64, 0,
cekqrsu, 8, 10,
aefgkot, 4, 0,
bcdguvw, 32, 0,
abejnpv, 32, 11,
bjnoprv, 32, 0,
degltvy, 128, 4,
cegijks, 64, 0,
dflmpsu, 16, 7,
acfgtuw, 16, 0,
ehintwy, 512, 17,
cdekmrs, 128, 0,
eghkotv, 16, 0,
bgjluvw, 16, 0,
abejknp, 64, 0,
abjnopu, 2, 12,
dgjlrty, 32, 0,
ceijmsy, 32, 15,
fglmpsu, 8, 0,
cfgjrtu, 512, 0,
hintvwy, 2, 0,
cdkqrsw, 64, 0,
degkotv, 4, 0,
dgjluvw, 4, 0,
bejnopy, 32, 11,
abjnotv, 4, 9,
dglmrty, 4, 0,
ceijsxy, 4, 0,
fjlmpsx, 64, 2,
cgjqtuw, 4, 0,
aeintwy, 32, 25,
cehkqrs, 32, 23,
aegkltv, 64, 0,
begjuvw, 8, 0,
bcejnop, 8, 3,
abjkopv, 8, 0,
dglrtuy, 32, 0,
cgijsxy, 32, 0,
bflmpsx, 32, 0,
cfjptuw, 16, 0,
ahilnty, 64, 0,
bcekqrs, 16, 0,
egkoqtv, 8, 0,
dgjkuvw, 4, 0,
abjnopu, 4, 8,
abfjopv, 2, 8,
dklrtvy, 32, 0,
acegijs, 4, 0,
flmsuvx, 8, 0,
cfjotuw, 8, 1,
ahinowy, 8, 0,
deknqrs, 64, 0,
adegkov, 8, 0,
bdgjkuv, 64, 0,
abegjno, 32, 17,
abhjnpv, 16, 0,
dghltvy, 128, 2,
ceghjsy, 16, 0,
flmpuwx, 8, 0,
cfgtuwx, 4, 0,
abintwy, 16, 0,
cdehqrs, 8, 11,
aefgkov, 4, 0,
dgjquvw, 32, 0,
befjnop, 64, 4,
abjmnpv, 32, 0,
dglmtvy, 256, 0,
cdegijs, 4, 0,
almpsux, 32, 0,
cfjltuw, 16, 0,
abhitwy, 16, 0,
defkqrs, 256, 0,
aegkotx, 32, 18,
bdjpuvw, 32, 0,
abegnop, 8, 0,
abjmnpv, 4, 6,
adglrtv, 16, 8,
egijmsy, 8, 0,
flmosux, 32, 0,
cfgjktw, 32, 0,
hinrtwy, 32, 0,
cdekqrx, 8, 4,
agkotvx, 8, 0,
bcgjuvw, 16, 0,
abejopv, 8, 0,
abjoptv, 4, 5,
dglprty, 4, 0,
egijsvy, 8, 0,
fklmsux, 8, 0,
cgjrtuw, 4, 0,
ahnrtwy, 2, 28,
dekqrsv, 8, 0,
aegkmov, 64, 0,
bdgijvw, 4, 2,
abejnpq, 64, 0,
bcjnopv, 16, 0,
glrtuvy, 64, 0,
cegijsu, 32, 12,
dflmpux, 16, 5,
cfgjqtw, 8, 1,
ahimtwy, 64, 0,
cdegkqs, 16, 7,
aegknov, 128, 15,
bdgjmuw, 8, 0,
aejlnop, 32, 27,
abgjnpv, 16, 0,
