vocabs, center, score
egprstu, 4, 0,
cdegrsu, 128, 17,
acdirsx, 16, 30,
deklorx, 8, 0,
aeijnrt, 64, 0,
cdehrsw, 128, 0,
aceiqrs, 32, 48,
cdenopr, 4, 0,
adegnrs, 8, 0,
eorstvw, 32, 58,
aeiprsu, 64, 0,
deiostv, 16, 38,
acdijrs, 4, 0,
aeiorst, 2, 104,
eijnrty, 4, 0,
aemnrty, 4, 0,
adeinrt, 4, 0,
efgiprs, 8, 0,
abdeist, 4, 44,
cefprtu, 32, 29,
begijrt, 32, 23,
adeiprs, 4, 0,
bdeiprt, 32, 59,
abdeiqr, 4, 30,
eilpsuw, 8, 0,
eiknprs, 64, 0,
acenprw, 4, 0,
abefgrs, 64, 21,
elnrstw, 4, 0,
eflnost, 8, 0,
adejptw, 16, 24,
acdemnr, 32, 80,
eklmopr, 16, 0,
abeinru, 32, 41,
aeirstu, 2, 98,
abertuw, 32, 37,
beimrst, 64, 0,
cdenprs, 32, 60,
abceirt, 16, 0,
dehortx, 8, 0,
bdelpst, 128, 0,
dehinps, 16, 25,
bdklors, 32, 0,
ehkpstu, 8, 0,
egkprsu, 8, 0,
acdeims, 64, 0,
deknors, 128, 0,
aeiknor, 8, 0,
acerstw, 16, 0,
ceiqrst, 16, 0,
acdeors, 64, 0,
acenrsv, 16, 0,
acerstv, 4, 0,
adepsuv, 64, 0,
definos, 8, 0,
acdehrs, 32, 83,
eiqrsty, 4, 0,
deinrty, 8, 0,
aeinrtx, 16, 0,
ainprty, 512, 33,
adfiprs, 32, 0,
abdeint, 4, 34,
efiprtu, 8, 0,
beghirt, 8, 0,
aenprsu, 16, 0,
cdeipru, 256, 0,
bdeirtu, 128, 0,
eilorsu, 16, 0,
eijnrsu, 16, 0,
cdenpry, 128, 0,
abegjrs, 4, 26,
deglrst, 32, 67,
cdelnos, 64, 0,
adehptw, 2, 39,
adeknpr, 16, 42,
adelmop, 128, 0,
aeiknrt, 4, 0,
aerstuy, 4, 0,
abersuv, 8, 0,
abilrst, 32, 0,
acdprsu, 8, 16,
abeinrt, 64, 0,
behorst, 4, 31,
deilstv, 8, 0,
eimnpsw, 32, 38,
dgklors, 4, 0,
ekoprst, 8, 0,
degprtu, 64, 0,
cdeinrs, 8, 41,
dklorsy, 8, 0,
aeinopr, 8, 0,
acdeors, 8, 61,
aceoqst, 256, 0,
cdenorx, 256, 0,
acdenpr, 256, 0,
aeoqrst, 32, 68,
cdeprsu, 8, 23,
dfinost, 4, 0,
acdegis, 16, 44,
airstuy, 8, 0,
aeinrtv, 16, 0,
aeiknry, 4, 0,
aeiknry, 16, 0,
aefgirs, 256, 0,
adeikrt, 4, 0,
eiprstu, 16, 0,
abgirst, 4, 33,
adiprsu, 4, 0,
cdeinpr, 4, 0,
adeirtu, 4, 0,
aelprsu, 16, 0,
inoprsu, 8, 0,
acdenpu, 8, 15,
bcegrst, 512, 0,
delnstx, 64, 0,
bdelnos, 8, 0,
aenprtw, 256, 0,
acdepqr, 512, 0,
adelopr, 4, 0,
abfinrt, 8, 0,
aehrstu, 4, 0,
aberstv, 16, 0,
abeikst, 8, 0,
acdenpr, 128, 0,
abegitx, 16, 0,
dehjort, 128, 0,
bdelpst, 16, 21,
eimnpqs, 256, 0,
deklorx, 16, 19,
eknprtu, 4, 0,
degrsuv, 32, 40,
acdirsv, 8, 31,
delnors, 16, 57,
aehnort, 256, 37,
acderwx, 32, 34,
aeqrstv, 256, 0,
cegnors, 256, 0,
acenrsy, 512, 0,
abeorsv, 16, 0,
admprsu, 128, 0,
denostv, 64, 0,
acdeirw, 32, 56,
aeilrsy, 512, 27,
enrstvy, 4, 0,
abeirty, 8, 0,
einrtvy, 4, 0,
adefprs, 16, 41,
abdgirt, 4, 20,
eprstuv, 128, 0,
aegiort, 8, 0,
abeipru, 16, 0,
cdepqrt, 64, 0,
abcdirt, 4, 20,
beilpru, 32, 32,
einorsu, 16, 0,
acdeprt, 32, 94,
begirst, 16, 0,
adelnst, 4, 0,
deklnot, 32, 41,
adeoprt, 4, 0,
adenpqr, 32, 49,
eflmopr, 4, 0,
beinqrt, 64, 0,
abehrsu, 16, 0,
abeprtu, 8, 0,
abeiost, 256, 0,
cdefprs, 8, 12,
abegrst, 8, 0,
dehorsx, 64, 0,
eilpstu, 32, 56,
demnpsw, 16, 15,
dekloqr, 16, 18,
ekmpstu, 32, 31,
deprsuw, 16, 32,
acdersy, 256, 0,
cdekors, 8, 26,
aehinot, 4, 0,
acdeksw, 64, 0,
aceqrtw, 256, 0,
acdenor, 64, 0,
cdemnrs, 8, 13,
aeforst, 8, 0,
adhprsu, 256, 24,
bdeinos, 8, 0,
acefirs, 2, 73,
aeirtvy, 4, 0,
beinrvy, 16, 0,
aeinqty, 32, 19,
aefinry, 32, 42,
aefipsu, 16, 0,
bdeirst, 8, 0,
efirstu, 4, 0,
abeirty, 16, 0,
aeilpsu, 8, 0,
cdeirty, 64, 0,
abdeimr, 4, 44,
ilprstu, 8, 0,
eimnpsu, 16, 0,
acdnopr, 16, 23,
abegrsv, 16, 0,
adenrst, 4, 0,
denostw, 256, 0,
adehrtw, 8, 0,
cdejnpr, 4, 0,
delmort, 16, 28,
abeiqrt, 128, 0,
abersuw, 32, 44,
abehrst, 8, 0,
abeiqst, 16, 0,
cdeiprs, 32, 101,
abegitu, 8, 0,
defhrst, 16, 21,
cdelpst, 64, 0,
dgimnps, 8, 0,
eklmors, 4, 0,
ekpqrst, 256, 0,
eghprsu, 8, 0,
acdeipr, 4, 0,
deklosy, 16, 24,
aeioqrt, 64, 0,
acerswx, 8, 23,
aceqrtv, 16, 0,
ceknors, 4, 0,
acderst, 256, 0,
enorstv, 16, 0,
adenpru, 4, 0,
deinort, 64, 0,
acdfirs, 4, 0,
aimrsty, 2, 76,
efnrtvy, 64, 10,
aeknrty, 4, 0,
aeirtuy, 8, 0,
aefiors, 8, 0,
bdegirt, 4, 29,
efmprst, 256, 0,
aegirtx, 8, 0,
eioprsu, 128, 0,
cdeirtx, 4, 0,
abdertx, 4, 35,
ijlprsu, 16, 0,
aeinrsu, 16, 0,
cdenpry, 4, 0,
abegstx, 4, 17,
delnqrt, 64, 0,
delnosw, 16, 45,
deprtvw, 4, 0,
acdehpr, 16, 42,
elmopqr, 8, 0,
aeinrtx, 4, 0,
abegrtu, 4, 45,
abertuy, 256, 0,
abefirt, 8, 0,
bcdeprs, 8, 11,
abeirty, 8, 0,
dehnors, 32, 58,
bdeilpt, 128, 0,
deiknps, 4, 0,
cdeklor, 64, 0,
ckprstu, 8, 6,
delprsu, 4, 0,
aceikrs, 16, 0,
dekorsy, 8, 0,
aeilort, 16, 0,
aceqrsw, 256, 0,
acegqrs, 16, 0,
cdenrst, 4, 0,
cdenrsw, 8, 12,
aeiostv, 64, 0,
adehpsu, 8, 0,
deinopt, 4, 0,
cdeilrs, 32, 71,
agirsty, 4, 0,
eijrtvy, 32, 18,
aehnrty, 512, 0,
aeintvy, 4, 0,
efiprsy, 16, 0,
abdfirt, 8, 0,
efoprst, 4, 0,
abegilr, 512, 25,
aeiprtu, 8, 0,
cdeprtv, 16, 23,
abdgirt, 16, 14,
ejlprsu, 64, 0,
ehinprs, 64, 0,
acenprt, 256, 0,
abegnrt, 4, 43,
delrstv, 4, 0,
dejlnos, 8, 0,
deprtuw, 128, 0,
acegnpr, 4, 0,
deflmor, 16, 28,
abeilnr, 32, 64,
abqrstu, 128, 0,
aeorstu, 32, 105,
beirstv, 8, 0,
acdefpr, 16, 34,
begirty, 4, 20,
dehirst, 32, 84,
deilopt, 16, 28,
demnpsy, 4, 0,
delorsx, 2, 0,
dekprst, 4, 0,
cdegrsu, 16, 26,
abcders, 8, 43,
dekoprs, 128, 0,
aeiorst, 128, 0,
acderuw, 256, 0,
acdeqrs, 32, 58,
cdenosw, 16, 27,
acdersw, 16, 52,
aeiostv, 32, 31,
adefpsu, 64, 8,
dehinot, 8, 0,
aceinrs, 4, 0,
aerstxy, 32, 70,
eintvwy, 8, 0,
aeinoty, 4, 0,
aegirty, 4, 0,
adeiprs, 4, 0,
bdeijrt, 16, 26,
eprstuv, 128, 0,
abeikrt, 4, 43,
aefirsu, 4, 0,
bdeiprt, 16, 44,
abdijrt, 8, 0,
eilrstu, 16, 0,
deinprs, 256, 0,
abcenpr, 32, 49,
aeglrst, 4, 0,
dglnrst, 32, 0,
dlnostu, 64, 0,
adepqrt, 16, 46,
acdeopr, 16, 59,
dlmoprw, 4, 0,
abeilnr, 8, 0,
abeirsu, 64, 0,
abeqrst, 2, 73,
beirstw, 16, 0,
acdejrs, 16, 33,
abeinrt, 16, 0,
dehrstu, 2, 0,
bdeilps, 4, 25,
cdemnps, 4, 0,
adeklor, 16, 36,
dkprstu, 2, 0,
degopru, 4, 0,
acdersw, 16, 52,
eklorsw, 8, 0,
ainortv, 2, 55,
acemrsw, 128, 0,
acdeqrt, 32, 48,
cdejnrs, 4, 0,
acdnrsw, 4, 0,
aenorst, 32, 121,
adepruy, 64, 0,
dginost, 8, 0,
aceinrs, 8, 80,
deirsty, 8, 0,
eiprtvy, 4, 0,
aceinrt, 512, 100,
aeinqty, 4, 0,
adeiprs, 16, 87,
abdirtw, 64, 0,
efprtuw, 8, 0,
abgiort, 32, 0,
abeipsu, 4, 18,
acdeirt, 16, 79,
bdeimrt, 32, 55,
eloprsu, 8, 0,
efinpru, 8, 0,
cdenopr, 16, 37,
abehrst, 128, 0,
delqrst, 4, 0,
demnost, 16, 30,
aceprtw, 32, 49,
aceinpr, 128, 0,
delmopx, 4, 0,
abeinot, 8, 0,
abrstux, 16, 0,
aerstux, 4, 0,
abirsty, 4, 27,
aceprsw, 256, 0,
abeirst, 2, 123,
dhjorst, 2, 0,
delpstw, 16, 24,
deimnsv, 8, 0,
deklosy, 4, 0,
cekrstu, 256, 0,
dgprstu, 8, 0,
cdeijrs, 16, 38,
aeklors, 64, 0,
aeijnot, 4, 0,
acdejrs, 64, 0,
aegqrst, 16, 0,
cdenrsw, 4, 0,
acdekrs, 16, 38,
aeoprst, 8, 0,
adprstu, 4, 0,
dehiost, 256, 23,
acdersy, 32, 74,
aeikrst, 512, 70,
enprtvy, 128, 0,
abeinty, 4, 16,
einrsty, 8, 0,
aefhprs, 512, 0,
abdertu, 128, 0,
cefprsu, 8, 13,
aefgirt, 4, 0,
aefprsu, 512, 0,
cdeiptu, 8, 11,
abdeijt, 8, 0,
deilrsu, 4, 0,
eginpsu, 4, 0,
acdenpv, 128, 0,
abeorst, 16, 0,
adenrst, 4, 0,
eilnost, 64, 0,
adertuw, 128, 0,
abdenpr, 4, 26,
delmoqr, 128, 0,
abeintv, 4, 15,
abrstux, 32, 0,
abkrstu, 8, 0,
abijrst, 16, 0,
acdekrs, 8, 42,
abegjrt, 128, 38,
dehiort, 8, 0,
delopst, 4, 0,
eimnpqs, 256, 0,
dkloqrs, 16, 13,
aekprst, 128, 0,
dfgprsu, 4, 0,
acdeirv, 32, 58,
dklmors, 512, 0,
ainortx, 4, 0,
acdefrs, 4, 0,
aekqrst, 128, 0,
acdenos, 8, 42,
acdenrt, 4, 0,
akorstv, 8, 0,
adelprs, 4, 0,
cdeinos, 8, 37,
aceirst, 4, 0,
aehrsty, 16, 0,
eijrtvy, 32, 18,
aceirty, 4, 0,
aenrsty, 4, 0,
aefiprx, 4, 0,
adehirt, 4, 0,
efhpstu, 8, 0,
abeimrt, 16, 0,
aeipstu, 512, 32,
cdeprty, 4, 0,
bdeiqrt, 128, 0,
eiklprs, 8, 0,
beinpsu, 64, 0,
acelnpr, 32, 78,
abeglrt, 32, 103,
belnrst, 8, 0,
eilnost, 4, 0,
aeprtwx, 128, 0,
acdepqr, 16, 33,
deklmop, 16, 13,
abeirst, 8, 0,
abcerst, 512, 0,
belrstu, 256, 0,
aeirstw, 4, 0,
adeprsu, 8, 0,
aegirst, 8, 0,
dehorsx, 8, 0,
delpstu, 4, 0,
deinpqs, 8, 0,
dejklos, 4, 0,
egkpstu, 64, 0,
delprsu, 16, 37,
adeilrs, 64, 0,
dejklor, 8, 0,
aenortx, 4, 0,
acdqrsw, 32, 0,
aeqrstx, 4, 0,
denorsx, 4, 0,
adelnrs, 64, 0,
deorstv, 4, 0,
dekprsu, 16, 29,
deinosy, 4, 0,
acdeiks, 8, 40,
aijrsty, 64, 0,
efinrtv, 8, 0,
aeiprty, 4, 0,
aeilrty, 4, 0,
aefprsu, 4, 0,
abdefir, 16, 40,
efgrstu, 4, 0,
abeijrt, 4, 32,
aeilpru, 64, 0,
cdeirtu, 4, 0,
adeirtu, 32, 57,
beilpru, 512, 18,
einpsux, 8, 0,
acdnpru, 4, 0,
abeghst, 64, 0,
denprst, 128, 0,
delnors, 32, 84,
adeiprt, 8, 0,
acemnpr, 16, 0,
bdelmor, 128, 0,
aeijnrt, 32, 61,
bcerstu, 4, 22,
abrstuy, 32, 0,
abefist, 4, 32,
aceoprs, 8, 54,
beginrt, 8, 0,
dhlorst, 128, 0,
deilprs, 4, 0,
delmnps, 32, 41,
eklorsw, 2, 0,
aekrstu, 32, 93,
degipru, 8, 0,
acdeirv, 8, 48,
dekorsw, 64, 0,
aeimnor, 8, 0,
cdeprsw, 8, 11,
aehqrst, 8, 0,
cdnorst, 64, 0,
acdekns, 512, 0,
aenorst, 8, 0,
adejrsu, 16, 29,
bdeiost, 8, 0,
cdehirs, 128, 0,
aceirty, 16, 0,
inprtvy, 32, 0,
einorty, 128, 0,
aeijnry, 4, 0,
afiprsw, 512, 16,
abeimrt, 32, 76,
efprtux, 16, 0,
abegnrt, 2, 99,
abiprsu, 32, 0,
deikprt, 4, 0,
abdeimr, 8, 0,
efilpsu, 256, 0,
aeinprs, 8, 0,
adenprw, 8, 0,
abegnrs, 512, 0,
eglnrst, 8, 0,
dglnost, 4, 0,
adehprt, 8, 0,
cdenprv, 256, 0,
adelmpr, 64, 0,
abeinot, 512, 37,
aerstuy, 32, 93,
abekstu, 4, 22,
abegirs, 8, 0,
cdeoprs, 64, 0,
adegirt, 8, 0,
dehlort, 16, 32,
delpqst, 32, 31,
defimns, 128, 0,
dekorsw, 8, 0,
ekpqstu, 32, 22,
bdegpsu, 4, 9,
acdirsv, 128, 0,
deilors, 64, 0,
aeginrt, 4, 0,
acdehrw, 8, 25,
acepqst, 8, 14,
ceknors, 8, 30,
aceinrs, 64, 0,
aeopstv, 16, 0,
abdepsu, 256, 0,
delnost, 4, 0,
acdegis, 2, 54,
aeirtuy, 4, 0,
ehirtvy, 4, 0,
aeinpty, 64, 0,
aeimrty, 4, 0,
aefhipr, 8, 0,
bdeirst, 64, 0,
fprstux, 16, 0,
begiort, 8, 0,
adeipru, 4, 0,
deikprt, 2, 0,
bdeinrt, 4, 34,
belprsu, 4, 22,
denprsu, 4, 0,
acdenpq, 256, 0,
abegjst, 128, 13,
eilnrst, 4, 0,
bdenost, 32, 52,
acdeptw, 16, 32,
acdinpr, 4, 0,
elmnopr, 4, 0,
beinprt, 128, 0,
abegrsu, 16, 0,
belrstu, 4, 41,
aegirst, 8, 0,
adeiprs, 8, 0,
begirtw, 16, 0,
dehmort, 32, 54,
delpqst, 4, 0,
adeimps, 4, 0,
deklost, 16, 25,
ekprtuw, 16, 0,
degipru, 16, 27,
acdeirx, 64, 0,
dejlors, 32, 53,
aeiknor, 32, 35,
adelrsw, 32, 93,
acqrsty, 8, 13,
bcdnors, 256, 0,
acdjnrs, 64, 0,
aeoqstv, 4, 0,
adefpru, 4, 0,
einostv, 16, 0,
acdiprs, 32, 0,
aeijrst, 4, 0,
enortvy, 4, 0,
ahinrty, 8, 0,
aeginty, 4, 0,
aefipru, 8, 0,
abdeity, 8, 0,
efpqrst, 4, 0,
abegimr, 16, 0,
aeiorsu, 4, 0,
cdeilrt, 8, 26,
abdinrt, 2, 52,
dilprsu, 256, 0,
eilnrsu, 32, 81,
acdenor, 8, 49,
abglrst, 4, 17,
degnrst, 32, 67,
denostw, 4, 0,
adeprsw, 16, 59,
acdnprw, 16, 15,
deglmor, 4, 0,
abeinpt, 32, 39,
abdersu, 8, 0,
aerstuy, 32, 93,
abejrst, 8, 0,
cdeoprs, 32, 83,
abegijt, 64, 0,
aehorst, 256, 51,
delprst, 8, 0,
eimnpsu, 128, 0,
dehklrs, 4, 0,
efprstu, 8, 0,
degpsux, 2, 0,
acdeils, 64, 0,
bdeklrs, 32, 39,
abeiort, 64, 0,
adefrsw, 128, 0,
aclqrst, 2, 37,
cdehnor, 256, 20,
aceinrs, 128, 0,
aenorst, 128, 0,
depqrsu, 16, 25,
dinostv, 4, 0,
acdeipr, 256, 0,
aceirsy, 128, 0,
einorty, 2, 0,
aimnrty, 8, 0,
deinrty, 64, 0,
aefimpr, 32, 43,
abdijrt, 8, 0,
foprstu, 4, 0,
abdgirt, 8, 0,
aeipsuv, 32, 19,
bdeiprt, 4, 23,
abdeipt, 4, 22,
eglprsu, 256, 0,
einpsuv, 8, 0,
cdefnpr, 32, 30,
abeqrst, 4, 34,
delnprt, 4, 0,
bdenost, 4, 25,
adiprtw, 4, 0,
acelnpr, 16, 0,
dlmnopr, 8, 0,
abenprt, 4, 30,
benrstu, 64, 0,
abeorsu, 64, 0,
aeimrst, 4, 0,
acdgprs, 128, 9,
abegirx, 2, 32,
dehiort, 32, 50,
cdelpst, 32, 39,
deimpst, 32, 63,
dekorsx, 4, 0,
ejkrstu, 8, 0,
degprsw, 2, 0,
adeijrs, 8, 0,
dekoqrs, 16, 22,
aeijort, 16, 0,
cdefrsw, 128, 0,
aenqrst, 32, 83,
cdenprs, 8, 18,
acdehnr, 8, 42,
aegostv, 32, 25,
aekprsu, 4, 0,
deknost, 64, 0,
acdeirx, 16, 41,
aefirty, 16, 0,
einrtvx, 512, 23,
aefirty, 64, 25,
acinrty, 4, 0,
aefimps, 4, 0,
abdeiru, 8, 0,
emprstu, 4, 0,
begirtv, 16, 0,
ceiprsu, 64, 0,
cdeilpr, 16, 39,
abdehir, 8, 0,
eilrsuw, 64, 0,
einprsv, 4, 0,
acdeopr, 32, 75,
abegstx, 4, 17,
adelnst, 4, 0,
dejlnst, 32, 36,
deprtvw, 128, 0,
acdepry, 16, 41,
elmopqr, 4, 0,
abdeinr, 4, 55,
abejrst, 4, 37,
berstux, 8, 0,
abeilrs, 64, 0,
acdepsy, 8, 19,
begiprt, 8, 0,
eghorst, 16, 0,
cdelpst, 8, 10,
eimnpsx, 16, 0,
defklor, 8, 0,
kpqrstu, 16, 0,
egjprsu, 8, 0,
cdeirsy, 32, 59,
deikors, 512, 43,
aenorty, 32, 53,
abcders, 256, 0,
acepqrt, 4, 0,
cdemors, 4, 0,
cdelnrs, 64, 0,
acerstv, 8, 46,
adepsuv, 32, 34,
eiknost, 4, 0,
acdeqrs, 128, 0,
airstuy, 8, 0,
inrstvy, 8, 0,
aeiprty, 4, 0,
einrtxy, 64, 0,
afiprsv, 64, 11,
abdeipt, 256, 0,
efprtuy, 8, 0,
adegirt, 64, 0,
aeipsuw, 4, 0,
cdeipst, 128, 0,
abdeint, 4, 34,
ilnprsu, 128, 0,
einpsuv, 4, 0,
adenpry, 128, 0,
begrstw, 256, 0,
adlnrst, 16, 19,
elnostu, 4, 0,
abdertw, 4, 40,
cdenprw, 8, 7,
delmops, 16, 27,
beimnrt, 8, 0,
abejstu, 16, 0,
aerstuy, 4, 0,
abeistw, 8, 0,
acdlprs, 4, 0,
abegrtw, 8, 0,
deorstw, 8, 0,
deilpsy, 256, 0,
deimprs, 8, 0,
efklors, 16, 0,
eikprst, 8, 0,
adeprsu, 32, 101,
acdfirs, 32, 0,
dkloqrs, 8, 0,
aeimort, 4, 0,
adersuw, 2, 53,
cenqrst, 256, 0,
denorsv, 32, 62,
adejnrs, 4, 0,
aorstvx, 4, 0,
delprsu, 16, 37,
deiknot, 256, 0,
adehirs, 64, 0,
abeirty, 8, 0,
enrtvxy, 2, 0,
aeinqry, 64, 0,
aehnrty, 16, 0,
aefgirs, 128, 39,
bdeirty, 64, 0,
afprstu, 8, 0,
begirtu, 4, 22,
ahiprsu, 32, 0,
cdeilpt, 32, 23,
abdirst, 32, 0,
iklprsu, 128, 0,
einpstu, 64, 0,
adenpru, 16, 56,
acegrst, 16, 0,
denorst, 512, 0,
bdlnost, 128, 0,
adehptw, 16, 30,
cdefnpr, 16, 18,
deklmpr, 64, 0,
abeirtx, 2, 47,
abersuv, 32, 51,
abcerst, 32, 112,
abeorst, 8, 0,
acdersx, 512, 0,
begiqrt, 2, 0,
dehlrst, 64, 0,
eilprst, 4, 0,
deinpst, 4, 0,
defklos, 32, 32,
koprstu, 4, 0,
dgpqrsu, 4, 0,
acdilrs, 4, 0,
adekors, 64, 0,
aehiort, 4, 0,
adelrsw, 32, 93,
acenqrs, 32, 61,
bcdenor, 64, 0,
acdensx, 8, 26,
amorstv, 8, 0,
adeipru, 8, 0,
dinostw, 32, 0,
adeirsu, 32, 72,
aeirtuy, 32, 35,
beirtvy, 16, 0,
aenrtwy, 64, 0,
aeirtvy, 16, 0,
aefirsy, 8, 0,
abcdert, 4, 42,
befprtu, 4, 7,
abegirw, 2, 35,
ehiprsu, 32, 53,
ceilprt, 4, 0,
abdeinr, 8, 0,
efilrsu, 8, 0,
einpsux, 8, 0,
acegnpr, 64, 0,
abersty, 8, 0,
denqrst, 64, 0,
dejnost, 32, 37,
acdeprt, 16, 64,
acdegpr, 128, 21,
deilmor, 16, 40,
abinort, 8, 0,
abcertu, 4, 34,
bekrstu, 16, 0,
abeimrt, 8, 0,
abcdepr, 4, 19,
aegiprt, 32, 70,
dehostw, 64, 0,
cdilpst, 32, 0,
deimnop, 256, 0,
deklorv, 4, 0,
ekprsux, 32, 35,
egprstu, 16, 0,
adeiprs, 16, 87,
eklorsv, 256, 0,
aeijort, 32, 20,
adelrsw, 32, 93,
abceqrt, 8, 20,
cdeknos, 4, 0,
abcenrs, 16, 0,
ekorstv, 8, 0,
acdprsu, 32, 0,
bdeinst, 32, 71,
cdeijrs, 32, 50,
aeirsxy, 8, 0,
einrtvw, 8, 0,
aeinrtu, 16, 0,
ainrtwy, 8, 0,
aeiprsy, 4, 0,
abeijrt, 4, 32,
egprstu, 8, 0,
adegirt, 8, 0,
eipqrsu, 4, 0,
cdeprtw, 2, 0,
abcdeir, 8, 50,
ceilprs, 64, 0,
ehinrsu, 4, 0,
acdenps, 64, 0,
abgrstx, 16, 0,
delnrtu, 64, 0,
denorst, 32, 100,
adjprtw, 16, 10,
adelnpr, 8, 0,
eglmopr, 64, 0,
abinprt, 16, 0,
abrstuv, 128, 0,
abejstu, 8, 0,
adeirst, 32, 160,
acejprs, 16, 0,
