vocabs, center, score
aeknstv, 8, 0,
cdenprs, 64, 0,
ahnorty, 16, 0,
cdejrsv, 32, 29,
beistvy, 16, 0,
egoprsu, 8, 0,
aijorty, 4, 0,
abeirwy, 8, 0,
dkmoprs, 8, 0,
delnpsx, 8, 0,
adestvw, 8, 0,
bdkprsu, 16, 5,
eklrstu, 128, 0,
defhlst, 8, 0,
bdflsuw, 16, 5,
bmorstu, 64, 0,
cdemnst, 8, 9,
cdeopqs, 8, 10,
dekmqrt, 4, 0,
aegklvw, 128, 12,
achnptw, 16, 0,
cefkors, 8, 18,
akmortv, 64, 0,
acdeors, 128, 0,
bdkpqrs, 32, 0,
abeknop, 4, 11,
akostvw, 8, 0,
cdejpqs, 32, 9,
ahinrwy, 64, 0,
dejprsv, 16, 20,
abefisy, 4, 18,
eflorsu, 2, 0,
aeioqrt, 4, 0,
abemrty, 4, 41,
dekopqr, 4, 0,
adelpst, 8, 0,
abehsvw, 4, 6,
defkpsu, 32, 17,
dejklrt, 32, 21,
defhsty, 4, 0,
defosuw, 32, 19,
abfmort, 4, 24,
emnostv, 8, 0,
cdloqrs, 64, 0,
dgkqrst, 4, 0,
aegklrt, 64, 0,
achintx, 4, 0,
cdkorsu, 8, 15,
aeoqrtv, 16, 0,
cdeqrst, 32, 40,
dkpqrsv, 16, 1,
abeglnp, 32, 28,
aeostvx, 2, 29,
ceopqrs, 32, 43,
ahnotwy, 64, 0,
djmnrsv, 32, 0,
abeioty, 16, 0,
eflopsu, 8, 0,
adeioty, 128, 0,
aceirty, 16, 0,
dekmopu, 32, 13,
defnpst, 8, 0,
aehstvw, 8, 0,
deklpsu, 64, 0,
eklnrtu, 128, 0,
dfhkrst, 8, 0,
dflsuvw, 16, 2,
abcmors, 16, 0,
cdmnost, 64, 0,
cdeiors, 16, 61,
eikqrst, 4, 0,
egklstv, 64, 0,
achiqtw, 8, 7,
cdehkrs, 32, 36,
aekoqrv, 4, 0,
acdeqst, 8, 22,
djkpqrs, 16, 1,
aelnopy, 512, 0,
akostvw, 32, 0,
cdmpqrs, 4, 0,
ahnrwxy, 8, 0,
denrsvw, 8, 0,
abdisty, 16, 18,
bfoprsu, 256, 0,
aeirtuy, 128, 0,
abeijry, 16, 0,
demopqr, 16, 25,
adelnpt, 128, 0,
adehnsw, 4, 0,
dejkpru, 32, 22,
deglrtu, 64, 0,
efhrstw, 2, 0,
dflstuw, 16, 4,
ablmors, 128, 0,
demnosu, 4, 0,
cdeoqru, 4, 0,
dekqrsu, 8, 0,
egkltvy, 32, 13,
achlntw, 8, 6,
cdeoqrs, 64, 0,
adeortv, 4, 0,
aceiqrs, 8, 45,
ekpqrst, 32, 40,
belnopr, 4, 19,
adkostv, 8, 0,
cdempqs, 64, 0,
bhnrtwy, 8, 0,
dejrsvx, 8, 0,
beistuy, 8, 0,
eflorsu, 8, 0,
aeirtvy, 256, 0,
abirtvy, 256, 0,
dekmopw, 256, 0,
adelnpt, 32, 58,
aehosvw, 8, 0,
cdekpsu, 4, 0,
eklmrtu, 16, 0,
adehrst, 8, 0,
delsuwx, 16, 17,
abmnost, 4, 30,
delmnot, 16, 24,
cdeoprs, 256, 0,
bdekrst, 4, 11,
acekltv, 16, 0,
achiknt, 4, 0,
defkors, 4, 0,
adekrtv, 4, 0,
acdemqs, 4, 0,
dklpqrs, 16, 4,
ablnops, 8, 0,
aekotvw, 8, 0,
cdeprsu, 512, 0,
hknrtwy, 64, 0,
bdenrsv, 8, 0,
abfisty, 256, 0,
cfoprsu, 512, 0,
aeiotvy, 4, 0,
beirtxy, 8, 0,
adekopr, 4, 0,
delnpqs, 16, 12,
adehosw, 8, 0,
dekpsuy, 128, 0,
deikrtu, 16, 18,
cdefhst, 128, 0,
eflstuw, 16, 0,
amorstw, 256, 0,
egmnost, 16, 0,
ceopqrs, 4, 0,
depqrst, 32, 61,
adegktv, 8, 0,
ahintvw, 16, 0,
cehkors, 256, 30,
aekmort, 32, 54,
cdekqrs, 256, 0,
cdepqrs, 256, 0,
abelnpq, 512, 0,
aekrstv, 16, 0,
acdeqrs, 128, 0,
ahnqrtw, 64, 0,
dehjnrs, 32, 28,
abeikst, 512, 39,
ceoprsu, 4, 0,
agiorty, 8, 0,
abirtuy, 4, 19,
aekmopr, 16, 0,
dejlnps, 4, 0,
adghsvw, 128, 8,
dekprtu, 8, 0,
adelrtu, 16, 41,
defrstx, 64, 6,
defjlsw, 4, 0,
amorstx, 32, 0,
degnost, 16, 36,
cdeopqs, 32, 18,
deikqrt, 16, 16,
agikltv, 4, 0,
achnrtw, 32, 0,
cdejkor, 4, 0,
aegkort, 32, 44,
acdeiqs, 4, 0,
deknqrs, 64, 0,
ablmnop, 16, 0,
aekstvy, 8, 0,
cdelpqs, 256, 0,
abhnrwy, 8, 0,
degjrsv, 8, 0,
aehisty, 64, 0,
eflopsu, 32, 32,
aeiorst, 16, 0,
abeiort, 16, 0,
dekmopw, 32, 17,
dejlnpt, 16, 9,
adehnvw, 256, 7,
deprstu, 8, 0,
bdekrtu, 4, 15,
defhrsu, 64, 12,
deklsuw, 256, 0,
abimost, 64, 0,
demnoqt, 8, 0,
cdefoqr, 8, 6,
ejkqrst, 256, 0,
aegiklv, 8, 0,
cehintw, 2, 0,
cdeikrs, 4, 0,
ekortvy, 16, 0,
acdegqs, 32, 22,
ejkpqrs, 32, 22,
abelnot, 16, 0,
ekostvw, 8, 0,
acdepqr, 4, 0,
hjnrtwy, 16, 0,
cejnrsv, 8, 8,
abeisvy, 64, 0,
fjoprsu, 4, 0,
ahiorty, 8, 0,
beijrty, 16, 0,
cdekmop, 16, 11,
delmnpt, 16, 14,
adesvwx, 4, 0,
dekpsux, 256, 0,
deklrst, 8, 0,
dfhrstw, 4, 0,
cdefsuw, 16, 12,
abhmors, 128, 0,
demnort, 32, 64,
cdehoqs, 8, 11,
deklqrt, 16, 11,
begkltv, 32, 15,
achimnw, 8, 22,
cdenors, 16, 56,
aekoruv, 64, 0,
cdenqrs, 8, 14,
dehkpqr, 4, 0,
aelnopr, 256, 0,
adkostv, 8, 0,
cdpqrsx, 4, 0,
afhnrty, 16, 0,
ejnrsuv, 64, 0,
abeimty, 8, 0,
deforsu, 16, 42,
egiorty, 4, 0,
abirtwy, 256, 0,
cdekopr, 16, 30,
adlnpst, 4, 0,
dehstvw, 64, 0,
dkprsuv, 4, 0,
deklnrt, 2, 0,
efhirst, 64, 30,
efhlsuw, 4, 0,
abmrstu, 8, 0,
aemnost, 8, 0,
deoqrsx, 4, 0,
denqrst, 256, 0,
aegiklt, 8, 0,
acintuw, 128, 0,
cdehkor, 4, 0,
aekotvw, 4, 0,
cdeqrsx, 16, 13,
dekprsx, 16, 19,
aelnopr, 4, 0,
aeoqstv, 4, 0,
cepqrsx, 64, 0,
hnortwy, 16, 0,
dejnrst, 4, 0,
abeilsy, 16, 0,
efmorsu, 8, 0,
aeilrty, 4, 0,
abeijty, 4, 12,
cdekmpr, 256, 0,
eglnpst, 8, 0,
abdhsvw, 8, 0,
defkpsu, 8, 0,
deflrtu, 32, 39,
dfhnrst, 128, 0,
bdefluw, 4, 9,
abdmost, 64, 0,
ademnos, 8, 0,
cdeoqrx, 4, 0,
deqrstv, 16, 17,
aeghktv, 8, 0,
acimntw, 16, 0,
cdefkrs, 256, 0,
abekorv, 16, 0,
acdemrs, 4, 0,
dekmpqr, 8, 0,
belnopw, 64, 0,
aeopstv, 8, 0,
cepqrsu, 4, 0,
ahnstwy, 32, 0,
djmnrsv, 4, 0,
abemsty, 32, 34,
eoprsuv, 512, 0,
aeiortx, 4, 0,
behirty, 16, 0,
dejkmor, 8, 0,
denpstx, 4, 0,
adefhsw, 512, 0,
dekprtu, 8, 0,
deklruv, 16, 14,
defhnst, 16, 9,
defiluw, 64, 14,
amorstu, 64, 0,
ademnst, 256, 0,
cdmoqrs, 4, 0,
dekorst, 4, 0,
aegktvy, 8, 0,
acinqtw, 128, 0,
cdekrsy, 4, 0,
akortuv, 16, 0,
aceqrst, 32, 81,
ekopqrs, 128, 0,
abelnow, 32, 25,
ehkostv, 8, 0,
cdeiqrs, 16, 32,
ahrstwy, 4, 0,
dejrstv, 32, 44,
abelsty, 16, 0,
aeoprsu, 4, 0,
aeortwy, 2, 23,
abirtxy, 4, 14,
dekmops, 16, 15,
deilnpt, 8, 0,
adehqvw, 128, 0,
dekqrsu, 128, 0,
dekltuw, 256, 0,
defnrst, 32, 58,
bdeflsw, 16, 13,
abmostx, 16, 0,
bdemnot, 32, 34,
acdeoqs, 64, 0,
dikqrst, 8, 0,
adegklt, 4, 0,
achintu, 32, 0,
acekors, 8, 44,
akortvy, 4, 0,
cdeoqrs, 4, 0,
ekpqrsy, 4, 0,
abenopt, 16, 0,
aekmost, 128, 0,
cdeprsy, 4, 0,
ahrstwy, 4, 0,
deknrsv, 16, 19,
aegisty, 8, 0,
aeforsu, 16, 0,
aeorsty, 256, 0,
aeimrty, 32, 58,
dekoprv, 4, 0,
delprst, 32, 91,
adehpsv, 64, 0,
dkprstu, 16, 6,
dhklrtu, 16, 7,
efhorst, 4, 0,
eflsuwy, 8, 0,
abgmors, 64, 0,
demoqst, 2, 0,
cdeoqrt, 16, 17,
ehkqrst, 16, 0,
aegklmv, 16, 0,
ahintwy, 2, 17,
cdekrsy, 4, 0,
aekoprt, 4, 0,
acdeqsu, 16, 19,
dekqrsv, 2, 0,
behlnop, 4, 9,
aefostv, 16, 0,
cdeiqrs, 8, 21,
ahnruwy, 2, 10,
egjnrsv, 128, 7,
abdeity, 32, 26,
foprsuv, 4, 0,
adeorty, 4, 0,
abeiqrt, 32, 43,
degmopr, 64, 0,
delpsty, 8, 0,
acdehsv, 8, 17,
deikrsu, 8, 0,
dehkltu, 4, 0,
efhirst, 512, 40,
dflsuwx, 4, 0,
ablmost, 16, 0,
emnosty, 64, 0,
cdeloqs, 8, 14,
bdekqst, 32, 13,
aegklrv, 4, 0,
achitwy, 16, 0,
cdklors, 32, 0,
aeortvw, 8, 0,
acderst, 8, 71,
dekqrst, 16, 16,
abenopy, 128, 0,
aekosvw, 4, 0,
depqrsu, 16, 28,
hlnrtwy, 32, 0,
djnrsvw, 128, 0,
aehisty, 4, 0,
fhoprsu, 8, 0,
aimorty, 16, 0,
abeijty, 4, 12,
defkopr, 4, 0,
delnptx, 256, 0,
dehksvw, 2, 0,
deprstu, 2, 0,
efklrtu, 16, 0,
defhjrs, 8, 0,
defltuw, 4, 0,
abmprst, 256, 0,
dejnost, 8, 0,
cdeorsu, 16, 52,
bdekqrs, 64, 0,
egkltvw, 4, 0,
achinqt, 64, 0,
cdefkor, 16, 18,
aekrstv, 4, 0,
acdeiqs, 16, 37,
dekpqsy, 8, 0,
abelnox, 4, 15,
aegkstv, 256, 0,
cdepqst, 32, 16,
ahinrtw, 512, 28,
cdejnsv, 128, 0,
abestxy, 4, 17,
efopstu, 8, 0,
aegiory, 512, 15,
abeipty, 128, 0,
dkmopry, 8, 0,
delpstv, 4, 0,
adehlsw, 512, 0,
dekmrsu, 8, 0,
dekmrtu, 8, 0,
defhirs, 4, 0,
dflsuwx, 4, 0,
akmorst, 128, 0,
demnrst, 16, 30,
cdeoprs, 4, 0,
bekqrst, 64, 0,
aegklpt, 128, 19,
chinrtw, 4, 0,
cdejkos, 128, 0,
aekorst, 4, 0,
adeqrsu, 32, 52,
deklprs, 8, 0,
abelopw, 16, 0,
aekosuv, 8, 0,
cdeqrsv, 128, 0,
ahrstwy, 8, 0,
dejmnrv, 4, 0,
befisty, 256, 0,
eioprsu, 16, 0,
aeirtxy, 128, 0,
beikrty, 4, 14,
demopru, 32, 48,
denpsty, 512, 0,
adhqsvw, 4, 0,
ekprsuy, 4, 0,
deklrux, 128, 0,
defhirt, 8, 0,
defsuvw, 4, 0,
abjorst, 8, 0,
delmnot, 4, 0,
cdejoqr, 8, 5,
adkqrst, 4, 0,
egkltuv, 16, 0,
achnotw, 32, 0,
cdehkos, 4, 0,
aemortv, 4, 0,
acdqrsy, 4, 0,
deklqrs, 4, 0,
ablnops, 8, 0,
ekoqstv, 16, 0,
cdkpqrs, 512, 0,
aghnrwy, 4, 0,
dehjnrv, 128, 0,
abeiosy, 8, 0,
efkopsu, 64, 6,
aiortwy, 32, 0,
abeijrt, 32, 45,
ekmnopr, 8, 0,
deglnpt, 4, 0,
adehmvw, 128, 0,
ekpqrsu, 16, 0,
deklruv, 16, 14,
cdfhrst, 8, 2,
aeflsuw, 512, 0,
abmoqst, 256, 0,
demnotu, 4, 0,
bcdeoqr, 8, 9,
egkqrst, 8, 0,
aegltvx, 8, 0,
achijnw, 4, 0,
cdegkos, 8, 9,
adekotv, 4, 0,
acdqrsx, 64, 0,
dekqrsv, 16, 11,
abehnop, 64, 0,
bekostv, 8, 0,
cdefpqs, 4, 0,
ahnotwy, 32, 0,
dejrsuv, 4, 0,
abistuy, 4, 22,
defprsu, 64, 15,
aeiotwy, 4, 0,
abeprty, 16, 0,
dekmops, 4, 0,
adenpst, 8, 0,
dehsuvw, 64, 0,
dehkpru, 8, 0,
delrtuw, 4, 0,
adefhst, 4, 0,
deflquw, 4, 0,
aborstw, 16, 0,
bdmnost, 4, 9,
adeoqrs, 4, 0,
dekqstw, 64, 0,
aegjklv, 4, 0,
achntuw, 32, 0,
cdegkrs, 512, 0,
aeknort, 8, 0,
acdejrs, 4, 0,
bdepqrs, 64, 0,
beklnop, 128, 0,
efkostv, 32, 17,
cdepqsy, 8, 5,
hlnrtwy, 16, 0,
dejnstv, 128, 0,
abistwy, 32, 0,
efhoprs, 4, 0,
aeortxy, 32, 25,
abeinty, 4, 18,
dekmnop, 8, 0,
denpqst, 8, 0,
aehrsvw, 128, 0,
deklpsu, 4, 0,
bdklrtu, 32, 0,
efhmrst, 2, 0,
deflstw, 32, 39,
abmorsv, 8, 0,
djmnost, 8, 0,
cdeopqs, 64, 0,
bdekrst, 8, 0,
aeklstv, 8, 0,
achinpt, 8, 29,
cdjkors, 64, 0,
aekostv, 512, 0,
acdeqsx, 8, 13,
dekprsu, 16, 30,
abelnow, 8, 0,
abkostv, 128, 0,
cdpqrsw, 16, 1,
adhrtwy, 32, 0,
cdenrsv, 128, 0,
abeisuy, 4, 18,
eforsux, 512, 0,
aeirsty, 32, 92,
aegirty, 16, 0,
dehkopr, 2, 0,
dlnpstx, 32, 0,
adehuvw, 4, 0,
defkrsu, 8, 0,
defklrt, 256, 0,
defjrst, 8, 0,
adeflsu, 8, 0,
ablmrst, 512, 0,
demnort, 8, 0,
bceoqrs, 4, 16,
deklqst, 8, 0,
aeglqtv, 256, 0,
achiotw, 64, 0,
cdhkors, 512, 0,
aekoqrv, 32, 13,
cdeqrsy, 4, 0,
deklpqr, 8, 0,
aelnopv, 64, 0,
adekosv, 8, 0,
cdehqrs, 16, 15,
ahnprwy, 32, 0,
dejnpsv, 128, 0,
beiqsty, 8, 0,
foprsuv, 32, 0,
aijorty, 4, 0,
aeirsty, 128, 0,
dekoprx, 64, 0,
delnprs, 4, 0,
aehisvw, 8, 0,
dgkprsu, 8, 0,
deklrst, 8, 0,
defhrsu, 64, 12,
dflpsuw, 16, 2,
abcmost, 256, 0,
demnotv, 4, 0,
denoqrs, 2, 0,
dehkrst, 4, 0,
aegktuv, 4, 0,
achnotw, 64, 0,
acdekrs, 4, 0,
aejkrtv, 8, 0,
acdejrs, 64, 0,
dekqrst, 16, 16,
abelopq, 8, 0,
aeostuv, 4, 0,
cdehqrs, 2, 0,
ahnprtw, 4, 0,
dejnorv, 4, 0,
aeimsty, 4, 0,
efoprsy, 256, 0,
aeinory, 128, 0,
abemrty, 4, 41,
demoprt, 32, 75,
delprst, 16, 40,
aehjsvw, 4, 0,
adkprsu, 4, 0,
delrtuv, 128, 0,
defghrs, 16, 14,
defluwx, 4, 0,
aboprst, 8, 0,
demnotv, 8, 0,
denoqrs, 16, 39,
delqrst, 32, 55,
abgkltv, 4, 5,
ahijntw, 4, 0,
bdekors, 16, 36,
aehkotv, 16, 0,
acdeqsu, 16, 19,
degkqrs, 64, 0,
ablnopy, 32, 0,
ekostvy, 32, 16,
cefpqrs, 32, 26,
aenrtwy, 8, 0,
djnrstv, 256, 0,
abestxy, 64, 0,
afoprsu, 4, 0,
aeijoty, 4, 0,
abelrty, 16, 0,
adekmop, 32, 21,
bdlnpst, 4, 3,
bdehsvw, 4, 2,
deknpru, 8, 0,
deklrtw, 4, 0,
dfhnrst, 8, 0,
delsuwx, 8, 0,
abgorst, 4, 32,
demoqst, 16, 17,
ceoqrsw, 4, 0,
dekqstw, 8, 0,
aefgklt, 2, 36,
acimntw, 256, 0,
acekors, 32, 57,
ahkortv, 8, 0,
acdqrsu, 4, 0,
dekoprs, 32, 66,
abelopy, 4, 15,
aeikotv, 16, 0,
depqrst, 16, 30,
ahirtwy, 4, 0,
deijnsv, 32, 26,
abeimty, 8, 0,
cefoprs, 32, 52,
aeoqrty, 8, 0,
abeikrt, 32, 58,
dekoprw, 64, 0,
denpqst, 256, 0,
acehsvw, 8, 13,
dejprsu, 128, 0,
dfklrtu, 4, 0,
defhprs, 8, 0,
deflpsu, 2, 0,
abnorst, 64, 0,
dlmnost, 32, 0,
cdloqrs, 64, 0,
defkqrt, 128, 0,
aeikltv, 2, 39,
acfhitw, 256, 12,
cdkorsy, 128, 0,
aelortv, 128, 0,
abcdeqr, 16, 26,
dekopqs, 4, 0,
abeglno, 256, 0,
akopstv, 128, 0,
cdekpqs, 2, 0,
adhnrwy, 8, 0,
denrsvy, 64, 0,
aeiosty, 32, 16,
aefprsu, 8, 0,
aemorty, 4, 0,
abirtvy, 8, 0,
dekmort, 32, 40,
delnrst, 4, 0,
abdesvw, 4, 8,
cdekpru, 256, 0,
deklpru, 8, 0,
efhrstv, 32, 40,
eflpsuw, 4, 0,
amoqrst, 4, 0,
cdemnst, 4, 0,
deopqrs, 4, 0,
dekqrty, 16, 9,
aegklot, 8, 0,
acdintw, 4, 0,
cdekosw, 64, 0,
aekotvx, 64, 0,
adeqrsx, 4, 0,
dejkprs, 128, 0,
abejlop, 2, 16,
aekopst, 32, 39,
cdeqrsx, 32, 23,
hnrtvwy, 32, 0,
ejnrsvw, 4, 0,
abeiqst, 8, 0,
beforsu, 2, 0,
aeortuy, 8, 0,
abeitxy, 16, 0,
defkmop, 16, 9,
adenpst, 128, 0,
adesvwy, 32, 32,
adkprsu, 8, 0,
dekrtuy, 8, 0,
defirst, 32, 85,
dfhlsuw, 4, 0,
abkmost, 64, 0,
deimnst, 16, 48,
dekoqrs, 16, 26,
cdkqrst, 512, 0,
aegktvx, 64, 0,
achlntw, 4, 0,
bcdkors, 4, 11,
ekortvx, 8, 0,
cdeqrsx, 4, 0,
ekpqrsw, 16, 0,
abclnop, 64, 0,
ahkostv, 16, 0,
cepqrsx, 8, 8,
ahmnrtw, 64, 0,
dejnqrv, 4, 0,
abeisxy, 32, 14,
fnoprsu, 4, 0,
adiorty, 4, 0,
abeirsy, 32, 49,
ekmnopr, 128, 0,
bdelnst, 16, 24,
abdehsw, 4, 9,
dehprsu, 4, 0,
delrtux, 4, 0,
defhirs, 8, 0,
eflrsuw, 64, 18,
bdmorst, 8, 0,
efmnost, 8, 0,
cdkoqrs, 16, 8,
deikqrs, 8, 0,
aegltvw, 16, 0,
achnrtw, 8, 12,
cdekorw, 16, 21,
aeklotv, 8, 0,
cdeqrsw, 32, 28,
defkpqr, 512, 0,
abelnpw, 32, 23,
aeklstv, 256, 0,
dekpqrs, 4, 0,
ahlntwy, 4, 0,
cdejnsv, 64, 0,
abeikty, 8, 0,
enoprsu, 32, 72,
aeiortw, 4, 0,
aeiorty, 128, 0,
ekmnopr, 8, 0,
degnpst, 8, 0,
adhosvw, 4, 0,
deknprs, 64, 0,
deklrst, 64, 0,
defprst, 256, 0,
deflnuw, 8, 0,
bcmorst, 64, 0,
degnost, 4, 0,
cdeoqrw, 128, 0,
dekmrst, 4, 0,
agikltv, 128, 6,
chinstw, 4, 0,
cdekory, 128, 0,
aeortvx, 256, 0,
acdfqrs, 16, 6,
dekpqsx, 4, 0,
abeilno, 4, 31,
abekost, 8, 0,
cenpqrs, 16, 0,
hnrtuwy, 8, 0,
denrsuv, 16, 42,
bdeisty, 4, 21,
aefprsu, 8, 0,
aeinoty, 4, 0,
abceity, 8, 12,
dekoprv, 8, 0,
delnptu, 256, 0,
adepsvw, 8, 0,
dikprsu, 16, 10,
dekltuw, 8, 0,
defhstw, 32, 25,
bdefsuw, 32, 17,
abhmort, 8, 0,
demnopt, 4, 0,
cdegqrs, 2, 0,
deikrst, 256, 0,
adgkltv, 32, 0,
ahinotw, 4, 0,
cdekmrs, 4, 0,
aehortv, 16, 0,
acdegqr, 256, 0,
dekmprs, 64, 0,
abelopv, 8, 0,
aeklosv, 2, 38,
depqrsx, 64, 0,
ahlnrty, 16, 0,
dejknrv, 128, 0,
behisty, 64, 0,
efmopsu, 8, 0,
aeortwy, 4, 0,
abeirwy, 32, 22,
deknopr, 32, 42,
cdelnst, 32, 46,
adehrsw, 128, 0,
dekmpru, 64, 0,
adekltu, 16, 14,
defmrst, 16, 20,
defluvw, 512, 0,
abjmors, 128, 0,
dehmnos, 16, 19,
cdeorst, 16, 44,
dekqrtu, 64, 0,
agklotv, 2, 21,
acgintw, 32, 0,
cegkors, 32, 37,
aekrtvw, 8, 0,
cdeqrsx, 512, 0,
cdepqrs, 2, 0,
abjlnop, 64, 0,
aeoqstv, 4, 0,
cdeopqr, 4, 0,
hnrtuwy, 32, 0,
cdejnrs, 4, 0,
abeijty, 4, 12,
efoprsw, 4, 0,
aeortvy, 64, 0,
abeiqrt, 4, 34,
ekmoprs, 32, 54,
dejlnps, 32, 28,
adehnsv, 64, 0,
dgkprsu, 8, 0,
ejklrtu, 8, 0,
deforst, 8, 0,
deflsvw, 32, 22,
abgmors, 32, 0,
delmnos, 32, 62,
cdeoqsw, 16, 13,
ekoqrst, 64, 0,
cegkltv, 16, 0,
achimtw, 8, 12,
cdekoqr, 4, 0,
aklortv, 4, 0,
acdeqrt, 2, 55,
delpqrs, 32, 49,
abenopt, 4, 16,
aikostv, 8, 0,
cdpqrst, 8, 2,
ahnqrwy, 8, 0,
dejnrtv, 64, 0,
abestvy, 8, 0,
aefopru, 64, 18,
aeioprt, 32, 66,
abeilrt, 16, 0,
dekmopx, 128, 0,
deflnst, 16, 16,
adhsvwy, 8, 0,
ekprsuy, 4, 0,
degkltu, 16, 10,
efhnrst, 8, 0,
defpsuw, 4, 0,
bjmorst, 32, 0,
dlmnost, 64, 0,
cdekqrs, 32, 26,
cdekqrt, 256, 0,
aeglstv, 4, 0,
chintwy, 32, 0,
cdekory, 16, 18,
aejkort, 16, 0,
acdefqs, 256, 0,
dekpqsu, 32, 16,
abeknop, 32, 15,
aekrstv, 8, 0,
degpqrs, 4, 0,
ahnqtwy, 16, 0,
dejrsuv, 8, 0,
abeipsy, 32, 20,
eoprsuy, 32, 53,
aeilort, 32, 72,
abgirty, 8, 0,
adekopr, 8, 0,
dflnpst, 16, 4,
adehqvw, 8, 0,
defkpru, 4, 0,
deklnrt, 4, 0,
efhrsty, 8, 0,
delsuwy, 8, 0,
abiorst, 4, 43,
emnostw, 2, 0,
cdeioqr, 8, 14,
deklrst, 64, 0,
adgkltv, 4, 0,
acghinw, 64, 0,
deikors, 16, 49,
ehkortv, 64, 0,
acdeqrt, 32, 53,
bdekpqr, 16, 14,
abefnop, 8, 0,
agkostv, 64, 0,
cepqrsu, 16, 0,
ahnqrty, 128, 0,
dejnqsv, 8, 0,
bdeisty, 32, 33,
efpqrsu, 16, 0,
