vocabs, center, score
bflmnsu, 64, 6,
aberstu, 16, 0,
dekmprw, 32, 23,
deghnot, 16, 23,
abdfhil, 8, 0,
efhrsxy, 4, 0,
bdenpsw, 8, 0,
aelnpst, 8, 0,
acdefpy, 8, 6,
abeimoq, 8, 0,
adhpsvw, 16, 6,
degpqrt, 128, 13,
cdenrtw, 8, 13,
defglrw, 16, 12,
adeorwy, 64, 0,
ejnrsux, 8, 0,
abhirty, 8, 0,
efiprst, 4, 0,
cekprst, 128, 0,
defltuw, 16, 10,
ablmnux, 8, 0,
abprstu, 64, 0,
ekmoprv, 128, 0,
eghostx, 32, 20,
bdefily, 4, 13,
defrsvy, 8, 0,
cdempsw, 32, 21,
denpstw, 64, 0,
acdepru, 16, 45,
abemopq, 4, 9,
adefhsw, 2, 26,
dghmqrt, 4, 0,
cdekprw, 4, 0,
efgoprw, 4, 0,
deforvy, 8, 0,
ejknrsx, 4, 0,
abertxy, 32, 43,
defipsu, 32, 25,
cdenprt, 4, 0,
delotwx, 32, 29,
abhmnsu, 4, 11,
abgorst, 8, 0,
deklopr, 64, 0,
deghotw, 4, 0,
adefijl, 64, 17,
eforsxy, 4, 0,
bdempsw, 8, 0,
dejnpst, 16, 20,
acdefpy, 32, 11,
abelmqr, 16, 0,
adehisv, 32, 27,
degmnqr, 2, 0,
cdeortw, 32, 34,
efgorwx, 64, 5,
bdforwy, 32, 0,
dejnstx, 16, 15,
abeinry, 8, 0,
bfiprsu, 128, 0,
dekprtv, 16, 17,
eflotwx, 32, 16,
bflmnsu, 8, 0,
abegrst, 8, 0,
dekmorv, 64, 0,
deghops, 128, 15,
abdeflw, 8, 0,
cdefrsy, 16, 22,
emnprsw, 16, 0,
delnpsu, 64, 0,
acdefpu, 16, 13,
aemoqrv, 4, 0,
adepsvw, 64, 0,
degkmqt, 8, 0,
cdeptwx, 32, 15,
adegorw, 4, 0,
defqrwy, 8, 0,
ejnrsxy, 16, 0,
aeikrty, 512, 18,
efoprsu, 32, 54,
cdelprt, 4, 0,
deflqtw, 8, 0,
almnqsu, 8, 0,
aegrstu, 16, 0,
defkopr, 256, 0,
bdghost, 128, 8,
adefgil, 16, 22,
defsvxy, 16, 10,
deimnsw, 128, 0,
delmpst, 4, 0,
acdfkpr, 32, 0,
abemory, 64, 0,
adhstvw, 2, 22,
cegmqrt, 16, 0,
dehprtw, 128, 0,
defnorw, 4, 0,
defhowy, 4, 0,
dejnqrx, 8, 0,
abeinrt, 32, 105,
befirsu, 8, 0,
acdekrt, 64, 0,
eflotwy, 4, 0,
abmnstu, 8, 0,
aberstu, 32, 100,
dkmoprs, 4, 0,
deghotw, 8, 0,
bdefilm, 64, 13,
defkrxy, 8, 0,
denpswx, 8, 0,
cdelnps, 8, 9,
adefprx, 8, 0,
begmoqr, 256, 0,
adhrsvw, 256, 6,
dejmqrt, 256, 0,
cdekrtw, 32, 21,
degkorw, 8, 0,
defmory, 4, 0,
degjnrs, 16, 24,
abeirst, 8, 0,
deiprsu, 16, 64,
dekprty, 4, 0,
delotuw, 16, 27,
abelmsu, 256, 0,
abgrtuv, 4, 8,
dekmorx, 16, 21,
eghostx, 4, 0,
abdegil, 4, 30,
derstxy, 4, 0,
dlmnpsw, 4, 0,
delnqst, 16, 23,
acdefrv, 8, 17,
aeimoqr, 8, 0,
dehisvw, 512, 10,
bdegqrt, 64, 0,
cdeoptw, 8, 9,
defgruw, 256, 0,
bdefrwy, 512, 0,
adenrsx, 4, 0,
abiprty, 8, 0,
efhirsu, 4, 0,
dekprty, 16, 19,
defotwy, 8, 0,
abelnsu, 128, 0,
bglrstu, 16, 0,
eikmopr, 128, 0,
deghoty, 16, 16,
adefilx, 256, 0,
cdefrsy, 16, 22,
emnpsvw, 4, 0,
deflnst, 32, 53,
acdefps, 8, 17,
aemopqr, 16, 0,
dehstvw, 256, 7,
degmprt, 32, 36,
ceiprtw, 256, 0,
defghow, 256, 6,
defhowy, 512, 0,
bdejnsx, 16, 13,
abhirty, 128, 0,
efijrsu, 64, 21,
degkprt, 32, 31,
efglotw, 512, 0,
ablnqsu, 4, 12,
abdgrst, 8, 0,
defkopr, 4, 0,
degnost, 16, 38,
abdefls, 4, 29,
defswxy, 128, 0,
cdmnpsw, 8, 4,
cdlnpst, 16, 5,
acdekpr, 64, 0,
aemopqr, 4, 0,
adejsvw, 32, 22,
deglmrt, 16, 18,
acdeprw, 32, 48,
defgkow, 16, 12,
adefrwy, 4, 0,
dejlnsx, 32, 24,
beilrty, 4, 21,
beiprsu, 32, 46,
cdhkprt, 4, 0,
efloqtw, 64, 3,
bflmnsu, 16, 0,
bgkrstu, 8, 0,
degmopr, 256, 0,
eghnost, 8, 0,
abefilr, 8, 0,
deflrsy, 64, 8,
emnpqsw, 32, 17,
delnstx, 16, 23,
acdefpw, 16, 8,
abeimoq, 32, 7,
deghsvw, 16, 10,
egkmqrt, 256, 0,
cdkprtw, 8, 2,
deghorw, 4, 0,
dfgorwy, 64, 5,
dijnrsx, 256, 0,
abenrty, 64, 0,
efgipsu, 8, 0,
cdkmprt, 8, 2,
adefotw, 256, 0,
ablnosu, 8, 0,
abgprst, 2, 36,
dekoprx, 4, 0,
dghkost, 16, 4,
adefilw, 32, 26,
efrswxy, 32, 18,
ademnpw, 16, 26,
cdlnpst, 8, 3,
acdfnpr, 4, 0,
abehoqr, 16, 0,
adehjvw, 8, 0,
dgmqrtw, 64, 0,
cdelrtw, 4, 0,
defgoqr, 8, 0,
dfhorwy, 16, 8,
ejmnrsx, 16, 0,
beijrty, 16, 0,
defipsu, 4, 0,
cdefkpr, 256, 0,
defiotw, 8, 0,
blmnpsu, 4, 5,
abdrstu, 16, 16,
bdekmop, 128, 0,
bdeghos, 32, 29,
abdfgil, 8, 0,
aefrsxy, 16, 0,
adempsw, 32, 37,
elnpstx, 8, 0,
acdfpqr, 16, 6,
abeoqru, 64, 0,
adeghvw, 8, 0,
adegqrt, 4, 0,
depqrtw, 256, 0,
defgopw, 8, 0,
deiorwy, 4, 0,
dejnprs, 16, 30,
abemrty, 64, 0,
cefprsu, 8, 23,
bcdekpt, 16, 10,
dflotwy, 4, 0,
abilmns, 256, 0,
begrstu, 16, 0,
bekmopr, 4, 14,
dghnost, 64, 0,
abefily, 4, 19,
efnrsxy, 2, 0,
cdemnpw, 64, 0,
cdelpst, 4, 0,
acdefip, 8, 14,
bemopqr, 8, 0,
adehosv, 4, 0,
egmpqrt, 256, 0,
cdelptw, 8, 7,
defgors, 128, 25,
defrvwy, 4, 0,
defjnsx, 4, 0,
abderty, 16, 39,
efhprsu, 16, 0,
cdefkpr, 4, 0,
dfhlotw, 4, 0,
abklmns, 64, 0,
abegrtu, 16, 0,
aekmopr, 4, 0,
degostv, 16, 20,
bdefily, 8, 0,
defprxy, 4, 0,
dehmpsw, 4, 0,
delnpsy, 256, 0,
acdefkp, 8, 6,
abdeoqr, 8, 0,
adehnsw, 8, 0,
degjmrt, 32, 20,
ceprstw, 128, 0,
defgorx, 4, 0,
cdefowy, 64, 3,
dejnrsw, 8, 0,
abeiory, 4, 31,
defipru, 16, 27,
cekprtw, 8, 8,
defkotw, 16, 12,
ablmrsu, 256, 0,
agjrstu, 16, 0,
bdekmor, 4, 24,
degorst, 8, 0,
adefijl, 64, 17,
deorsxy, 8, 0,
cdmnpsw, 4, 0,
delnopt, 32, 47,
adeflpr, 4, 0,
abekmor, 32, 27,
adhisvw, 512, 11,
dgmqrtv, 4, 0,
celprtw, 16, 0,
defnorw, 8, 0,
deorwxy, 4, 0,
ejnrstx, 512, 0,
abertuy, 8, 0,
efiprux, 16, 0,
cekmprt, 16, 0,
defjlot, 64, 6,
aflmnsu, 64, 14,
bgnrstu, 256, 0,
adekopr, 4, 0,
dehiost, 4, 0,
abdfilu, 8, 0,
bdefrxy, 128, 0,
denpqsw, 4, 0,
delpqst, 16, 18,
acdeprw, 32, 48,
abemqru, 128, 0,
adestvw, 32, 35,
egmqrtx, 8, 0,
cdelptw, 16, 12,
defoqrw, 4, 0,
efkorwy, 32, 13,
ejnrsvx, 16, 0,
abertuy, 4, 37,
efipsuy, 2, 0,
cdkprtv, 4, 0,
dfhlotw, 16, 7,
abglnsu, 8, 0,
abegrsu, 128, 48,
dekoprt, 128, 0,
deghopt, 256, 13,
abdeikl, 32, 31,
deflrsx, 16, 20,
dempsuw, 16, 20,
dlnopst, 32, 0,
adeflpr, 64, 25,
abmoqru, 8, 0,
aehrsvw, 4, 0,
egmnqrt, 32, 21,
cdelrtw, 8, 11,
defgovw, 4, 0,
deforwx, 4, 0,
dejrsxy, 4, 0,
abceity, 16, 0,
eipqrsu, 128, 0,
bcdkprt, 4, 0,
adeflot, 4, 0,
almnsuv, 16, 0,
abfrstu, 8, 0,
ekmoprv, 16, 0,
degoqst, 256, 0,
abdeflw, 32, 24,
dfhrsxy, 4, 0,
demnrsw, 32, 47,
delnpsy, 64, 0,
adefpry, 16, 37,
abefmor, 16, 0,
dehlsvw, 4, 0,
demqrty, 8, 0,
deprstw, 64, 0,
defgoru, 2, 0,
dekorwy, 16, 25,
dejnrxy, 16, 14,
abefiry, 16, 0,
fgiprsu, 2, 0,
cekpqrt, 4, 0,
defoptw, 4, 0,
abdmnsu, 16, 16,
aberstu, 2, 86,
dekmpqr, 4, 0,
deghmos, 16, 18,
abdfily, 8, 0,
dfprsxy, 2, 0,
admnpsw, 128, 0,
dejlnps, 32, 31,
acdefrv, 4, 0,
bejmoqr, 4, 10,
adehosw, 32, 34,
egmqrtu, 64, 0,
cdertuw, 8, 11,
defgovw, 8, 0,
defirwy, 8, 0,
cdejrsx, 4, 0,
abeiqty, 512, 5,
efgiprs, 4, 0,
cdekpru, 16, 22,
defklot, 64, 7,
almnstu, 8, 0,
abfgrtu, 32, 0,
adekopr, 4, 0,
eghostw, 16, 0,
abdfikl, 32, 0,
defgrxy, 8, 0,
denopsw, 8, 0,
bdelnps, 16, 27,
acdeprw, 128, 0,
abejmor, 4, 28,
abdehvw, 16, 9,
egmnqrt, 32, 21,
bcdprtw, 128, 0,
defgmor, 4, 0,
dforuwy, 8, 0,
dejrsux, 16, 21,
abefity, 4, 10,
efhprsu, 4, 0,
cdknprt, 256, 0,
cdefotw, 2, 0,
ablmnuv, 2, 19,
begrstu, 16, 0,
demoprt, 8, 0,
beghost, 4, 17,
abdefly, 256, 0,
defprsx, 8, 0,
defmpsw, 16, 11,
dejlpst, 64, 0,
cdefjpr, 4, 0,
abekmqr, 64, 0,
adehqsw, 16, 14,
degmrty, 4, 0,
cdeprtu, 16, 26,
efgoprw, 8, 0,
bdforwy, 4, 7,
ejmnrsx, 256, 0,
abeirst, 32, 116,
efpqrsu, 512, 0,
cdegkpr, 128, 9,
defhlot, 4, 0,
ablmpsu, 8, 0,
abrstux, 512, 0,
defmopr, 128, 0,
dehostv, 8, 0,
abdeilx, 4, 21,
dfprsxy, 512, 0,
cemnpsw, 8, 8,
delnqst, 8, 0,
adefprv, 4, 0,
ablmoqr, 4, 25,
dehisvw, 128, 0,
dgmqrtw, 16, 2,
bcdeprt, 4, 10,
defgnow, 64, 7,
defmowy, 128, 0,
dejnprs, 4, 0,
abeiqry, 128, 0,
aeiprsu, 4, 0,
cdekrtv, 32, 21,
bdflotw, 8, 0,
ahlmnsu, 16, 0,
bgrstuw, 8, 0,
degkmor, 128, 13,
deghoty, 8, 0,
abefhil, 4, 15,
defjrsx, 256, 0,
emnprsw, 16, 0,
eglnpst, 128, 12,
acdefor, 4, 0,
abdemqr, 32, 35,
aehlsvw, 512, 0,
degmnrt, 4, 0,
bceprtw, 4, 3,
deforsw, 128, 0,
defrtwy, 8, 0,
bdejnsx, 4, 7,
abeioty, 8, 0,
ehiprsu, 4, 0,
cdeikpr, 8, 22,
deloptw, 4, 0,
abilmnu, 16, 0,
ablrstu, 32, 0,
deikmor, 4, 0,
ceghost, 4, 0,
bdefiln, 4, 20,
dfprsxy, 4, 0,
dmnpqsw, 8, 0,
delnptu, 16, 20,
bcdefpr, 512, 0,
abemqrt, 4, 25,
adefhvw, 128, 0,
begmqrt, 8, 0,
cdgprtw, 64, 0,
dfgjorw, 32, 0,
defopry, 32, 35,
deijnrx, 8, 0,
abeinrt, 4, 50,
efprsuy, 128, 0,
cdeikrt, 16, 29,
defoptw, 16, 15,
almnqsu, 8, 0,
abgorsu, 512, 0,
defkmpr, 256, 0,
deghkst, 4, 0,
abdeflr, 8, 0,
deforxy, 8, 0,
dempswx, 8, 0,
denprst, 4, 0,
acdeprs, 8, 49,
aegmoqr, 4, 0,
dehsuvw, 64, 0,
demqrst, 16, 25,
cdenprt, 64, 0,
defgowy, 8, 0,
eforswy, 4, 0,
dejnrsu, 32, 51,
abirtvy, 4, 10,
befipru, 4, 9,
cdfkprt, 64, 0,
adelotw, 4, 0,
ajlmnsu, 16, 0,
abegrst, 4, 44,
deklmop, 8, 0,
deghosy, 64, 0,
abdeilu, 8, 0,
defrswy, 4, 0,
denopsw, 4, 0,
deilpst, 4, 0,
acdefry, 16, 25,
belmoqr, 4, 15,
adehsvy, 4, 0,
degqrst, 64, 0,
cdekptw, 4, 0,
defghrw, 32, 14,
defrtwy, 512, 0,
ejnrstx, 8, 0,
abertvy, 4, 33,
efimrsu, 64, 29,
cdehkpt, 128, 0,
defjltw, 32, 11,
aelmnsu, 8, 0,
bgrstuv, 16, 0,
dekmopu, 128, 0,
deghopt, 32, 24,
abdefiw, 4, 11,
deirsxy, 32, 45,
dmnopsw, 4, 0,
dehlnps, 8, 0,
acdeipr, 8, 48,
abemqrw, 128, 0,
dehosvw, 4, 0,
degmqtv, 32, 11,
cdeptvw, 2, 0,
defghor, 32, 25,
deortwy, 8, 0,
dejnrsu, 8, 0,
befirty, 64, 13,
efimpru, 8, 0,
cehkprt, 8, 17,
defotwx, 8, 0,
bdlmnsu, 64, 0,
agirstu, 512, 31,
degkopr, 8, 0,
dehiost, 16, 40,
bdefilw, 8, 0,
bdfrsxy, 128, 0,
cdemnps, 16, 15,
bdlnpst, 32, 0,
acdefgr, 128, 22,
abekoqr, 4, 22,
adehsvx, 512, 0,
deglmqr, 32, 19,
cdeqrtw, 16, 12,
bdfgorw, 2, 0,
defjory, 32, 18,
dijnrsx, 4, 0,
abderty, 8, 0,
defipsu, 256, 0,
cdekprs, 8, 22,
deflnow, 8, 0,
blmnpsu, 512, 0,
bgnrstu, 8, 0,
bdekmpr, 4, 6,
eghostu, 8, 0,
abefilw, 256, 0,
deirsxy, 64, 0,
deknpsw, 512, 0,
belnpst, 32, 48,
acdefkp, 4, 0,
abegmoq, 8, 0,
adehksv, 64, 0,
dejmqrt, 8, 0,
adeprtw, 16, 47,
degnorw, 32, 42,
adforwy, 128, 0,
djlnrsx, 8, 0,
beikrty, 32, 19,
befirsu, 4, 19,
cdklprt, 128, 0,
dfklotw, 64, 3,
abdlmnu, 4, 16,
agrstux, 8, 0,
dekmnor, 8, 0,
degostu, 8, 0,
adefikl, 64, 24,
delrsxy, 16, 25,
dempstw, 256, 0,
delnpqt, 4, 0,
acdeprs, 2, 83,
abeoqrw, 4, 18,
adehkvw, 4, 0,
degqrtw, 64, 0,
cdepqtw, 4, 0,
efgiorw, 8, 0,
defgowy, 64, 6,
bdejrsx, 16, 17,
abekrty, 8, 0,
egiprsu, 4, 0,
cdejprt, 2, 0,
defltvw, 4, 0,
aklmnsu, 4, 0,
agnrstu, 4, 0,
cdemopr, 256, 0,
deghmot, 128, 12,
bdefiln, 4, 20,
deforsy, 32, 37,
dempswy, 16, 18,
dlnpstx, 4, 0,
acdeprv, 4, 0,
abeopqr, 128, 0,
dehosvw, 16, 14,
defgqrt, 4, 0,
aceprtw, 8, 27,
defghor, 8, 0,
dfiorwy, 16, 10,
dejknrx, 32, 12,
abelrty, 4, 55,
efiprsx, 4, 0,
deikprt, 16, 36,
dflmotw, 16, 7,
abhmnsu, 16, 0,
abdrstu, 64, 0,
dehkmop, 32, 15,
eghiost, 32, 26,
abdfils, 32, 0,
dfmrsxy, 8, 0,
demnswy, 256, 0,
delmpst, 64, 0,
acdefpx, 4, 0,
abelmoq, 4, 19,
adehsuw, 16, 20,
demqrst, 32, 47,
cdkprtw, 4, 0,
dfgorwx, 4, 0,
defhorw, 8, 0,
denprsx, 4, 0,
abegirt, 8, 0,
finprsu, 8, 0,
cdeprty, 4, 0,
defotuw, 16, 16,
abmnrsu, 4, 24,
abgjrst, 8, 0,
dekmprw, 2, 0,
dghkost, 256, 10,
bdefils, 32, 46,
defruxy, 8, 0,
denpsuw, 4, 0,
dejlnpt, 32, 15,
cdefjpr, 4, 0,
abemorw, 16, 0,
abehsvw, 16, 0,
deglqrt, 4, 0,
cdemprw, 32, 26,
cefgorw, 8, 4,
efortwy, 32, 22,
bdejrsx, 8, 0,
abfirty, 32, 0,
efjprsu, 64, 12,
acdkprt, 256, 0,
defiltw, 8, 0,
bjlmnsu, 128, 0,
abgrsuw, 4, 10,
demoprx, 8, 0,
deghpst, 2, 0,
adefilp, 64, 18,
dfrsvxy, 32, 0,
demnswx, 64, 0,
delnptu, 128, 0,
acefjpr, 2, 27,
abmoqrx, 256, 0,
adehpvw, 128, 0,
degqrtv, 128, 8,
ceprtvw, 16, 0,
dfgorsw, 4, 0,
defgory, 256, 0,
dejknsx, 128, 0,
abegirt, 2, 72,
aefipsu, 8, 0,
cdehkrt, 64, 0,
dflotvw, 32, 0,
abhlmnu, 8, 0,
abfrstu, 4, 18,
ehkmopr, 8, 0,
dehorst, 32, 83,
abdfgil, 4, 11,
dfqrsxy, 4, 0,
demnpqw, 256, 0,
deglnst, 8, 0,
acdflpr, 32, 0,
bejmoqr, 4, 10,
dehlsvw, 4, 0,
bdegmrt, 4, 14,
cdekptw, 4, 0,
defgort, 16, 24,
eforuwy, 8, 0,
bdenrsx, 4, 12,
aeimrty, 64, 0,
efipqru, 64, 8,
cdekptv, 4, 0,
bdefltw, 128, 0,
aklmnsu, 2, 25,
abgostu, 32, 0,
ekmopry, 32, 21,
bdghost, 32, 0,
abdeflv, 4, 14,
defkrsx, 8, 0,
denpsvw, 2, 0,
ehlnpst, 8, 0,
acdefmp, 16, 11,
abejoqr, 16, 0,
aeghsvw, 128, 13,
dgmpqrt, 32, 0,
cdenptw, 8, 4,
deglorw, 8, 0,
cdeorwy, 32, 29,
dejnrux, 4, 0,
abeilry, 64, 0,
defirsu, 16, 40,
bcdkprt, 16, 2,
defhotw, 512, 0,
abclmns, 64, 0,
aborstu, 4, 44,
dekmpru, 4, 0,
defgost, 8, 0,
adefilx, 4, 0,
adefrsy, 16, 40,
dempqsw, 64, 0,
deglnst, 16, 30,
adefprt, 8, 0,
abdemor, 64, 0,
adegsvw, 4, 0,
deglqrt, 32, 19,
cdenprt, 4, 0,
defhorw, 4, 0,
eflorwy, 32, 29,
defjnrs, 128, 0,
abeilrt, 16, 0,
efprsuv, 4, 0,
cdepqrt, 4, 0,
deflnow, 4, 0,
ablmosu, 8, 0,
abgrtux, 64, 0,
dekmopv, 8, 0,
adghost, 8, 0,
abdeils, 16, 57,
efkrsxy, 8, 0,
adenpsw, 16, 37,
delnstx, 8, 0,
aceflpr, 16, 0,
abegoqr, 8, 0,
adesuvw, 32, 23,
degmqtw, 512, 0,
cdegptw, 32, 16,
defgrsw, 256, 0,
cdforwy, 4, 0,
dehnrsx, 4, 0,
abikrty, 64, 0,
befipsu, 8, 0,
cdeoprt, 32, 52,
defnotw, 4, 0,
ablmsuw, 128, 0,
bdgrstu, 8, 0,
dkmopru, 8, 0,
dghkost, 4, 0,
abdfilt, 64, 9,
efprsxy, 64, 6,
cdemnsw, 256, 0,
dejlnpt, 8, 0,
acefhpr, 64, 12,
aemoqrv, 4, 0,
adhsvwx, 128, 0,
aegmqrt, 4, 0,
ceiprtw, 128, 0,
defglow, 4, 0,
defotwy, 128, 0,
djnrstx, 256, 0,
abenrty, 16, 0,
efipqsu, 4, 0,
cdekrtv, 4, 0,
eflnotw, 8, 0,
abglnsu, 16, 0,
acgrstu, 8, 23,
dehkopr, 16, 27,
deghops, 4, 0,
abdfilt, 8, 0,
deforsx, 4, 0,
ademnpw, 8, 0,
dlnopst, 8, 0,
acdfpru, 256, 0,
abemoru, 8, 0,
aehpsvw, 16, 0,
adgmqrt, 8, 0,
cdjprtw, 32, 0,
defgprw, 32, 26,
defoqwy, 8, 0,
ejmnrsx, 4, 0,
abikrty, 2, 16,
efmprsu, 256, 0,
cdemprt, 32, 35,
efjlotw, 4, 0,
blmnsuw, 4, 4,
abgnrtu, 16, 0,
demnopr, 256, 0,
eghjost, 64, 0,
bdefilx, 8, 0,
dersvxy, 2, 0,
egmnpsw, 64, 0,
celnpst, 16, 0,
adefprw, 128, 0,
aefmoqr, 64, 16,
acdhsvw, 8, 7,
degqrtv, 4, 0,
cdeprty, 32, 38,
defglow, 32, 25,
beforwy, 32, 18,
degnrsx, 128, 15,
abeinrt, 64, 0,
efirsuy, 16, 0,
cdekqrt, 16, 10,
deflotu, 512, 0,
ablmpsu, 128, 0,
abglstu, 16, 0,
cdekmpr, 16, 19,
deghist, 64, 0,
abcdefl, 2, 27,
eforsxy, 32, 17,
denpstw, 32, 46,
ehlnpst, 8, 0,
acdfprt, 512, 0,
abemoqu, 2, 13,
adhosvw, 64, 0,
cdegmqt, 4, 0,
bcdertw, 4, 11,
adefgrw, 32, 42,
defortw, 4, 0,
ehjnrsx, 4, 0,
abgirty, 4, 14,
bfiprsu, 64, 3,
cdkprtw, 4, 0,
defotwx, 32, 13,
ablmpsu, 32, 0,
abfgrtu, 64, 10,
demoprt, 8, 0,
dghjost, 8, 0,
abdeilw, 8, 0,
denrsxy, 32, 38,
demopsw, 32, 35,
deilpst, 32, 76,
acdfopr, 16, 19,
abemorw, 64, 0,
adensvw, 16, 32,
defgmqt, 8, 0,
cdeprtu, 4, 0,
bdefgor, 4, 29,
adforwy, 2, 26,
degjnrs, 32, 38,
abceiry, 4, 25,
efipsux, 8, 0,
acekprt, 8, 31,
defnotw, 8, 0,
abimnsu, 64, 0,
agrstuw, 8, 0,
dekmopx, 64, 0,
dehnost, 32, 53,
abdefls, 16, 29,
eflrsxy, 128, 0,
dlmnpsw, 16, 4,
demnpst, 8, 0,
acdefjr, 4, 0,
aemoqry, 16, 0,
aehpsvw, 8, 0,
delmqrt, 4, 0,
cdejptw, 32, 11,
degoruw, 64, 0,
cdefowy, 32, 10,
cdejnsx, 256, 0,
abeituy, 4, 10,
eikprsu, 32, 55,
cdenprt, 16, 35,
deflost, 16, 33,
ablnstu, 256, 0,
abgrsuv, 32, 0,
dekmpru, 32, 28,
degmost, 8, 0,
adefily, 4, 0,
adefrxy, 16, 23,
demnrsw, 8, 0,
elmnpst, 32, 50,
acdefjp, 32, 9,
abemoru, 32, 29,
adehksw, 8, 0,
degpqrt, 8, 0,
delprtw, 16, 22,
defgrvw, 8, 0,
dfmorwy, 4, 0,
dejnorx, 4, 0,
abirtxy, 8, 0,
efipqrs, 8, 0,
bcdekrt, 4, 10,
dflotwx, 2, 0,
almnsuy, 8, 0,
abgistu, 64, 0,
dejkopr, 4, 0,
deghnst, 64, 0,
adefhil, 16, 20,
eflrsxy, 64, 8,
deimnps, 32, 63,
dlnpstx, 16, 6,
acdefip, 8, 14,
acemoqr, 64, 0,
aefhsvw, 16, 0,
degmqtw, 128, 7,
cdeprty, 8, 16,
defgovw, 32, 13,
efortwy, 16, 0,
