vocabs, center, score
acdekrt, 128, 0,
dfhlotw, 8, 0,
dekouwy, 16, 11,
dfhorwy, 64, 3,
ghimopu, 8, 0,
dejnrwx, 8, 0,
aeiorty, 4, 0,
befginy, 128, 12,
eilstux, 16, 0,
aeiprsu, 8, 0,
abilnuw, 64, 0,
cdknprt, 128, 0,
eflortw, 32, 40,
defkoqy, 4, 0,
bdefowy, 8, 0,
aghmosu, 32, 0,
dejorsx, 64, 0,
abeiqry, 16, 0,
dfginxy, 4, 0,
eflnstx, 2, 0,
efgipsu, 4, 0,
abilmpu, 4, 14,
cdekopt, 4, 0,
beflotw, 8, 0,
defjkwy, 4, 0,
bdefory, 32, 38,
ghimopu, 32, 0,
eijnrsx, 4, 0,
abiprty, 32, 0,
defgnpy, 4, 0,
aeflstu, 8, 0,
efiopsu, 64, 8,
bhilmuw, 4, 3,
cdekprw, 64, 0,
bdeflow, 4, 17,
dfkovwy, 8, 0,
cdefowy, 16, 9,
ghimouy, 32, 0,
defjnrs, 16, 21,
abeiort, 32, 55,
adefgiy, 2, 15,
aelstux, 32, 40,
defiprs, 64, 14,
abelmuw, 32, 22,
cdehkpr, 16, 16,
aeflotw, 8, 0,
dfkorwy, 128, 0,
defirwy, 16, 20,
ghijmsu, 32, 0,
djnorsx, 8, 0,
abeilry, 8, 0,
deginpy, 64, 0,
eflnstx, 128, 0,
filprsu, 8, 0,
abiluwy, 16, 0,
dejkprt, 16, 13,
dfglotw, 64, 5,
defkvwy, 16, 6,
dfjorwy, 4, 0,
ghioqsu, 64, 0,
adejnrx, 8, 0,
abegirt, 32, 76,
defgnuy, 4, 0,
eflstvx, 8, 0,
afiprsu, 16, 0,
bcilmuw, 512, 9,
cdeprtu, 32, 34,
defloqw, 4, 0,
adefkow, 8, 0,
dforuwy, 8, 0,
aghimos, 16, 0,
dehjrsx, 256, 5,
abeiqty, 128, 0,
defgiky, 16, 10,
eflqtux, 16, 0,
efikrsu, 128, 0,
ablmnuw, 4, 11,
cdekmpr, 32, 25,
deflotx, 64, 10,
bdefowy, 2, 0,
eforswy, 16, 0,
ghiosux, 128, 9,
denqrsx, 4, 0,
abilrty, 4, 26,
bdefgiy, 8, 0,
efglstx, 32, 24,
defipru, 8, 0,
abdilmu, 64, 0,
cdknprt, 4, 0,
defotwy, 8, 0,
dekorwy, 32, 25,
cdefowy, 4, 0,
fghimou, 8, 0,
djnrstx, 64, 0,
abefirt, 8, 0,
dfginry, 8, 0,
dflstux, 8, 0,
efijpru, 8, 0,
abjlmuw, 256, 0,
cdekrtx, 256, 0,
deflptw, 256, 0,
cdefkoy, 32, 6,
deforuy, 8, 0,
ghlmosu, 4, 0,
denrsxy, 16, 26,
abehity, 8, 0,
dfgijny, 16, 4,
eglstux, 4, 0,
eijprsu, 16, 0,
abfimuw, 256, 0,
degkprt, 4, 0,
bdeflot, 16, 23,
cdekowy, 4, 0,
defortw, 4, 0,
himoqsu, 4, 0,
dejrsxy, 4, 0,
abeikry, 16, 0,
deginpy, 8, 0,
celstux, 8, 20,
efirsuw, 512, 22,
abhimuw, 64, 0,
cdkprtu, 8, 4,
dflotwy, 256, 0,
defgowy, 512, 0,
defprwy, 4, 0,
ghimops, 8, 0,
dejnprx, 4, 0,
abeitxy, 16, 0,
defgimy, 8, 0,
delstux, 128, 0,
efprsux, 16, 0,
abilouw, 128, 0,
cdekpqr, 16, 16,
defltuw, 256, 0,
dfkovwy, 16, 4,
defoswy, 4, 0,
bghimou, 32, 0,
dejqrsx, 8, 0,
abehrty, 16, 0,
defghiy, 256, 4,
fjlstux, 32, 0,
eiprsux, 256, 0,
abilmou, 256, 0,
dekpqrt, 512, 0,
defhotw, 16, 10,
defkrwy, 128, 0,
defjowy, 64, 3,
ehimosu, 32, 19,
djnprsx, 512, 0,
beirsty, 4, 27,
defginp, 8, 0,
efkstux, 4, 0,
fiprsux, 16, 0,
abiklmu, 4, 20,
bcdekpt, 128, 0,
delnotw, 8, 0,
defouwy, 16, 10,
defopwy, 64, 4,
ghmopsu, 4, 0,
dejkrsx, 32, 24,
abeituy, 16, 0,
bdefgin, 32, 29,
eflrstx, 16, 0,
efirsuw, 4, 0,
abilmru, 32, 0,
cdekmpt, 4, 0,
bdeflow, 32, 30,
defikoy, 4, 0,
dfoqrwy, 64, 2,
ghimosy, 16, 0,
dejrsxy, 8, 0,
abehiry, 256, 6,
defginr, 8, 0,
eflpstu, 8, 0,
efgipru, 64, 16,
abilmpw, 32, 0,
cdeknpr, 16, 23,
deflnot, 16, 23,
defkory, 32, 23,
deforvy, 16, 19,
ghkmosu, 256, 11,
djnorsx, 8, 0,
abejrty, 4, 30,
efgimny, 64, 10,
efjlstx, 256, 0,
efnprsu, 64, 19,
bhilmuw, 8, 0,
cdklprt, 8, 2,
dfhlotw, 256, 3,
deikowy, 8, 0,
defmowy, 2, 0,
chimosu, 4, 0,
denrswx, 16, 25,
abilrty, 32, 0,
cdefgny, 32, 4,
flstuvx, 16, 0,
efinpru, 8, 0,
abdimuw, 4, 7,
cdkoprt, 16, 7,
dflotwx, 8, 0,
cdefkoy, 64, 2,
defrwxy, 4, 0,
ghimsuy, 8, 0,
dejrswx, 16, 15,
aeiorty, 16, 0,
efgijny, 16, 0,
efglstu, 4, 0,
deiprsu, 256, 0,
bilmsuw, 8, 0,
cekprtu, 4, 0,
defotvw, 16, 9,
bdfkowy, 128, 0,
deforwx, 32, 18,
ghjmosu, 8, 0,
adenrsx, 16, 48,
aeiqrty, 32, 26,
defhiny, 8, 0,
efgstux, 16, 0,
efimprs, 64, 16,
abilquw, 8, 0,
cdknprt, 4, 0,
dflnotw, 256, 0,
defkswy, 8, 0,
defprwy, 4, 0,
ghmosuw, 16, 0,
denrsvx, 64, 0,
abeijry, 8, 0,
efginvy, 16, 0,
efpstux, 4, 0,
efgipsu, 256, 0,
ahilmuw, 16, 0,
cdkprst, 4, 0,
adefltw, 64, 12,
defkowx, 4, 0,
defiory, 2, 0,
dghiosu, 64, 0,
degjnrs, 4, 0,
abeiqty, 8, 0,
bdefgny, 8, 0,
fhlstux, 4, 0,
fgiprsu, 256, 0,
abikluw, 8, 0,
cdekort, 128, 0,
defjlow, 4, 0,
defkovy, 4, 0,
deorvwy, 16, 23,
ghimotu, 16, 0,
dejnpsx, 4, 0,
aehirty, 4, 0,
bdefgiy, 64, 8,
cefltux, 16, 0,
efjprsu, 4, 0,
ailmuwy, 16, 0,
cdekprs, 8, 16,
dflotwx, 4, 0,
efkowxy, 4, 0,
cdforwy, 256, 0,
ghimops, 8, 0,
deijnrx, 8, 0,
abeqrty, 8, 0,
dfginxy, 32, 0,
efltuxy, 128, 0,
efkprsu, 4, 0,
aijlmuw, 64, 0,
dekoprt, 8, 0,
deflowx, 4, 0,
dekoqwy, 16, 11,
defnorw, 8, 0,
cghimou, 16, 0,
ejnrstx, 256, 0,
abeiort, 16, 0,
defgjny, 4, 0,
elrstux, 8, 0,
efirsux, 64, 17,
abdilmw, 8, 0,
dekprtw, 4, 0,
defjlow, 32, 20,
defklow, 4, 0,
adforwy, 32, 0,
fghiosu, 512, 8,
dejnrsy, 4, 0,
abegrty, 16, 0,
adeginy, 8, 0,
efilstx, 4, 0,
efhprsu, 512, 0,
abilquw, 8, 0,
cdefkpt, 16, 6,
eflortw, 16, 0,
defouwy, 64, 6,
efiorwy, 64, 11,
gimostu, 256, 0,
dejnrux, 4, 0,
beirsty, 4, 27,
defgint, 8, 0,
elstuvx, 128, 0,
befirsu, 4, 21,
ablmnuw, 16, 0,
acdekpr, 32, 55,
cdefotw, 128, 0,
bdefowy, 32, 13,
defirwy, 8, 0,
ghmnosu, 16, 0,
defjnsx, 4, 0,
abertuy, 32, 48,
defginv, 16, 14,
efglstx, 4, 0,
beiprsu, 2, 0,
abhilmw, 4, 9,
cdekptx, 16, 8,
dflortw, 8, 0,
efkovwy, 128, 0,
adefory, 128, 0,
ghjmosu, 256, 9,
bdejnsx, 32, 19,
abeimrt, 16, 0,
defginw, 16, 14,
elstuwx, 32, 23,
eiprsuw, 64, 0,
bdilmuw, 8, 0,
cdeprtx, 4, 0,
defloqw, 32, 21,
defjkoy, 8, 0,
deflowy, 4, 0,
ahimosu, 4, 0,
djnrswx, 4, 0,
beiprty, 16, 0,
definvy, 128, 0,
efmstux, 4, 0,
efprsuy, 4, 0,
abhiluw, 16, 0,
cdeiprt, 8, 37,
cdefotw, 16, 11,
defhkwy, 256, 3,
defoqrw, 32, 18,
ghiosuw, 4, 0,
ehjnrsx, 32, 14,
abegrty, 64, 0,
deginvy, 16, 14,
efstuvx, 16, 0,
fipqrsu, 4, 0,
abilmtw, 8, 0,
bcdekrt, 64, 0,
deflowy, 2, 0,
defkoty, 16, 7,
deforuy, 16, 22,
ghimsuy, 16, 0,
dejknrs, 2, 0,
beirtuy, 4, 18,
definoy, 4, 0,
efgltux, 16, 0,
aeiprsu, 2, 49,
abeilmw, 4, 20,
cdekort, 16, 20,
efjlotw, 8, 0,
defkoxy, 2, 0,
deforsw, 128, 0,
ghimoux, 32, 0,
efjnrsx, 4, 0,
abehirt, 4, 38,
deginxy, 32, 15,
eflqtux, 64, 4,
efiprsx, 8, 0,
abhlmuw, 8, 0,
cdeprtw, 8, 12,
dflotwy, 4, 0,
defkloy, 512, 0,
eforvwy, 4, 0,
ghimops, 16, 0,
bdjnrsx, 64, 0,
abeiruy, 8, 0,
cdeginy, 32, 20,
eflpstu, 4, 0,
efiorsu, 16, 0,
abhlmuw, 32, 0,
cdehkpt, 8, 8,
adefotw, 8, 0,
defkmoy, 16, 10,
defjorw, 128, 0,
dghmosu, 4, 0,
degnrsx, 16, 23,
abhirty, 32, 0,
defghny, 128, 4,
flmstux, 4, 0,
fimprsu, 8, 0,
abfimuw, 16, 0,
ceknprt, 4, 0,
defilot, 4, 0,
dekouwy, 256, 0,
defoprw, 2, 0,
ghikmos, 2, 0,
ehjnrsx, 16, 0,
abcerty, 8, 23,
adefgiy, 4, 0,
flstuvx, 256, 0,
efipsuv, 8, 0,
abilruw, 16, 0,
acdekpt, 64, 0,
dfilotw, 4, 0,
deflowy, 64, 11,
defrvwy, 16, 10,
gikmosu, 4, 0,
dejlnrx, 16, 10,
abefity, 8, 0,
definpy, 4, 0,
eflnstx, 256, 0,
efipqrs, 32, 36,
agilmuw, 512, 17,
dekprtu, 128, 0,
defoptw, 4, 0,
defklow, 8, 0,
dfoprwy, 512, 0,
ghimosy, 128, 9,
bdejnsx, 8, 0,
abiprty, 4, 14,
defginu, 512, 22,
eflmsux, 8, 0,
finprsu, 8, 0,
abilmrw, 4, 22,
dekprty, 4, 0,
deflosw, 128, 0,
defklwy, 16, 8,
deforuy, 4, 0,
ghiosuv, 64, 0,
dejrswx, 128, 0,
abeimry, 4, 26,
defgiln, 128, 21,
elrstux, 4, 0,
efiorsu, 32, 40,
aiklmuw, 8, 0,
cekoprt, 16, 0,
dflortw, 8, 0,
cdfkowy, 128, 0,
dfmorwy, 8, 0,
ghiosuv, 4, 0,
dejnpsx, 256, 0,
abeiqty, 16, 0,
defghny, 128, 4,
efltuxy, 4, 0,
befiprs, 32, 44,
abgimuw, 512, 8,
cdegkpt, 4, 0,
defloqw, 4, 0,
bdekowy, 128, 0,
defhorw, 8, 0,
cghmosu, 4, 0,
dejnrxy, 8, 0,
abeorty, 4, 51,
defgkny, 8, 0,
efhlstu, 4, 0,
fiprsux, 16, 0,
ablmuvw, 32, 0,
cdehprt, 4, 0,
dfglotw, 4, 0,
defknwy, 4, 0,
adforwy, 4, 0,
fghiosu, 8, 0,
ehjnrsx, 16, 0,
abeikrt, 512, 37,
definxy, 4, 0,
defstux, 128, 0,
fioprsu, 8, 0,
ablmuwx, 64, 0,
cdkprst, 32, 0,
deflntw, 32, 17,
efgkowy, 8, 0,
dfkorwy, 4, 0,
ghimsuw, 128, 10,
deijnsx, 16, 17,
abeiqrt, 16, 0,
definoy, 8, 0,
efglstx, 512, 0,
finprsu, 256, 0,
abilruw, 4, 20,
cegkprt, 8, 8,
deflmot, 8, 0,
defkuwy, 8, 0,
defiowy, 4, 0,
aghimou, 8, 0,
djnrsxy, 4, 0,
abekrty, 64, 0,
definpy, 16, 14,
aeflstu, 64, 35,
efimpru, 8, 0,
abilmtw, 4, 13,
cdeiprt, 32, 74,
adefotw, 4, 0,
dekouwy, 4, 0,
defkorw, 64, 8,
eghiosu, 4, 0,
efjnrsx, 16, 0,
abeilty, 4, 29,
defgimn, 8, 0,
eflqtux, 64, 4,
efikrsu, 8, 0,
ablmuvw, 4, 7,
acekprt, 4, 0,
defotuw, 4, 0,
cefkowy, 16, 0,
deflory, 4, 0,
dghmosu, 4, 0,
dejqrsx, 64, 0,
beirtwy, 4, 13,
defgiuy, 32, 12,
ceflstx, 512, 0,
cefiprs, 8, 19,
ablmruw, 4, 16,
cdefkpt, 64, 2,
aeflotw, 128, 0,
defoswy, 32, 20,
dejorwy, 8, 0,
ghimqsu, 16, 0,
djnrstx, 128, 0,
abeqrty, 32, 38,
defgjny, 4, 0,
eflsuxy, 32, 15,
defipru, 4, 0,
bilmsuw, 8, 0,
cdeikrt, 8, 27,
deflopt, 128, 0,
efkovwy, 4, 0,
defmowy, 32, 13,
ghimqsu, 2, 0,
dejnrst, 32, 53,
abiqrty, 8, 0,
defghiy, 8, 0,
flqstux, 64, 2,
cfiprsu, 8, 10,
ailmtuw, 8, 0,
cdfkprt, 8, 2,
defmotw, 64, 8,
defkoty, 512, 0,
defiorw, 8, 0,
ghijmos, 16, 0,
dejnqrx, 8, 0,
abeijry, 128, 0,
defgivy, 16, 8,
eflsuwx, 32, 16,
defipru, 128, 0,
abilmwy, 4, 11,
cdekmrt, 512, 0,
defhltw, 32, 14,
dekoswy, 16, 18,
dfortwy, 2, 0,
bhimosu, 32, 0,
adjnrsx, 4, 0,
abehiry, 8, 0,
defgiry, 256, 0,
elstuvx, 8, 0,
efirsuv, 8, 0,
abilmuy, 512, 19,
cdeprtx, 8, 13,
defotwy, 4, 0,
efkotwy, 8, 0,
bdefrwy, 256, 0,
bghmosu, 64, 0,
cdjnrsx, 512, 0,
abdeirt, 32, 101,
aefginy, 4, 0,
efstuvx, 8, 0,
efipqsu, 64, 6,
ablmpuw, 8, 0,
cdelprt, 16, 22,
defoptw, 32, 14,
dfhkowy, 128, 0,
defjowy, 8, 0,
ghilmsu, 32, 0,
dejrsvx, 4, 0,
begirty, 128, 18,
definxy, 64, 6,
efhlsux, 4, 0,
fgiprsu, 8, 0,
bilmouw, 8, 0,
cdfkprt, 8, 2,
deflort, 64, 16,
cdefkwy, 16, 6,
dekorwy, 256, 0,
aghiosu, 4, 0,
dehjnrx, 2, 0,
abemrty, 4, 37,
defgisy, 4, 0,
eklstux, 64, 0,
efipsuy, 4, 0,
abgilmw, 8, 0,
cejkprt, 64, 0,
defilow, 16, 25,
efklowy, 8, 0,
adefrwy, 4, 0,
eghimsu, 2, 0,
dejrswx, 4, 0,
abceiry, 4, 26,
aefginy, 4, 0,
befstux, 256, 0,
efirsux, 128, 0,
abilnuw, 4, 12,
cdekpty, 32, 9,
defhltw, 16, 5,
efkoswy, 4, 0,
deoprwy, 4, 0,
gimosux, 128, 9,
cdejnrs, 16, 23,
abeiruy, 4, 23,
cdefgny, 8, 2,
efltuvx, 8, 0,
fiprsuw, 16, 0,
abdimuw, 32, 0,
acdekpt, 4, 0,
delostw, 4, 0,
deikowy, 16, 12,
defotwy, 16, 13,
aghmosu, 16, 0,
bdejnsx, 64, 0,
abcirty, 32, 0,
adfginy, 32, 0,
eflsuwx, 32, 16,
ehiprsu, 8, 0,
abeilmu, 256, 0,
dekprst, 64, 0,
dflotvw, 4, 0,
dfkorwy, 4, 0,
defrvwy, 16, 10,
ghmoqsu, 32, 0,
denrsvx, 4, 0,
abdeiry, 4, 38,
deginty, 8, 0,
efkstux, 4, 0,
efimprs, 8, 0,
abilsuw, 8, 0,
cdekptx, 4, 0,
dehlotw, 16, 22,
defkovw, 4, 0,
demorwy, 8, 0,
agimosu, 2, 20,
dijnrsx, 256, 0,
abehiry, 32, 22,
efghiny, 8, 0,
elrstux, 4, 0,
eilprsu, 32, 69,
bfilmuw, 4, 2,
cdejkpt, 16, 7,
eflotvw, 16, 0,
defovwy, 4, 0,
deforty, 32, 25,
ghijosu, 8, 0,
dejnsux, 32, 23,
abeimrt, 8, 0,
dfginvy, 32, 0,
efjlstx, 64, 6,
cefipsu, 256, 0,
bgilmuw, 8, 0,
cdklprt, 128, 0,
deflort, 4, 0,
defkosy, 8, 0,
dfortwy, 2, 0,
cgimosu, 64, 0,
dejrsvx, 32, 22,
abeitxy, 64, 0,
cefginy, 128, 9,
ceflstu, 2, 0,
cefipsu, 256, 0,
abijlmu, 128, 0,
dekprtx, 128, 0,
deflnot, 16, 23,
dejkowy, 4, 0,
deoruwy, 256, 0,
aghimou, 128, 16,
dejnrtx, 2, 0,
abefiry, 8, 0,
adfginy, 64, 11,
elstuxy, 32, 19,
befirsu, 8, 0,
abfimuw, 4, 7,
deknprt, 8, 0,
deklotw, 32, 30,
defgkoy, 4, 0,
eforuwy, 4, 0,
fghiosu, 256, 9,
bdejnrs, 8, 0,
aegirty, 32, 51,
defgimy, 4, 0,
fjlstux, 4, 0,
efinprs, 4, 0,
ahilmuw, 4, 0,
cdefkpt, 16, 6,
dflostw, 8, 0,
defkmow, 4, 0,
adeorwy, 64, 0,
ghimsuv, 64, 0,
djnprsx, 4, 0,
befirty, 128, 0,
defhiny, 2, 0,
eflstwx, 32, 27,
dfiprsu, 32, 0,
ablmouw, 32, 0,
cdelprt, 4, 0,
defiltw, 8, 0,
aefkowy, 2, 9,
deoruwy, 8, 0,
fghimou, 16, 0,
adejrsx, 16, 28,
abeirtv, 128, 0,
defgiwy, 32, 13,
celstux, 8, 20,
eiprsuw, 8, 0,
ailmnuw, 32, 0,
cdekprx, 4, 0,
deflntw, 64, 3,
defmowy, 16, 13,
deflory, 16, 31,
ghimosw, 512, 17,
bdejnrx, 64, 0,
beinrty, 4, 22,
dfginty, 4, 0,
aeflstu, 8, 0,
efikrsu, 4, 0,
bilmquw, 16, 0,
cdeikpr, 64, 0,
ceflotw, 16, 0,
defgkow, 8, 0,
deorvwy, 64, 0,
ahimosu, 4, 0,
deknrsx, 32, 33,
aegirty, 4, 0,
defgjny, 4, 0,
efmstux, 32, 19,
befipru, 128, 0,
bilmruw, 16, 0,
bcdkprt, 4, 2,
deflopw, 4, 0,
defikow, 4, 0,
defruwy, 8, 0,
gimoqsu, 64, 0,
dejnsxy, 8, 0,
abceity, 8, 10,
efgijny, 16, 0,
elmstux, 8, 0,
efgiprs, 16, 0,
abilouw, 8, 0,
dekmprt, 16, 18,
deflstw, 8, 0,
efkoqwy, 32, 3,
defgrwy, 512, 0,
ahimosu, 32, 0,
djnprsx, 256, 0,
abeijry, 4, 18,
cefginy, 4, 0,
ceflstx, 64, 8,
efhipru, 8, 0,
abilpuw, 32, 0,
cdekrtv, 4, 0,
dflotvw, 128, 0,
dfkopwy, 8, 0,
eforvwy, 8, 0,
eghimsu, 4, 0,
cdjnrsx, 64, 0,
abertxy, 64, 0,
adefgny, 256, 0,
efhlsux, 8, 0,
efhipru, 64, 11,
ablmpuw, 4, 9,
cdkprtw, 128, 0,
dehlotw, 4, 0,
cdefkow, 128, 0,
eflorwy, 4, 0,
ghmorsu, 128, 9,
djnorsx, 256, 0,
beirtvy, 16, 0,
efginvy, 4, 0,
efstuvx, 4, 0,
efprsuv, 8, 0,
abhlmuw, 16, 0,
dekprst, 8, 0,
delostw, 16, 44,
dfkouwy, 4, 0,
bdforwy, 8, 0,
himosuy, 4, 0,
dejnrux, 8, 0,
abehiry, 8, 0,
defgjny, 256, 0,
efqstux, 8, 0,
efirsux, 16, 0,
abilmuy, 8, 0,
cdeoprt, 32, 51,
eflortw, 32, 40,
dekorwy, 8, 0,
deflorw, 4, 0,
ghilmou, 2, 0,
degjnrs, 256, 0,
aeirtuy, 32, 34,
defilny, 4, 0,
ejlstux, 4, 0,
efikrsu, 16, 0,
ailmtuw, 256, 0,
cdefkrt, 64, 5,
defgltw, 8, 0,
defikoy, 2, 0,
defrswy, 64, 6,
ghikmos, 16, 0,
ejnrsux, 128, 0,
abdirty, 64, 0,
defginw, 8, 0,
elrstux, 4, 0,
eioprsu, 32, 66,
ablmsuw, 32, 0,
cdfkprt, 32, 0,
defklow, 128, 0,
efkorwy, 64, 8,
defjorw, 16, 14,
ghijmos, 16, 0,
aejnrsx, 512, 0,
abefirt, 128, 0,
bdefgin, 16, 19,
eklstux, 16, 0,
eipqrsu, 64, 0,
abilmpw, 2, 28,
cdekrst, 32, 48,
bdefltw, 32, 17,
defkloy, 8, 0,
efgorwy, 512, 0,
ghimouw, 2, 0,
dejlnrx, 64, 0,
aeirtuy, 4, 0,
definuy, 4, 0,
eflpstx, 32, 24,
fiprsux, 4, 0,
abcilmw, 4, 14,
cdekpqr, 4, 0,
defnotw, 64, 5,
efjkowy, 4, 0,
dfoqrwy, 32, 0,
gimnosu, 32, 0,
dejnsvx, 64, 0,
abeinty, 8, 0,
cefginy, 8, 6,
flrstux, 8, 0,
fiprsux, 32, 0,
abilmqu, 32, 0,
cdekopt, 32, 13,
deflowy, 16, 23,
bdefkwy, 64, 3,
efoqrwy, 16, 0,
himoqsu, 8, 0,
dejnprs, 4, 0,
abeirwy, 4, 20,
defgiry, 2, 0,
efklstx, 32, 24,
efimrsu, 4, 0,
abilmow, 8, 0,
cekmprt, 8, 7,
delotwx, 8, 0,
defkrwy, 64, 6,
deforxy, 8, 0,
eghimou, 64, 0,
dejnrvx, 32, 10,
beirtvy, 16, 0,
efginvy, 128, 7,
aefstux, 16, 0,
efhirsu, 8, 0,
ablmouw, 4, 16,
acdekpr, 16, 40,
dfilotw, 8, 0,
defgkow, 4, 0,
dforwxy, 32, 0,
ghjmosu, 64, 0,
cdejnrs, 32, 36,
aeirtvy, 256, 0,
definoy, 4, 0,
eflpstx, 32, 24,
efipstu, 16, 0,
abilmuv, 16, 0,
cdemprt, 256, 0,
defloty, 32, 25,
adfkowy, 32, 0,
dfortwy, 8, 0,
bghiosu, 4, 11,
deijnrs, 16, 43,
beilrty, 8, 0,
defgiky, 32, 12,
eflmtux, 32, 12,
einprsu, 32, 85,
abilmqu, 8, 0,
cdeikpr, 8, 22,
bdelotw, 16, 30,
efjkowy, 8, 0,
defoprw, 4, 0,
cgimosu, 4, 0,
egjnrsx, 8, 0,
bceirty, 8, 16,
defgint, 4, 0,
eflstuw, 2, 0,
filprsu, 8, 0,
abdlmuw, 64, 0,
cekprtw, 4, 0,
efhlotw, 64, 6,
dfkmowy, 16, 6,
efgorwy, 64, 8,
ghimsux, 32, 0,
dejnosx, 16, 17,
abeirtv, 8, 0,
adefgin, 64, 18,
deflsux, 16, 22,
cefipsu, 128, 0,
abelmuw, 8, 0,
cdikprt, 32, 0,
aeflotw, 16, 0,
